Time,I,Q
11-25-48.777,4197,14100
11-25-48.852,4205,14099
11-25-48.910,4205,14099
11-25-48.914,4187,14105
11-25-49.066,4157,14133
11-25-49.102,4128,14154
11-25-49.160,4126,14153
11-25-49.223,4129,14161
11-25-49.289,4133,14154
11-25-49.348,4166,14126
11-25-49.410,4253,14057
11-25-49.477,4458,13887
11-25-49.535,4798,13511
11-25-49.602,5131,13305
11-25-49.664,5398,13270
11-25-49.711,5500,13121
11-25-49.777,5535,13088
11-25-49.836,5539,13090
11-25-49.895,5520,13104
11-25-49.961,5519,13091
11-25-50.070,5506,13173
11-25-50.090,5525,13234
11-25-50.152,5482,13206
11-25-50.211,5471,13191
11-25-50.277,5533,13190
11-25-50.336,5468,13195
11-25-50.398,5379,13236
11-25-50.461,5338,13237
11-25-50.523,5394,13201
11-25-50.586,5341,13228
11-25-50.648,5328,13241
11-25-50.711,5345,13243
11-25-50.777,5372,13233
11-25-50.836,5426,13212
11-25-50.898,5408,13207
11-25-51.070,5363,13170
11-25-51.090,5372,13164
11-25-51.148,5404,13158
11-25-51.207,5420,13145
11-25-51.289,5373,13155
11-25-51.336,5365,13154
11-25-51.395,5374,13147
11-25-51.473,5215,13278
11-25-51.535,4595,13820
11-25-51.602,4089,14163
11-25-51.648,4038,14163
11-25-51.723,4185,13954
11-25-51.773,4503,13820
11-25-51.832,4890,13544
11-25-51.895,5133,13317
11-25-51.961,5257,13245
11-25-52.070,5405,13148
11-25-52.090,5418,13152
11-25-52.148,5461,13133
11-25-52.207,5472,13121
11-25-52.273,5483,13122
11-25-52.348,5489,13121
11-25-52.410,5480,13123
11-25-52.473,5472,13125
11-25-52.520,5459,13130
11-25-52.602,5439,13139
11-25-52.660,5415,13148
11-25-52.723,5379,13167
11-25-52.770,5363,13178
11-25-52.832,5360,13177
11-25-52.910,5356,13185
11-25-53.066,5347,13185
11-25-53.086,5343,13192
11-25-53.145,5322,13206
11-25-53.207,5286,13215
11-25-53.273,5275,13225
11-25-53.336,5262,13228
11-25-53.398,5237,13245
11-25-53.461,5224,13248
11-25-53.523,5216,13259
11-25-53.586,5206,13264
11-25-53.648,5199,13262
11-25-53.711,5191,13272
11-25-53.777,5188,13275
11-25-53.836,5180,13278
11-25-53.898,5174,13280
11-25-53.965,5183,13280
11-25-54.070,5183,13277
11-25-54.090,5179,13279
11-25-54.152,5183,13277
11-25-54.215,5188,13273
11-25-54.277,5189,13271
11-25-54.340,5197,13270
11-25-54.402,5216,13259
11-25-54.469,5232,13238
11-25-54.527,5304,13196
11-25-54.594,5380,13175
11-25-54.656,5386,13153
11-25-54.715,5377,13164
11-25-54.781,5384,13159
11-25-54.840,5381,13160
11-25-54.902,5371,13162
11-25-54.906,5311,13350
11-25-55.059,5100,13490
11-25-55.094,5190,13389
11-25-55.152,5314,13224
11-25-55.215,5447,13190
11-25-55.281,5347,13232
11-25-55.344,5278,13230
11-25-55.406,5233,13249
11-25-55.473,5214,13275
11-25-55.516,5210,13271
11-25-55.598,5227,13260
11-25-55.656,5227,13258
11-25-55.719,5273,13241
11-25-55.781,5318,13228
11-25-55.844,5327,13233
11-25-55.891,5291,13252
11-25-55.957,5267,13240
11-25-56.063,5148,13257
11-25-56.078,5285,13232
11-25-56.145,5194,13238
11-25-56.207,5190,13233
11-25-56.270,5230,13207
11-25-56.328,5252,13203
11-25-56.391,5250,13200
11-25-56.457,5164,13261
11-25-56.520,5055,13322
11-25-56.578,4916,13430
11-25-56.641,4674,13673
11-25-56.719,4267,13861
11-25-56.781,4168,13987
11-25-56.840,4211,13999
11-25-56.902,4480,13780
11-25-57.059,4815,13494
11-25-57.094,4862,13440
11-25-57.152,4917,13411
11-25-57.215,4955,13397
11-25-57.277,4962,13396
11-25-57.340,4944,13411
11-25-57.398,4906,13435
11-25-57.465,4868,13444
11-25-57.527,4847,13464
11-25-57.590,4835,13474
11-25-57.652,4831,13479
11-25-57.711,4834,13478
11-25-57.777,4835,13479
11-25-57.840,4832,13480
11-25-57.902,4827,13483
11-25-57.965,4823,13486
11-25-58.141,4819,13488
11-25-58.152,4808,13495
11-25-58.215,4799,13503
11-25-58.277,4783,13510
11-25-58.340,4772,13520
11-25-58.398,4758,13531
11-25-58.465,4750,13539
11-25-58.527,4735,13548
11-25-58.594,4746,13546
11-25-58.656,4759,13527
11-25-58.715,4786,13509
11-25-58.766,4834,13474
11-25-58.840,4876,13451
11-25-58.902,4917,13437
11-25-59.059,5040,13379
11-25-59.090,5104,13329
11-25-59.152,5188,13293
11-25-59.211,5219,13253
11-25-59.277,5244,13233
11-25-59.336,5287,13200
11-25-59.508,5363,13170
11-25-59.523,5153,13429
11-25-59.586,4960,13561
11-25-59.648,5031,13559
11-25-59.711,5079,13481
11-25-59.777,5202,13324
11-25-59.840,5235,13277
11-25-59.898,5194,13313
11-25-59.961,5216,13290
11-26-0.055,5198,13314
11-26-0.090,5152,13317
11-26-0.148,5131,13317
11-26-0.211,5125,13317
11-26-0.277,5153,13309
11-26-0.336,5183,13297
11-26-0.398,5223,13279
11-26-0.465,5247,13272
11-26-0.523,5202,13303
11-26-0.590,5206,13294
11-26-0.648,5193,13285
11-26-0.711,5195,13295
11-26-0.871,5169,13283
11-26-0.895,5232,13187
11-26-2.555,5282,13181
11-26-2.570,5302,13168
11-26-2.574,5220,13195
11-26-2.590,4153,14046
11-26-2.605,4979,13366
11-26-2.711,5107,13308
11-26-2.727,5123,13301
11-26-2.742,5085,13323
11-26-2.762,5067,13335
11-26-2.777,5099,13312
11-26-2.836,5116,13308
11-26-2.895,5118,13308
11-26-2.898,5109,13313
11-26-3.051,5097,13320
11-26-3.086,5093,13326
11-26-3.145,5072,13330
11-26-3.207,5060,13338
11-26-3.273,5049,13343
11-26-3.336,5039,13349
11-26-3.395,5031,13351
11-26-3.457,5029,13358
11-26-3.602,5018,13363
11-26-3.645,4997,13376
11-26-3.703,4995,13378
11-26-3.770,4987,13379
11-26-3.832,4995,13373
11-26-3.895,5000,13377
11-26-3.961,4991,13378
11-26-4.051,4990,13377
11-26-4.086,4985,13382
11-26-4.145,4975,13386
11-26-4.207,4970,13385
11-26-4.270,4961,13396
11-26-4.332,4957,13399
11-26-4.395,4957,13398
11-26-4.461,4966,13387
11-26-4.520,5016,13378
11-26-4.586,5094,13336
11-26-4.648,5149,13285
11-26-4.711,5159,13262
11-26-4.773,5236,13215
11-26-4.848,5293,13198
11-26-4.895,5227,13264
11-26-5.086,5178,13259
11-26-5.145,5278,13235
11-26-5.207,5232,13265
11-26-5.273,5178,13272
11-26-5.332,5146,13285
11-26-5.395,5127,13304
11-26-5.457,5170,13293
11-26-5.520,5157,13293
11-26-5.586,5164,13286
11-26-5.645,5193,13268
11-26-5.707,5242,13258
11-26-5.770,5238,13266
11-26-5.832,5245,13263
11-26-5.891,5232,13268
11-26-5.957,5223,13267
11-26-6.047,5270,13244
11-26-6.078,5276,13216
11-26-6.145,5214,13221
11-26-6.203,5219,13217
11-26-6.270,5280,13187
11-26-6.328,5291,13180
11-26-6.391,5238,13210
11-26-6.457,5202,13241
11-26-6.520,4979,13414
11-26-6.586,4690,13590
11-26-6.645,4262,13775
11-26-6.703,4166,14068
11-26-6.770,4231,14066
11-26-6.832,4559,13761
11-26-6.891,4838,13495
11-26-6.895,4940,13414
11-26-7.047,4974,13371
11-26-7.078,5021,13351
11-26-7.145,5029,13346
11-26-7.207,5027,13354
11-26-7.270,5017,13358
11-26-7.332,4996,13377
11-26-7.391,4964,13384
11-26-7.457,4950,13397
11-26-7.520,4927,13409
11-26-7.586,4888,13430
11-26-7.645,4841,13457
11-26-7.707,4803,13486
11-26-7.770,4781,13510
11-26-7.832,4751,13523
11-26-7.891,4753,13509
11-26-7.957,4780,13499
11-26-8.051,4804,13486
11-26-8.078,4823,13481
11-26-8.145,4825,13471
11-26-8.203,4825,13477
11-26-8.270,4803,13482
11-26-8.332,4761,13517
11-26-8.379,4724,13545
11-26-8.441,4690,13578
11-26-8.504,4654,13601
11-26-8.566,4647,13602
11-26-8.633,4678,13575
11-26-8.691,4723,13541
11-26-8.758,4766,13517
11-26-8.820,4797,13500
11-26-8.879,4811,13494
11-26-8.914,4815,13490
11-26-9.055,4819,13487
11-26-9.066,4818,13487
11-26-9.133,4820,13485
11-26-9.191,4828,13472
11-26-9.258,4858,13454
11-26-9.320,4897,13422
11-26-9.383,5007,13359
11-26-9.445,5260,13252
11-26-9.504,5191,13253
11-26-9.566,5219,13248
11-26-9.633,5262,13193
11-26-9.695,5295,13190
11-26-9.758,5264,13242
11-26-9.816,5264,13236
11-26-9.879,5219,13244
11-26-9.941,5272,13242
11-26-10.051,5210,13280
11-26-10.066,5168,13291
11-26-10.129,5094,13332
11-26-10.191,5098,13327
11-26-10.270,5100,13324
11-26-10.328,5052,13352
11-26-10.391,5170,13325
11-26-10.457,5246,13272
11-26-10.504,5253,13272
11-26-10.563,5233,13274
11-26-10.633,5220,13262
11-26-10.691,5230,13268
11-26-10.754,5192,13301
11-26-10.816,5158,13286
11-26-10.879,5080,13287
11-26-11.051,5126,13257
11-26-11.066,5211,13221
11-26-11.129,5249,13181
11-26-11.191,5229,13196
11-26-11.258,5199,13225
11-26-11.316,5145,13257
11-26-11.379,5056,13348
11-26-11.441,4801,13482
11-26-11.504,4644,13604
11-26-11.563,4467,13716
11-26-11.629,4470,13723
11-26-11.691,4741,13550
11-26-11.754,4907,13436
11-26-11.816,5018,13363
11-26-11.875,5081,13323
11-26-11.953,5095,13311
11-26-12.047,5096,13316
11-26-12.063,5081,13327
11-26-12.125,5049,13345
11-26-12.188,5035,13357
11-26-12.246,5039,13354
11-26-12.313,5052,13346
11-26-12.391,5046,13347
11-26-12.453,5044,13350
11-26-12.516,5044,13345
11-26-12.574,5033,13355
11-26-12.641,5014,13367
11-26-12.703,5003,13377
11-26-12.754,4987,13389
11-26-12.813,4989,13388
11-26-12.887,4995,13380
11-26-13.137,5026,13364
11-26-13.141,5030,13363
11-26-13.145,5025,13363
11-26-13.188,5016,13372
11-26-13.246,5006,13378
11-26-13.313,4995,13383
11-26-13.375,4996,13384
11-26-13.438,5008,13382
11-26-13.500,5010,13377
11-26-13.563,5012,13376
11-26-13.625,5022,13370
11-26-13.688,5026,13370
11-26-13.746,5017,13373
11-26-13.813,5011,13376
11-26-13.875,4998,13385
11-26-13.953,4993,13383
11-26-14.063,5021,13376
11-26-14.125,5032,13360
11-26-14.188,5104,13329
11-26-14.246,5160,13301
11-26-14.313,5210,13266
11-26-14.496,5253,13237
11-26-14.512,5277,13229
11-26-14.559,5274,13210
11-26-14.625,5276,13218
11-26-14.688,5132,13266
11-26-14.754,4954,13410
11-26-14.813,4990,13392
11-26-14.875,5023,13365
11-26-14.879,5074,13329
11-26-15.047,5144,13306
11-26-15.063,5088,13339
11-26-15.125,5062,13332
11-26-15.184,5062,13341
11-26-15.246,4999,13372
11-26-15.313,5000,13370
11-26-15.375,4991,13366
11-26-15.441,5024,13376
11-26-15.500,5037,13351
11-26-15.563,5099,13315
11-26-15.629,5141,13307
11-26-15.688,5156,13326
11-26-15.754,5134,13299
11-26-15.816,5032,13329
11-26-15.875,5206,13243
11-26-15.938,5120,13250
11-26-16.063,5148,13236
11-26-16.129,5170,13231
11-26-16.188,5195,13219
11-26-16.246,5190,13246
11-26-16.313,5049,13356
11-26-16.371,4829,13456
11-26-16.434,4711,13522
11-26-16.496,4771,13463
11-26-16.559,4956,13407
11-26-16.625,5058,13345
11-26-16.684,5135,13295
11-26-16.746,5141,13295
11-26-16.809,5140,13290
11-26-16.887,5112,13307
11-26-16.891,5095,13325
11-26-18.543,5071,13335
11-26-18.559,5004,13382
11-26-18.574,4798,13524
11-26-18.594,5018,13364
11-26-18.684,5095,13320
11-26-18.695,5113,13313
11-26-18.699,5124,13310
11-26-18.711,5097,13328
11-26-18.727,5080,13332
11-26-18.742,5009,13370
11-26-18.809,4975,13390
11-26-18.871,4953,13406
11-26-18.875,4934,13422
11-26-19.043,4917,13429
11-26-19.059,4911,13435
11-26-19.121,4902,13439
11-26-19.184,4903,13441
11-26-19.246,4897,13438
11-26-19.309,4914,13430
11-26-19.367,4940,13415
11-26-19.434,4965,13405
11-26-19.496,5011,13381
11-26-19.559,5084,13343
11-26-19.621,5189,13296
11-26-19.684,5245,13236
11-26-19.742,5226,13229
11-26-19.805,5293,13196
11-26-19.867,5317,13224
11-26-19.934,5001,13510
11-26-20.039,5016,13373
11-26-20.055,5119,13288
11-26-20.121,5176,13285
11-26-20.184,5125,13311
11-26-20.242,5040,13319
11-26-20.305,5026,13349
11-26-20.367,5072,13333
11-26-20.434,5020,13353
11-26-20.496,5022,13360
11-26-20.555,5033,13348
11-26-20.621,5082,13322
11-26-20.680,5137,13304
11-26-20.742,5141,13294
11-26-20.809,5115,13308
11-26-20.871,5133,13275
11-26-21.039,4985,13304
11-26-21.055,5062,13298
11-26-21.121,5192,13233
11-26-21.184,5186,13228
11-26-21.316,5227,13226
11-26-21.367,5222,13240
11-26-21.434,5016,13368
11-26-21.496,4852,13441
11-26-21.555,4728,13511
11-26-21.621,4819,13510
11-26-21.680,5078,13358
11-26-21.742,5197,13274
11-26-21.809,5219,13255
11-26-21.863,5205,13264
11-26-21.930,5185,13288
11-26-22.039,5130,13320
11-26-22.055,5067,13363
11-26-22.117,4946,13436
11-26-22.180,4818,13519
11-26-22.238,4783,13534
11-26-22.305,4861,13494
11-26-22.363,4922,13449
11-26-22.430,4963,13417
11-26-22.492,4993,13395
11-26-22.559,5010,13381
11-26-22.617,5010,13385
11-26-22.680,4977,13408
11-26-22.742,4936,13426
11-26-22.809,4959,13406
11-26-22.867,5005,13380
11-26-22.871,5039,13364
11-26-23.039,5033,13368
11-26-23.055,5021,13375
11-26-23.113,5014,13381
11-26-23.176,4998,13388
11-26-23.238,4976,13399
11-26-23.305,4972,13406
11-26-23.363,4975,13406
11-26-23.430,4974,13406
11-26-23.488,4968,13408
11-26-23.551,4968,13412
11-26-23.617,4950,13420
11-26-23.676,4943,13421
11-26-23.738,4932,13427
11-26-23.801,4918,13436
11-26-23.863,4903,13440
11-26-24.031,4892,13451
11-26-24.051,4872,13466
11-26-24.117,4865,13471
11-26-24.180,4877,13469
11-26-24.242,4869,13463
11-26-24.305,4850,13470
11-26-24.367,4907,13450
11-26-24.430,4996,13401
11-26-24.492,5050,13351
11-26-24.555,5122,13325
11-26-24.621,5185,13260
11-26-24.680,5213,13217
11-26-24.742,5210,13219
11-26-24.809,5232,13232
11-26-24.871,4984,13397
11-26-25.059,5075,13329
11-26-25.121,5023,13338
11-26-25.184,4968,13358
11-26-25.246,4904,13410
11-26-25.313,4909,13406
11-26-25.371,4946,13407
11-26-25.438,5014,13365
11-26-25.496,5088,13326
11-26-25.559,5092,13334
11-26-25.625,5071,13329
11-26-25.684,5081,13322
11-26-25.746,5080,13319
11-26-25.813,5036,13334
11-26-25.871,4953,13337
11-26-25.938,5006,13333
11-26-26.059,5020,13326
11-26-26.121,5144,13253
11-26-26.184,5164,13219
11-26-26.246,5204,13216
11-26-26.313,5193,13218
11-26-26.371,5224,13225
11-26-26.438,5075,13318
11-26-26.496,4964,13349
11-26-26.559,4830,13423
11-26-26.625,4814,13462
11-26-26.766,4896,13437
11-26-26.770,4981,13390
11-26-26.809,5022,13360
11-26-26.871,5043,13342
11-26-26.875,5048,13347
11-26-27.023,5004,13386
11-26-27.055,4912,13443
11-26-27.121,4781,13533
11-26-27.180,4651,13615
11-26-27.242,4460,13739
11-26-27.305,4478,13757
11-26-27.367,4617,13653
11-26-27.434,4753,13555
11-26-27.492,4832,13494
11-26-27.551,4860,13459
11-26-27.617,4874,13454
11-26-27.680,4862,13466
11-26-27.738,4831,13485
11-26-27.805,4813,13494
11-26-27.863,4810,13493
11-26-27.930,4821,13490
11-26-28.031,4839,13480
11-26-28.051,4855,13473
11-26-28.117,4863,13466
11-26-28.180,4877,13457
11-26-28.238,4875,13457
11-26-28.305,4878,13453
11-26-28.363,4862,13461
11-26-28.426,4837,13477
11-26-28.488,4823,13483
11-26-28.551,4827,13480
11-26-28.617,4842,13474
11-26-28.676,4855,13469
11-26-28.738,4855,13465
11-26-28.801,4836,13475
11-26-28.863,4810,13487
11-26-29.031,4780,13513
11-26-29.047,4772,13517
11-26-29.113,4775,13513
11-26-29.176,4787,13502
11-26-29.238,4801,13500
11-26-29.301,4801,13489
11-26-29.367,4815,13491
11-26-29.426,4951,13406
11-26-29.488,5078,13329
11-26-29.551,5092,13291
11-26-29.613,5149,13265
11-26-29.672,5154,13264
11-26-29.734,5135,13309
11-26-29.801,4921,13401
11-26-29.863,4941,13379
11-26-29.926,4910,13386
11-26-30.035,4995,13336
11-26-30.047,5003,13340
11-26-30.113,4928,13382
11-26-30.176,4883,13396
11-26-30.234,4866,13420
11-26-30.301,4894,13408
11-26-30.363,4932,13395
11-26-30.426,4953,13380
11-26-30.488,4958,13370
11-26-30.551,4975,13354
11-26-30.613,5014,13324
11-26-30.672,5040,13323
11-26-30.738,5073,13305
11-26-30.801,5101,13289
11-26-30.859,5079,13291
11-26-31.031,5012,13290
11-26-31.047,5184,13229
11-26-31.113,5216,13194
11-26-31.176,5246,13202
11-26-31.234,5155,13252
11-26-31.301,4961,13375
11-26-31.363,4730,13655
11-26-31.426,4276,13937
11-26-31.488,4213,13956
11-26-31.547,4670,13623
11-26-31.613,4918,13436
11-26-31.676,5029,13355
11-26-31.734,5067,13335
11-26-31.801,5094,13325
11-26-31.863,5081,13344
11-26-31.930,5063,13354
11-26-32.051,5006,13388
11-26-32.215,4916,13451
11-26-32.238,4758,13537
11-26-32.305,4768,13535
11-26-32.363,4835,13495
11-26-32.430,4883,13459
11-26-32.488,4919,13431
11-26-32.551,4924,13426
11-26-32.617,4904,13439
11-26-32.676,4868,13462
11-26-32.738,4845,13475
11-26-32.801,4845,13472
11-26-32.863,4866,13458
11-26-34.535,4898,13440
11-26-34.551,4841,13475
11-26-34.566,4784,13517
11-26-34.680,4816,13495
11-26-34.695,4974,13375
11-26-34.711,5182,13246
11-26-34.727,5086,13313
11-26-34.789,5120,13303
11-26-34.867,5083,13328
11-26-35.023,4934,13396
11-26-35.039,4943,13393
11-26-35.102,5010,13380
11-26-35.164,5056,13371
11-26-35.227,5066,13324
11-26-35.289,5067,13323
11-26-35.352,5033,13346
11-26-35.414,5001,13371
11-26-35.477,5009,13378
11-26-35.539,5097,13293
11-26-35.605,5076,13321
11-26-35.668,4984,13336
11-26-35.727,5048,13310
11-26-35.793,5068,13288
11-26-35.855,5107,13258
11-26-35.914,5133,13233
11-26-36.027,5181,13216
11-26-36.043,5205,13205
11-26-36.109,5223,13211
11-26-36.168,5104,13317
11-26-36.305,4958,13406
11-26-36.355,4766,13523
11-26-36.422,4792,13528
11-26-36.480,4864,13475
11-26-36.543,4885,13459
11-26-36.609,4869,13464
11-26-36.672,4814,13502
11-26-36.730,4738,13565
11-26-36.797,4699,13633
11-26-36.859,4654,13622
11-26-36.863,4762,13538
11-26-37.016,4848,13482
11-26-37.047,4879,13472
11-26-37.113,4852,13480
11-26-37.172,4850,13483
11-26-37.234,4865,13470
11-26-37.297,4830,13480
11-26-37.359,4768,13518
11-26-37.426,4717,13556
11-26-37.484,4705,13560
11-26-37.555,4727,13549
11-26-37.613,4759,13533
11-26-37.676,4780,13515
11-26-37.734,4807,13502
11-26-37.801,4812,13505
11-26-37.863,4798,13507
11-26-37.926,4767,13519
11-26-38.035,4711,13560
11-26-38.223,4701,13565
11-26-38.227,4713,13565
11-26-38.285,4742,13539
11-26-38.359,4754,13533
11-26-38.426,4769,13530
11-26-38.488,4759,13532
11-26-38.547,4744,13538
11-26-38.609,4721,13550
11-26-38.672,4709,13559
11-26-38.734,4707,13562
11-26-38.801,4717,13558
11-26-38.863,4718,13556
11-26-38.895,4720,13553
11-26-39.027,4716,13560
11-26-39.047,4710,13564
11-26-39.098,4692,13581
11-26-39.176,4664,13606
11-26-39.234,4606,13655
11-26-39.297,4576,13658
11-26-39.359,4657,13595
11-26-39.426,4789,13510
11-26-39.473,5005,13373
11-26-39.547,5115,13292
11-26-39.613,5122,13274
11-26-39.672,5167,13249
11-26-39.734,5167,13258
11-26-39.797,5045,13333
11-26-39.859,5011,13327
11-26-39.926,5002,13342
11-26-40.016,5068,13319
11-26-40.031,5038,13325
11-26-40.113,5025,13339
11-26-40.172,4983,13356
11-26-40.234,4932,13379
11-26-40.297,4964,13371
11-26-40.359,4946,13376
11-26-40.422,4987,13360
11-26-40.484,5035,13339
11-26-40.547,5070,13321
11-26-40.613,5094,13309
11-26-40.672,5105,13317
11-26-40.734,5056,13317
11-26-40.797,5084,13326
11-26-40.859,5113,13273
11-26-40.863,5104,13270
11-26-41.031,5105,13241
11-26-41.098,5188,13206
11-26-41.156,5189,13200
11-26-41.234,5187,13237
11-26-41.297,5035,13343
11-26-41.344,4819,13501
11-26-41.426,4342,13675
11-26-41.473,4212,14000
11-26-41.531,4231,14041
11-26-41.598,4386,13928
11-26-41.656,4701,13611
11-26-41.719,4839,13476
11-26-41.785,4861,13441
11-26-41.848,4850,13469
11-26-41.906,4761,13548
11-26-42.031,4267,14009
11-26-42.098,4219,14035
11-26-42.160,4327,13964
11-26-42.223,4527,13782
11-26-42.285,4620,13673
11-26-42.348,4554,13713
11-26-42.410,4473,13798
11-26-42.477,4457,13825
11-26-42.535,4459,13816
11-26-42.602,4431,13846
11-26-42.664,4370,13888
11-26-42.723,4363,13882
11-26-42.789,4399,13859
11-26-42.848,4423,13851
11-26-42.852,4429,13852
11-26-43.129,4439,13844
11-26-43.133,4419,13853
11-26-43.137,4392,13881
11-26-43.160,4362,13910
11-26-43.223,4340,13917
11-26-43.289,4332,13927
11-26-43.352,4341,13911
11-26-43.410,4357,13910
