Time,I,Q
11-42-29.730,6130,12937
11-42-29.797,6106,12961
11-42-29.859,6109,12965
11-42-29.863,6141,12899
11-42-30.031,6194,12873
11-42-30.047,6233,12850
11-42-30.113,6233,12818
11-42-30.176,6162,12854
11-42-30.234,6197,12809
11-42-30.301,6172,12809
11-42-30.359,6227,12791
11-42-30.426,6255,12782
11-42-30.488,6163,12795
11-42-30.547,6186,12801
11-42-30.609,6103,12826
11-42-30.672,6100,12847
11-42-30.734,6101,12861
11-42-30.797,6103,12838
11-42-30.859,6109,12824
11-42-30.926,6129,12852
11-42-31.016,6110,12868
11-42-31.047,6110,12872
11-42-31.113,6097,12858
11-42-31.176,6092,12855
11-42-31.234,6089,12852
11-42-31.297,6119,12816
11-42-31.359,6123,12773
11-42-31.426,6156,12747
11-42-31.488,6245,12711
11-42-31.547,6309,12682
11-42-31.613,6349,12664
11-42-31.676,6353,12666
11-42-31.734,6354,12666
11-42-31.801,6315,12697
11-42-31.863,6360,12689
11-42-33.520,6271,12749
11-42-33.535,6269,12752
11-42-33.539,6255,12775
11-42-33.551,6403,12732
11-42-33.566,6084,12965
11-42-33.664,6263,12814
11-42-33.676,6340,12768
11-42-33.691,6354,12810
11-42-33.707,6331,12836
11-42-33.723,6332,12823
11-42-33.789,6299,12863
11-42-33.863,6284,12869
11-42-33.867,6282,12864
11-42-34.039,6278,12832
11-42-34.102,6251,12857
11-42-34.164,6235,12884
11-42-34.223,6258,12844
11-42-34.289,6219,12861
11-42-34.352,6170,12896
11-42-34.414,6132,12920
11-42-34.484,6088,12947
11-42-34.539,6065,12960
11-42-34.602,6047,12977
11-42-34.664,6020,13002
11-42-34.727,6006,13017
11-42-34.789,6011,13013
11-42-34.848,6003,13011
11-42-34.910,6008,12998
11-42-35.023,6003,13005
11-42-35.039,5992,13006
11-42-35.102,5984,13024
11-42-35.164,6010,13002
11-42-35.223,6017,12985
11-42-35.289,5976,13010
11-42-35.352,5959,13034
11-42-35.410,6019,13027
11-42-35.477,6144,12949
11-42-35.535,6176,12840
11-42-35.602,6161,12824
11-42-35.664,6158,12808
11-42-35.727,6150,12811
11-42-35.789,6124,12814
11-42-35.848,6062,12875
11-42-35.852,5913,12940
11-42-36.023,5826,12950
11-42-36.039,5854,12916
11-42-36.105,5955,12897
11-42-36.164,5998,12865
11-42-36.227,5976,12885
11-42-36.289,5973,12892
11-42-36.352,5996,12891
11-42-36.414,5959,12908
11-42-36.480,5941,12901
11-42-36.539,5959,12893
11-42-36.605,5917,12930
11-42-36.668,5991,12883
11-42-36.727,6028,12862
11-42-36.793,6068,12859
11-42-36.855,6206,12785
11-42-36.922,6258,12750
11-42-37.016,6362,12699
11-42-37.043,6357,12692
11-42-37.105,6373,12691
11-42-37.168,6382,12684
11-42-37.230,6348,12711
11-42-37.297,6332,12722
11-42-37.359,6386,12674
11-42-37.422,6268,12713
11-42-37.480,6098,12797
11-42-37.543,5959,12935
11-42-37.609,6081,12943
11-42-37.668,6268,12810
11-42-37.730,6321,12748
11-42-37.793,6383,12731
11-42-37.855,6398,12731
11-42-38.012,6404,12733
11-42-38.039,6395,12733
11-42-38.105,6404,12724
11-42-38.168,6406,12728
11-42-38.230,6406,12720
11-42-38.293,6405,12717
11-42-38.355,6410,12734
11-42-38.422,6416,12732
11-42-38.480,6416,12734
11-42-38.543,6409,12741
11-42-38.609,6416,12747
11-42-38.672,6404,12757
11-42-38.730,6399,12754
11-42-38.797,6397,12754
11-42-38.859,6400,12757
11-42-38.902,6402,12745
11-42-39.016,6397,12758
11-42-39.047,6400,12754
11-42-39.109,6393,12739
11-42-39.172,6391,12756
11-42-39.230,6390,12769
11-42-39.297,6382,12764
11-42-39.359,6374,12779
11-42-39.406,6377,12777
11-42-39.469,6376,12770
11-42-39.531,6367,12772
11-42-39.594,6363,12787
11-42-39.656,6353,12786
11-42-39.730,6344,12781
11-42-39.793,6346,12804
11-42-39.855,6345,12804
11-42-39.859,6333,12823
11-42-40.063,6342,12793
11-42-40.105,6364,12791
11-42-40.168,6371,12773
11-42-40.230,6355,12786
11-42-40.293,6254,12807
11-42-40.355,6240,12818
11-42-40.414,6219,12814
11-42-40.480,6221,12800
11-42-40.543,6173,12801
11-42-40.609,6193,12787
11-42-40.668,6246,12772
11-42-40.730,6164,12802
11-42-40.781,6116,12810
11-42-40.840,6084,12856
11-42-40.902,6059,12855
11-42-41.016,6029,12899
11-42-41.031,6091,12899
11-42-41.094,6126,12867
11-42-41.156,6107,12879
11-42-41.219,6088,12881
11-42-41.281,6075,12882
11-42-41.426,6048,12865
11-42-41.434,6020,12871
11-42-41.469,6050,12825
11-42-41.531,6171,12785
11-42-41.594,6189,12743
11-42-41.656,6283,12710
11-42-41.715,6335,12698
11-42-41.781,6348,12675
11-42-41.855,6334,12673
11-42-41.863,6310,12691
11-42-42.012,6339,12671
11-42-42.027,6316,12747
11-42-42.094,6310,12724
11-42-42.168,6383,12691
11-42-42.230,6273,12777
11-42-42.297,6218,12807
11-42-42.340,6267,12787
11-42-42.402,6388,12735
11-42-42.465,6419,12709
11-42-42.527,6425,12707
11-42-42.605,6434,12708
11-42-42.660,6453,12703
11-42-42.715,6443,12704
11-42-42.777,6454,12711
11-42-42.840,6424,12729
11-42-42.914,6364,12782
11-42-43.027,6275,12826
11-42-43.090,6325,12815
11-42-43.152,6358,12793
11-42-43.215,6390,12773
11-42-43.293,6411,12765
11-42-43.352,6408,12780
11-42-43.414,6397,12776
11-42-43.480,6376,12806
11-42-43.539,6383,12796
11-42-43.602,6382,12786
11-42-43.664,6363,12812
11-42-43.727,6364,12805
11-42-43.793,6341,12817
11-42-43.852,6342,12814
11-42-43.855,6331,12833
11-42-44.031,6333,12829
11-42-44.035,6340,12830
11-42-44.105,6318,12864
11-42-44.164,6311,12876
11-42-44.215,6330,12837
11-42-44.293,6339,12836
11-42-44.352,6348,12827
11-42-44.414,6319,12858
11-42-44.480,6298,12868
11-42-44.539,6300,12857
11-42-44.605,6292,12869
11-42-44.664,6288,12864
11-42-44.711,6276,12881
11-42-44.777,6268,12885
11-42-44.840,6261,12882
11-42-44.914,6253,12892
11-42-45.008,6254,12886
11-42-45.039,6288,12830
11-42-45.102,6412,12713
11-42-45.164,6419,12698
11-42-45.223,6372,12697
11-42-45.289,6354,12708
11-42-45.352,6321,12693
11-42-45.414,6310,12698
11-42-45.477,6302,12706
11-42-45.535,6248,12740
11-42-45.602,6208,12753
11-42-45.664,6186,12736
11-42-45.723,6095,12800
11-42-45.785,6180,12773
11-42-45.848,6133,12816
11-42-45.852,6053,12838
11-42-46.004,6156,12822
11-42-46.031,6098,12822
11-42-46.098,6025,12837
11-42-46.160,6125,12813
11-42-46.223,5993,12841
11-42-46.289,6000,12837
11-42-46.348,6056,12792
11-42-46.410,6225,12705
11-42-46.477,6256,12688
11-42-46.535,6305,12668
11-42-46.602,6365,12632
11-42-46.664,6488,12587
11-42-46.723,6490,12581
11-42-46.867,6464,12601
11-42-46.871,6489,12589
11-42-46.910,6418,12644
11-42-47.035,6501,12605
11-42-47.102,6495,12619
11-42-47.160,6447,12666
11-42-47.223,6454,12650
11-42-47.289,6495,12672
11-42-47.352,6495,12672
11-42-47.414,6489,12671
11-42-47.586,6459,12709
11-42-47.590,6452,12710
11-42-47.602,6432,12708
11-42-47.648,6358,12731
11-42-47.727,6294,12804
11-42-47.789,6208,12873
11-42-47.852,6135,12919
11-42-49.508,6254,12827
11-42-49.520,6334,12797
11-42-49.523,6316,12828
11-42-49.535,6237,12937
11-42-49.551,6204,12957
11-42-49.664,6172,12988
11-42-49.676,6142,13024
11-42-49.691,6148,13016
11-42-49.707,6138,13029
11-42-49.719,6119,13048
11-42-49.785,6115,13052
11-42-49.848,6114,13053
11-42-49.852,6121,13040
11-42-50.004,6150,13016
11-42-50.031,6159,12996
11-42-50.098,6169,12995
11-42-50.160,6156,13004
11-42-50.223,6160,13005
11-42-50.285,6155,13006
11-42-50.344,6182,12992
11-42-50.406,6263,12911
11-42-50.473,6227,12908
11-42-50.531,6218,12969
11-42-50.594,6247,12967
11-42-50.656,6246,12975
11-42-50.719,6270,12960
11-42-50.781,6258,12964
11-42-50.953,6268,12954
11-42-51.000,6258,12944
11-42-51.031,6268,12944
11-42-51.098,6272,12932
11-42-51.160,6273,12954
11-42-51.223,6280,12948
11-42-51.285,6281,12948
11-42-51.348,6274,12949
11-42-51.395,6282,12956
11-42-51.457,6255,12965
11-42-51.535,6246,12977
11-42-51.598,6259,12967
11-42-51.645,6256,12970
11-42-51.719,6275,12949
11-42-51.770,6288,12940
11-42-51.848,6300,12911
11-42-51.852,6300,12880
11-42-52.008,6297,12876
11-42-52.023,6310,12874
11-42-52.086,6308,12873
11-42-52.145,6309,12830
11-42-52.207,6320,12832
11-42-52.273,6299,12847
11-42-52.336,6293,12849
11-42-52.395,6308,12830
11-42-52.457,6305,12825
11-42-52.520,6302,12813
11-42-52.586,6301,12840
11-42-52.645,6301,12845
11-42-52.703,6305,12844
11-42-52.785,6329,12837
11-42-52.832,6345,12820
11-42-52.906,6368,12798
11-42-53.000,6382,12793
11-42-53.031,6406,12768
11-42-53.078,6398,12777
11-42-53.145,6393,12775
11-42-53.207,6364,12799
11-42-53.270,6376,12781
11-42-53.332,6386,12767
11-42-53.395,6382,12783
11-42-53.457,6354,12801
11-42-53.520,6385,12788
11-42-53.578,6374,12759
11-42-53.645,6473,12690
11-42-53.707,6485,12682
11-42-53.770,6482,12682
11-42-53.848,6509,12653
11-42-54.000,6454,12702
11-42-54.016,6479,12695
11-42-54.078,6492,12660
11-42-54.145,6510,12644
11-42-54.203,6497,12661
11-42-54.270,6478,12684
11-42-54.344,6460,12691
11-42-54.406,6467,12671
11-42-54.457,6470,12673
11-42-54.520,6452,12691
11-42-54.578,6457,12684
11-42-54.641,6467,12685
11-42-54.703,6473,12672
11-42-54.785,6488,12653
11-42-54.844,6487,12674
11-42-54.902,6487,12664
11-42-55.047,6498,12652
11-42-55.098,6493,12667
11-42-55.141,6479,12663
11-42-55.219,6478,12653
11-42-55.270,6498,12649
11-42-55.328,6504,12623
11-42-55.391,6494,12606
11-42-55.469,6453,12606
11-42-55.531,6446,12600
11-42-55.574,6484,12574
11-42-55.641,6522,12555
11-42-55.703,6560,12538
11-42-55.770,6550,12537
11-42-55.848,6540,12552
11-42-56.000,6523,12577
11-42-56.016,6501,12590
11-42-56.078,6470,12605
