Time,I,Q
11-17-47.824,4345,13661
11-17-47.887,4292,13693
11-17-47.953,4271,13705
11-17-48.012,4267,13715
11-17-48.074,4246,13735
11-17-48.137,4283,13712
11-17-48.199,4325,13705
11-17-48.266,4399,13653
11-17-48.324,4529,13594
11-17-48.387,4608,13588
11-17-48.480,4704,13541
11-17-48.512,4754,13482
11-17-48.574,4761,13477
11-17-48.762,4760,13487
11-17-48.766,4775,13490
11-17-48.828,4719,13534
11-17-48.887,4714,13527
11-17-48.953,4713,13529
11-17-49.016,4717,13527
11-17-49.074,4736,13521
11-17-49.141,4743,13508
11-17-49.199,4687,13522
11-17-49.266,4724,13507
11-17-49.328,4693,13501
11-17-49.484,4623,13574
11-17-49.512,4495,13617
11-17-49.574,4425,13665
11-17-49.641,4405,13657
11-17-49.703,4379,13662
11-17-49.770,4364,13659
11-17-49.828,4324,13675
11-17-49.887,4290,13694
11-17-49.953,4258,13701
11-17-50.137,4263,13708
11-17-50.141,4223,13722
11-17-50.203,4275,13727
11-17-50.270,4349,13691
11-17-50.328,4471,13619
11-17-50.391,4552,13583
11-17-50.488,4650,13551
11-17-50.520,4698,13523
11-17-50.578,4703,13521
11-17-50.645,4718,13506
11-17-50.703,4707,13525
11-17-50.754,4690,13540
11-17-50.832,4672,13561
11-17-50.879,4689,13545
11-17-50.945,4619,13581
11-17-51.004,4640,13573
11-17-51.066,4687,13553
11-17-51.133,4705,13538
11-17-51.191,4725,13518
11-17-51.258,4704,13527
11-17-51.320,4697,13521
11-17-51.371,4660,13515
11-17-51.488,4593,13582
11-17-51.504,4489,13611
11-17-51.566,4453,13647
11-17-51.633,4397,13671
11-17-51.691,4408,13669
11-17-51.754,4370,13637
11-17-51.816,4350,13645
11-17-51.879,4331,13660
11-17-51.945,4269,13680
11-17-52.004,4217,13705
11-17-52.063,4200,13722
11-17-52.129,4202,13742
11-17-52.191,4282,13720
11-17-52.254,4324,13687
11-17-52.316,4396,13656
11-17-52.379,4466,13603
11-17-52.488,4573,13568
11-17-52.504,4617,13560
11-17-52.566,4684,13519
11-17-52.633,4667,13531
11-17-52.695,4674,13509
11-17-52.762,4672,13523
11-17-52.824,4666,13535
11-17-52.883,4648,13558
11-17-52.949,4650,13556
11-17-53.008,4652,13542
11-17-53.070,4660,13540
11-17-53.137,4689,13536
11-17-53.199,4693,13535
11-17-53.262,4662,13546
11-17-53.324,4679,13530
11-17-53.480,4606,13548
11-17-53.512,4584,13555
11-17-53.574,4488,13611
11-17-53.637,4406,13646
11-17-53.695,4406,13653
11-17-53.762,4346,13677
11-17-53.824,4330,13690
11-17-53.883,4326,13703
11-17-53.949,4237,13732
11-17-54.012,4203,13729
11-17-54.070,4199,13734
11-17-54.137,4182,13758
11-17-54.199,4257,13752
11-17-54.266,4325,13711
11-17-54.328,4439,13652
11-17-54.387,4569,13586
11-17-54.484,4644,13549
11-17-54.516,4696,13513
11-17-54.574,4692,13527
11-17-54.641,4688,13525
11-17-54.703,4712,13537
11-17-54.754,4683,13546
11-17-54.828,4671,13555
11-17-54.875,4673,13553
11-17-54.953,4660,13550
11-17-55.000,4693,13552
11-17-55.063,4736,13528
11-17-55.141,4724,13517
11-17-55.203,4691,13523
11-17-55.246,4702,13516
11-17-55.328,4651,13562
11-17-55.594,4478,13632
11-17-55.625,4377,13665
11-17-55.688,4328,13674
11-17-55.754,4283,13697
11-17-55.813,4275,13712
11-17-55.887,4232,13729
11-17-55.953,4203,13749
11-17-56.012,4245,13719
11-17-56.074,4279,13712
11-17-56.141,4367,13672
11-17-56.199,4517,13635
11-17-56.266,4611,13589
11-17-56.328,4692,13549
11-17-56.387,4683,13533
11-17-56.484,4716,13524
11-17-56.496,4704,13530
11-17-56.574,4707,13549
11-17-56.641,4667,13577
11-17-56.688,4631,13592
11-17-56.754,4623,13619
11-17-56.813,4579,13620
11-17-56.961,4625,13590
11-17-57.012,4684,13560
11-17-57.074,4630,13567
11-17-57.137,4638,13581
11-17-57.199,4632,13579
11-17-57.246,4612,13580
11-17-57.324,4546,13620
11-17-57.328,4502,13650
11-17-57.512,4349,13709
11-17-57.574,4306,13715
11-17-57.637,4324,13710
11-17-57.699,4337,13700
11-17-57.766,4350,13706
11-17-57.824,4325,13702
11-17-57.871,4328,13705
11-17-57.953,4340,13692
11-17-57.996,4352,13693
11-17-58.074,4371,13676
11-17-58.137,4406,13662
11-17-58.309,4476,13625
11-17-58.324,4641,13582
11-17-58.371,4690,13539
11-17-58.480,4691,13545
11-17-58.512,4731,13535
11-17-58.570,4705,13550
11-17-58.637,4663,13574
11-17-58.695,4632,13558
11-17-58.762,4581,13643
11-17-58.824,4579,13622
11-17-58.887,4638,13587
11-17-58.949,4636,13588
11-17-59.012,4679,13570
11-17-59.070,4652,13574
11-17-59.121,4679,13554
11-17-59.199,4633,13548
11-17-59.262,4608,13586
11-17-59.324,4489,13621
11-17-59.496,4332,13704
11-17-59.570,4318,13692
11-17-59.621,4304,13701
11-17-59.695,4280,13728
11-17-59.762,4263,13732
11-17-59.820,4251,13733
11-17-59.883,4224,13738
11-17-59.945,4234,13730
11-18-0.008,4245,13734
11-18-0.070,4308,13710
11-18-0.133,4351,13682
11-18-0.191,4475,13637
11-18-0.258,4509,13628
11-18-0.320,4624,13566
11-18-0.379,4680,13560
11-18-0.473,4686,13547
11-18-0.504,4701,13553
11-18-0.566,4705,13561
11-18-0.633,4675,13578
11-18-0.695,4661,13586
11-18-0.758,4659,13578
11-18-0.816,4665,13566
11-18-0.879,4650,13578
11-18-1.039,4672,13572
11-18-1.043,4685,13554
11-18-1.066,4665,13549
11-18-1.129,4691,13531
11-18-1.191,4613,13541
11-18-1.258,4570,13593
11-18-1.320,4433,13643
11-18-2.980,4369,13693
11-18-2.996,4292,13715
11-18-3.000,4253,13740
11-18-3.012,4226,13758
11-18-3.027,4549,13603
11-18-3.121,4579,13577
11-18-3.125,4659,13532
11-18-3.137,4698,13521
11-18-3.152,4682,13557
11-18-3.168,4679,13553
11-18-3.184,4703,13514
11-18-3.242,4639,13556
11-18-3.320,4621,13554
11-18-3.477,4392,13660
11-18-3.492,4387,13683
11-18-3.566,4340,13680
11-18-3.633,4299,13686
11-18-3.695,4274,13726
11-18-3.758,4237,13744
11-18-3.820,4191,13752
11-18-3.883,4152,13788
11-18-3.945,4175,13786
11-18-4.008,4176,13744
11-18-4.066,4236,13748
11-18-4.129,4347,13721
11-18-4.191,4448,13667
11-18-4.258,4544,13607
11-18-4.320,4617,13576
11-18-4.379,4629,13535
11-18-4.477,4647,13554
11-18-4.504,4668,13549
11-18-4.566,4678,13555
11-18-4.629,4656,13589
11-18-4.688,4613,13614
11-18-4.754,4610,13611
11-18-4.816,4660,13592
11-18-4.875,4605,13604
11-18-4.941,4601,13614
11-18-5.133,4619,13602
11-18-5.191,4658,13561
11-18-5.254,4626,13563
11-18-5.313,4576,13579
11-18-5.320,4558,13610
11-18-5.473,4449,13640
11-18-5.504,4387,13667
11-18-5.563,4368,13691
11-18-5.625,4332,13692
11-18-5.688,4311,13686
11-18-5.754,4275,13710
11-18-5.813,4264,13721
11-18-5.871,4233,13730
11-18-5.938,4217,13735
11-18-6.000,4208,13740
11-18-6.059,4176,13762
11-18-6.125,4246,13744
11-18-6.184,4317,13728
11-18-6.246,4442,13691
11-18-6.313,4541,13628
11-18-6.496,4569,13606
11-18-6.559,4687,13535
11-18-6.625,4723,13527
11-18-6.688,4701,13564
11-18-6.746,4675,13575
11-18-6.813,4745,13557
11-18-6.871,4607,13614
11-18-6.938,4598,13621
11-18-6.996,4651,13580
11-18-7.059,4667,13577
11-18-7.121,4672,13558
11-18-7.184,4722,13541
11-18-7.246,4705,13525
11-18-7.309,4668,13550
11-18-7.313,4623,13576
11-18-7.477,4507,13641
11-18-7.492,4420,13680
11-18-7.555,4367,13681
11-18-7.617,4373,13688
11-18-7.680,4347,13688
11-18-7.855,4336,13692
11-18-7.859,4323,13702
11-18-7.883,4267,13717
11-18-7.934,4269,13725
11-18-7.992,4237,13737
11-18-8.055,4219,13749
11-18-8.121,4229,13733
11-18-8.180,4290,13722
11-18-8.242,4363,13690
11-18-8.309,4482,13663
11-18-8.371,4570,13598
11-18-8.465,4622,13582
11-18-8.496,4712,13535
11-18-8.559,4697,13530
11-18-8.621,4714,13518
11-18-8.680,4716,13524
11-18-8.742,4715,13545
11-18-8.809,4694,13565
11-18-8.871,4665,13576
11-18-8.934,4670,13573
11-18-8.996,4671,13572
11-18-9.055,4670,13573
11-18-9.121,4679,13566
11-18-9.184,4706,13541
11-18-9.242,4700,13537
11-18-9.309,4736,13510
11-18-9.492,4618,13583
11-18-9.555,4533,13627
11-18-9.617,4463,13663
11-18-9.680,4374,13680
11-18-9.742,4366,13682
11-18-9.805,4328,13708
11-18-9.863,4314,13694
11-18-9.930,4349,13712
11-18-9.992,4370,13684
11-18-10.051,4363,13685
11-18-10.117,4344,13688
11-18-10.176,4341,13695
11-18-10.238,4324,13700
11-18-10.305,4452,13647
11-18-10.367,4494,13639
11-18-10.469,4467,13661
11-18-10.492,4607,13596
11-18-10.551,4685,13543
11-18-10.617,4714,13527
11-18-10.676,4766,13505
11-18-10.734,4785,13485
11-18-10.801,4792,13499
11-18-10.863,4728,13539
11-18-10.926,4659,13573
11-18-10.988,4638,13616
11-18-11.047,4554,13655
11-18-11.113,4547,13658
11-18-11.176,4587,13628
11-18-11.234,4655,13576
11-18-11.313,4668,13570
11-18-11.320,4665,13549
11-18-11.469,4613,13547
11-18-11.496,4614,13581
11-18-11.559,4597,13598
11-18-11.625,4472,13649
11-18-11.684,4401,13683
11-18-11.746,4368,13708
11-18-11.809,4359,13704
11-18-11.871,4287,13725
11-18-11.934,4267,13722
11-18-11.996,4267,13739
11-18-12.059,4285,13719
11-18-12.125,4288,13716
11-18-12.184,4300,13709
11-18-12.246,4302,13708
11-18-12.309,4383,13672
11-18-12.371,4424,13642
11-18-12.465,4510,13629
11-18-12.496,4564,13590
11-18-12.559,4667,13557
11-18-12.621,4677,13552
11-18-12.680,4703,13530
11-18-12.742,4736,13511
11-18-12.809,4707,13531
11-18-12.871,4665,13557
11-18-12.934,4634,13588
11-18-12.996,4593,13598
11-18-13.055,4599,13602
11-18-13.121,4598,13603
11-18-13.305,4643,13581
11-18-13.465,4673,13528
11-18-13.496,4637,13569
11-18-13.555,4494,13608
11-18-13.617,4462,13656
11-18-13.680,4356,13700
11-18-13.742,4288,13740
11-18-13.809,4339,13713
11-18-13.871,4340,13713
11-18-13.938,4333,13708
11-18-13.996,4302,13708
11-18-14.059,4285,13716
11-18-14.121,4248,13716
11-18-14.184,4251,13716
11-18-14.242,4218,13749
11-18-14.309,4257,13734
11-18-14.367,4262,13723
11-18-14.465,4413,13673
11-18-14.496,4510,13611
11-18-14.555,4651,13570
11-18-14.621,4696,13548
11-18-14.680,4736,13532
11-18-14.742,4756,13509
11-18-14.805,4653,13543
11-18-14.863,4670,13548
11-18-14.930,4573,13596
11-18-14.992,4552,13646
11-18-15.051,4550,13637
11-18-15.117,4570,13622
11-18-15.180,4570,13614
11-18-15.238,4611,13588
11-18-15.305,4663,13548
11-18-15.313,4602,13564
11-18-15.461,4586,13569
11-18-15.492,4459,13616
11-18-15.551,4390,13645
11-18-15.617,4352,13686
11-18-15.680,4343,13680
11-18-15.738,4312,13677
11-18-15.805,4267,13713
11-18-15.863,4248,13746
11-18-16.035,4185,13762
11-18-16.055,4176,13755
11-18-16.117,4178,13765
11-18-16.176,4181,13748
11-18-16.238,4220,13764
11-18-16.301,4291,13745
11-18-16.363,4422,13687
11-18-16.473,4554,13602
11-18-16.488,4561,13586
11-18-16.551,4597,13568
11-18-16.617,4595,13556
11-18-16.676,4640,13549
11-18-16.734,4622,13575
11-18-16.801,4599,13584
11-18-16.863,4571,13589
11-18-16.930,4571,13584
11-18-16.992,4563,13593
11-18-17.051,4542,13622
11-18-17.117,4549,13629
11-18-17.176,4587,13602
11-18-17.238,4586,13600
11-18-17.395,4602,13585
11-18-18.957,4584,13595
11-18-18.973,4543,13613
11-18-18.984,4273,13735
11-18-19.000,4231,13717
11-18-19.113,4182,13750
11-18-19.129,4596,13604
11-18-19.133,4630,13588
11-18-19.145,4611,13585
11-18-19.176,4558,13616
11-18-19.234,4594,13607
11-18-19.297,4645,13572
11-18-19.469,4574,13586
11-18-19.484,4548,13611
11-18-19.547,4428,13689
11-18-19.609,4350,13703
11-18-19.672,4240,13748
11-18-19.734,4232,13776
11-18-19.797,4274,13742
11-18-19.859,4272,13726
11-18-19.922,4269,13740
11-18-19.984,4281,13724
11-18-20.047,4274,13724
11-18-20.109,4239,13729
11-18-20.172,4261,13727
11-18-20.230,4338,13687
11-18-20.297,4371,13671
11-18-20.355,4436,13656
11-18-20.480,4605,13588
11-18-20.543,4668,13570
11-18-20.609,4662,13562
11-18-20.668,4706,13527
11-18-20.730,4704,13516
11-18-20.793,4674,13530
11-18-20.855,4630,13540
11-18-20.922,4588,13578
11-18-20.980,4554,13595
11-18-21.039,4551,13613
11-18-21.105,4550,13627
11-18-21.168,4607,13606
11-18-21.227,4572,13619
11-18-21.293,4550,13607
11-18-21.465,4424,13662
11-18-21.480,4426,13682
11-18-21.543,4432,13689
11-18-21.609,4354,13720
11-18-21.668,4312,13744
11-18-21.730,4273,13751
11-18-21.793,4252,13761
11-18-21.855,4180,13773
11-18-21.922,4169,13777
11-18-21.980,4174,13768
11-18-22.043,4199,13754
11-18-22.105,4211,13758
11-18-22.168,4254,13724
11-18-22.227,4326,13709
11-18-22.289,4388,13651
11-18-22.352,4424,13635
11-18-22.465,4547,13582
11-18-22.480,4642,13552
11-18-22.539,4665,13549
11-18-22.602,4694,13532
11-18-22.664,4753,13495
11-18-22.742,4744,13493
11-18-22.793,4706,13501
11-18-22.852,4655,13534
11-18-22.914,4646,13555
11-18-22.977,4614,13577
11-18-23.039,4605,13580
11-18-23.105,4656,13564
11-18-23.164,4645,13560
11-18-23.227,4676,13547
11-18-23.305,4712,13523
11-18-23.457,4623,13559
11-18-23.488,4539,13581
11-18-23.551,4432,13652
11-18-23.617,4390,13682
11-18-23.676,4374,13703
11-18-23.738,4351,13714
11-18-23.801,4293,13718
11-18-23.863,4243,13736
11-18-23.930,4200,13742
11-18-23.988,4221,13736
11-18-24.035,4229,13732
11-18-24.117,4250,13741
11-18-24.164,4373,13684
11-18-24.223,4421,13686
11-18-24.289,4475,13665
11-18-24.352,4437,13641
11-18-24.465,4525,13587
11-18-24.477,4608,13555
11-18-24.539,4664,13508
11-18-24.605,4728,13463
11-18-24.664,4808,13439
11-18-24.727,4818,13430
11-18-24.793,4819,13416
11-18-24.855,4792,13427
11-18-24.914,4764,13444
11-18-24.977,4694,13470
11-18-25.039,4626,13551
11-18-25.105,4560,13593
11-18-25.164,4603,13581
11-18-25.227,4622,13568
11-18-25.289,4679,13536
11-18-25.457,4712,13504
11-18-25.477,4622,13557
11-18-25.539,4533,13596
11-18-25.602,4405,13662
11-18-25.664,4335,13694
11-18-25.727,4320,13713
11-18-25.793,4289,13690
11-18-25.852,4267,13724
11-18-25.910,4201,13747
11-18-25.977,4215,13742
11-18-26.039,4207,13734
11-18-26.102,4193,13737
11-18-26.164,4225,13743
11-18-26.227,4335,13700
11-18-26.289,4305,13707
11-18-26.352,4374,13657
11-18-26.461,4406,13621
11-18-26.477,4531,13566
11-18-26.535,4609,13521
11-18-26.602,4782,13423
11-18-26.664,4841,13380
11-18-26.727,4987,13330
11-18-26.789,5037,13310
11-18-26.949,4999,13328
11-18-26.953,4910,13366
11-18-26.977,4752,13448
11-18-27.039,4651,13498
11-18-27.102,4595,13565
11-18-27.164,4600,13580
11-18-27.223,4602,13574
11-18-27.289,4661,13544
11-18-27.461,4631,13569
11-18-27.477,4589,13608
11-18-27.539,4430,13646
11-18-27.602,4316,13718
11-18-27.664,4304,13707
11-18-27.723,4275,13733
11-18-27.785,4153,13772
11-18-27.848,4168,13757
11-18-27.910,4171,13759
11-18-27.973,4183,13740
11-18-28.035,4176,13751
11-18-28.102,4153,13770
11-18-28.191,4231,13733
11-18-28.223,4291,13716
11-18-28.289,4275,13747
11-18-28.352,4331,13705
11-18-28.461,4480,13620
11-18-28.477,4659,13529
11-18-28.535,4846,13432
11-18-28.602,4977,13329
11-18-28.664,5062,13276
11-18-28.727,5175,13250
11-18-28.789,5174,13250
11-18-28.852,5109,13290
11-18-28.910,4998,13322
11-18-28.977,4977,13331
11-18-29.039,4818,13396
11-18-29.102,4629,13520
11-18-29.164,4658,13567
11-18-29.227,4650,13565
11-18-29.289,4676,13551
11-18-29.293,4703,13530
11-18-29.461,4648,13565
11-18-29.477,4560,13596
11-18-29.605,4516,13660
11-18-29.664,4239,13751
11-18-29.723,4231,13771
11-18-29.789,4235,13750
11-18-29.848,4187,13739
11-18-29.910,4219,13694
11-18-29.977,4201,13715
11-18-30.035,4171,13733
11-18-30.102,4123,13750
11-18-30.160,4171,13725
11-18-30.223,4267,13697
11-18-30.289,4298,13674
11-18-30.352,4327,13677
11-18-30.445,4449,13629
11-18-30.477,4579,13560
11-18-30.535,4674,13520
11-18-30.602,4759,13470
11-18-30.660,4920,13387
11-18-30.723,4960,13359
11-18-30.789,4937,13356
11-18-30.848,4915,13374
11-18-31.023,4781,13470
11-18-31.039,4609,13555
11-18-31.102,4526,13593
11-18-31.160,4502,13638
11-18-31.223,4558,13632
11-18-31.289,4594,13625
11-18-31.457,4645,13568
11-18-31.473,4615,13588
11-18-31.535,4579,13613
11-18-31.602,4449,13685
11-18-31.664,4331,13749
11-18-31.723,4224,13765
11-18-31.785,4129,13787
11-18-31.848,4154,13759
11-18-31.910,4217,13703
11-18-31.977,4204,13693
11-18-32.035,4188,13699
11-18-32.102,4148,13723
11-18-32.164,4137,13744
11-18-32.223,4225,13684
11-18-32.289,4267,13654
11-18-32.352,4372,13635
11-18-32.445,4494,13567
11-18-32.477,4595,13534
11-18-32.539,4725,13479
11-18-32.602,4822,13406
11-18-32.664,4976,13346
11-18-32.727,5086,13266
11-18-32.789,5017,13285
11-18-32.848,5017,13309
11-18-32.910,4964,13355
11-18-32.977,4866,13415
11-18-33.039,4709,13506
11-18-33.102,4553,13598
11-18-33.164,4534,13616
11-18-33.227,4542,13616
11-18-33.289,4624,13586
11-18-34.949,4542,13612
11-18-34.965,4505,13640
11-18-34.980,4175,13720
11-18-34.992,4145,13748
11-18-35.105,4309,13699
11-18-35.109,4432,13614
11-18-35.121,4820,13414
11-18-35.133,5062,13299
11-18-35.148,4973,13358
11-18-35.164,4678,13533
11-18-35.227,4648,13561
11-18-35.289,4616,13603
11-18-35.297,4617,13623
11-18-35.449,4658,13613
11-18-35.477,4713,13583
11-18-35.539,4686,13568
11-18-35.602,4603,13594
11-18-35.664,4548,13634
11-18-35.723,4502,13679
11-18-35.789,4411,13716
11-18-35.848,4353,13779
11-18-35.910,4112,13797
11-18-35.977,4095,13766
11-18-36.035,4159,13714
11-18-36.102,4227,13683
11-18-36.164,4262,13654
11-18-36.223,4212,13680
11-18-36.289,4183,13721
11-18-36.473,4260,13692
11-18-36.527,4422,13550
11-18-36.590,4592,13544
11-18-36.652,4679,13491
11-18-36.711,4741,13450
11-18-36.777,4862,13419
11-18-36.840,5000,13352
11-18-36.898,5098,13297
11-18-36.965,5079,13311
11-18-37.027,5078,13304
11-18-37.090,5057,13319
11-18-37.152,5007,13343
11-18-37.215,4881,13405
11-18-37.281,4747,13454
11-18-37.285,4679,13501
11-18-37.453,4598,13559
11-18-37.469,4570,13566
11-18-37.527,4578,13557
11-18-37.594,4600,13562
11-18-37.656,4488,13598
11-18-37.730,4469,13623
11-18-37.781,4361,13675
11-18-37.840,4328,13733
11-18-37.902,4300,13760
11-18-37.969,4156,13756
11-18-38.031,4185,13703
11-18-38.094,4243,13639
11-18-38.152,4440,13564
11-18-38.215,4483,13529
11-18-38.281,4401,13566
11-18-38.344,4362,13626
11-18-38.453,4511,13570
11-18-38.469,4502,13574
11-18-38.527,4573,13516
11-18-38.594,4672,13457
11-18-38.656,4797,13397
11-18-38.719,4916,13321
11-18-38.781,5036,13278
11-18-38.840,5084,13253
11-18-38.902,5195,13230
11-18-38.969,5189,13225
11-18-39.031,5150,13242
11-18-39.094,5094,13271
11-18-39.152,5036,13304
11-18-39.215,4963,13340
11-18-39.281,4943,13366
11-18-39.285,4904,13390
11-18-39.453,4814,13439
11-18-39.465,4732,13484
11-18-39.527,4624,13541
11-18-39.594,4556,13558
11-18-39.652,4511,13594
11-18-39.711,4484,13619
11-18-39.777,4440,13614
11-18-39.840,4424,13701
11-18-39.902,4818,13346
11-18-39.969,4910,13280
11-18-40.027,4801,13315
11-18-40.094,4649,13427
11-18-40.152,4446,13460
11-18-40.215,4585,13432
11-18-40.281,4653,13461
11-18-40.344,4408,13568
11-18-40.465,4430,13577
11-18-40.469,4485,13552
11-18-40.527,4627,13481
11-18-40.594,4658,13433
11-18-40.656,4707,13385
11-18-40.719,4771,13367
11-18-40.781,4848,13353
11-18-40.844,4820,13375
11-18-40.906,4851,13356
11-18-40.969,4911,13329
11-18-41.031,4937,13318
11-18-41.098,4875,13335
11-18-41.156,4800,13369
11-18-41.219,4701,13430
11-18-41.285,4655,13479
11-18-41.289,4631,13500
11-18-41.473,4703,13485
11-18-41.535,4754,13474
11-18-41.598,4667,13512
11-18-41.656,4565,13573
11-18-41.719,4417,13611
11-18-41.781,4280,13674
11-18-41.938,4195,13707
11-18-41.969,4323,13642
11-18-42.031,4427,13575
11-18-42.094,4380,13608
11-18-42.156,4401,13585
11-18-42.219,4387,13616
11-18-42.281,4450,13576
11-18-42.344,4515,13566
11-18-42.438,4564,13515
11-18-42.469,4746,13466
11-18-42.527,4868,13383
11-18-42.594,4954,13346
11-18-42.652,5056,13290
11-18-42.715,5164,13242
11-18-42.777,5173,13240
11-18-42.840,5171,13254
11-18-42.902,5126,13275
11-18-42.969,5073,13316
11-18-43.027,4988,13358
11-18-43.094,4854,13410
11-18-43.152,4734,13435
11-18-43.305,4609,13513
11-18-43.309,4596,13534
11-18-43.438,4544,13540
11-18-43.465,4491,13574
11-18-43.527,4419,13627
11-18-43.590,4293,13677
11-18-43.652,4237,13675
11-18-43.711,4181,13683
11-18-43.777,4240,13654
11-18-43.840,4241,13650
11-18-43.898,4260,13653
11-18-43.965,4296,13650
11-18-44.023,4357,13639
11-18-44.090,4401,13624
11-18-44.152,4509,13571
11-18-44.211,4546,13520
11-18-44.273,4635,13490
11-18-44.336,4743,13442
11-18-44.445,4855,13385
11-18-44.461,4962,13336
11-18-44.523,5032,13322
11-18-44.586,5017,13327
11-18-44.648,5024,13322
11-18-44.711,5009,13335
11-18-44.777,4971,13358
11-18-44.840,4876,13386
11-18-44.898,4785,13446
11-18-44.961,4732,13505
11-18-45.023,4653,13551
11-18-45.090,4652,13552
11-18-45.148,4689,13518
11-18-45.211,4741,13522
11-18-45.277,4646,13545
11-18-45.434,4562,13596
11-18-45.465,4410,13671
11-18-45.527,4242,13768
11-18-45.590,4164,13798
11-18-45.648,4156,13808
11-18-45.711,4065,13771
11-18-45.777,4087,13764
11-18-45.836,4137,13749
11-18-45.910,4179,13750
11-18-45.961,4204,13755
11-18-46.023,4204,13774
11-18-46.086,4384,13697
11-18-46.145,4454,13648
11-18-46.207,4542,13600
11-18-46.273,4709,13508
11-18-46.336,4876,13396
11-18-46.445,4887,13380
11-18-46.461,5086,13293
