Time,I,Q
11-32-55.473,5643,13246
11-32-55.535,5735,13200
11-32-55.629,5634,13255
11-32-55.660,5674,13226
11-32-55.719,5676,13212
11-32-55.785,5602,13240
11-32-55.844,5708,13086
11-32-55.906,5747,13035
11-32-55.969,5730,13061
11-32-56.031,5693,13057
11-32-56.098,5629,13030
11-32-56.156,5669,13013
11-32-56.215,5692,13029
11-32-56.281,5734,13028
11-32-56.344,5745,13032
11-32-56.406,5748,13049
11-32-56.469,5739,13075
11-32-56.625,5743,13061
11-32-58.129,5752,13087
11-32-58.145,5637,13131
11-32-58.160,5805,13027
11-32-58.176,5751,13051
11-32-58.285,5231,13304
11-32-58.289,5056,13435
11-32-58.301,5428,13252
11-32-58.316,5699,13089
11-32-58.332,5482,13165
11-32-58.348,5205,13336
11-32-58.406,5125,13401
11-32-58.473,5136,13404
11-32-58.656,5329,13290
11-32-58.719,5422,13238
11-32-58.785,5498,13196
11-32-58.848,5561,13179
11-32-58.906,5605,13147
11-32-58.973,5617,13135
11-32-59.031,5606,13136
11-32-59.098,5584,13156
11-32-59.160,5577,13163
11-32-59.219,5574,13166
11-32-59.285,5563,13173
11-32-59.344,5554,13179
11-32-59.406,5526,13194
11-32-59.469,5502,13207
11-32-59.531,5485,13215
11-32-59.656,5457,13220
11-32-59.719,5443,13232
11-32-59.781,5429,13240
11-32-59.844,5419,13244
11-32-59.906,5417,13251
11-32-59.969,5406,13255
11-33-0.031,5386,13265
11-33-0.098,5382,13263
11-33-0.156,5379,13273
11-33-0.219,5348,13286
11-33-0.281,5331,13290
11-33-0.344,5328,13296
11-33-0.406,5349,13289
11-33-0.469,5400,13264
11-33-0.625,5674,13140
11-33-0.715,5781,13035
11-33-0.719,5853,13025
11-33-0.781,5881,13021
11-33-0.844,5854,13042
11-33-0.902,5929,13117
11-33-0.969,5728,13126
11-33-1.031,5609,13077
11-33-1.094,5619,13124
11-33-1.156,5595,13152
11-33-1.215,5702,13115
11-33-1.281,5753,13076
11-33-1.344,5737,13066
11-33-1.402,5785,13052
11-33-1.465,5849,12993
11-33-1.527,5836,13017
11-33-1.621,5758,13041
11-33-1.652,5751,13034
11-33-1.711,5751,13032
11-33-1.777,5765,13044
11-33-1.840,5773,13054
11-33-1.898,5844,13030
11-33-1.961,5877,12989
11-33-2.023,5824,13058
11-33-2.090,5755,13091
11-33-2.152,5732,13070
11-33-2.211,5750,13026
11-33-2.277,5792,12990
11-33-2.340,5811,13007
11-33-2.398,5859,13005
11-33-2.465,5866,13005
11-33-2.621,5882,12973
11-33-2.648,5811,13005
11-33-2.711,5545,13080
11-33-2.777,5287,13339
11-33-2.840,4740,13740
11-33-2.898,4327,13870
11-33-2.965,4172,13945
11-33-3.027,4307,13847
11-33-3.090,4672,13734
11-33-3.152,5044,13523
11-33-3.211,5294,13363
11-33-3.277,5460,13271
11-33-3.445,5544,13213
11-33-3.449,5551,13209
11-33-3.465,5558,13203
11-33-3.523,5560,13205
11-33-3.621,5531,13220
11-33-3.648,5487,13243
11-33-3.711,5420,13277
11-33-3.777,5352,13315
11-33-3.840,5309,13330
11-33-3.902,5280,13345
11-33-3.965,5282,13349
11-33-4.027,5311,13338
11-33-4.090,5349,13319
11-33-4.152,5365,13294
11-33-4.211,5413,13271
11-33-4.277,5464,13249
11-33-4.340,5489,13225
11-33-4.398,5509,13228
11-33-4.465,5518,13228
11-33-4.656,5515,13227
11-33-4.660,5524,13226
11-33-4.699,5512,13230
11-33-4.777,5522,13226
11-33-4.840,5538,13217
11-33-4.902,5555,13197
11-33-4.965,5646,13139
11-33-5.027,5707,13121
11-33-5.090,5747,13094
11-33-5.152,5797,13059
11-33-5.215,5877,13039
11-33-5.277,5891,13029
11-33-5.340,5947,13033
11-33-5.387,5994,13018
11-33-5.453,5981,13002
11-33-5.516,5957,13015
11-33-5.625,5941,13035
11-33-5.641,5908,13105
11-33-5.703,5728,13091
11-33-5.770,5653,13068
11-33-5.828,5583,13075
11-33-5.891,5679,13026
11-33-5.953,5748,13014
11-33-6.016,5833,12998
11-33-6.074,5863,12997
11-33-6.141,5855,13006
11-33-6.199,5964,12976
11-33-6.266,5982,12929
11-33-6.324,6004,12983
11-33-6.387,5926,13039
11-33-6.465,5916,13058
11-33-6.469,5835,13112
11-33-6.625,5737,13194
11-33-6.641,5688,13202
11-33-6.699,5594,13232
11-33-6.762,5594,13291
11-33-6.824,5575,13277
11-33-6.887,5731,13260
11-33-6.949,5961,13114
11-33-7.012,5996,13000
11-33-7.070,6071,12934
11-33-7.137,6122,12891
11-33-7.211,6097,12907
11-33-7.273,6102,12903
11-33-7.336,6069,12900
11-33-7.398,6080,12896
11-33-7.461,6112,12875
11-33-7.523,6076,12899
11-33-7.617,5994,12927
11-33-7.648,5693,13024
11-33-7.707,5555,13138
11-33-7.770,5316,13310
11-33-7.832,5065,13415
11-33-7.895,4915,13485
11-33-7.957,4918,13472
11-33-8.016,5005,13414
11-33-8.078,5104,13394
11-33-8.145,5198,13327
11-33-8.207,5245,13295
11-33-8.270,5293,13277
11-33-8.332,5343,13250
11-33-8.391,5364,13221
11-33-8.457,5439,13181
11-33-8.645,5640,13075
11-33-8.703,5682,13066
11-33-8.770,5723,13043
11-33-8.887,5726,13050
11-33-8.957,5819,13014
11-33-9.016,5815,13005
11-33-9.078,5816,13001
11-33-9.145,5818,13003
11-33-9.203,5821,13003
11-33-9.266,5822,12999
11-33-9.328,5796,13016
11-33-9.391,5787,13022
11-33-9.457,5778,13025
11-33-9.516,5792,13023
11-33-9.609,5809,13009
11-33-9.641,5811,13010
11-33-9.703,5799,13012
11-33-9.766,5793,13014
11-33-9.828,5791,13020
11-33-9.891,5763,13036
11-33-9.953,5728,13054
11-33-10.016,5679,13077
11-33-10.078,5650,13075
11-33-10.141,5607,13109
11-33-10.203,5594,13108
11-33-10.270,5613,13106
11-33-10.328,5638,13092
11-33-10.391,5670,13074
11-33-10.453,5706,13059
11-33-10.457,5782,13026
11-33-10.625,5829,12975
11-33-10.641,5977,12915
11-33-10.699,6101,12869
11-33-10.766,6138,12861
11-33-10.828,6104,12878
11-33-10.887,6064,12888
11-33-10.953,6023,12926
11-33-11.016,5877,12971
11-33-11.078,5848,12989
11-33-11.145,5800,13009
11-33-11.203,5815,12972
11-33-11.266,5802,13021
11-33-11.328,5828,13107
11-33-11.391,5801,13100
11-33-11.453,5896,13014
11-33-11.516,6068,12898
11-33-11.609,5947,12928
11-33-11.641,5855,12959
11-33-11.703,5870,12956
11-33-11.766,5944,12943
11-33-11.828,5976,12947
11-33-11.887,5955,12987
11-33-11.953,5883,13059
11-33-12.016,5768,13096
11-33-12.078,5775,13104
11-33-12.141,5805,13068
11-33-12.199,5780,13145
11-33-12.266,5944,12945
11-33-12.328,6046,12901
11-33-12.387,6036,12894
11-33-12.453,5992,12893
11-33-12.457,5959,12900
11-33-14.113,5954,12897
11-33-14.129,5978,12889
11-33-14.133,5943,12932
11-33-14.137,5692,13071
11-33-14.145,4844,13523
11-33-14.160,5800,13021
11-33-14.273,5939,12955
11-33-14.289,5840,13000
11-33-14.305,5778,13025
11-33-14.320,5786,13028
11-33-14.379,5730,13060
11-33-14.441,5688,13073
11-33-14.445,5669,13088
11-33-14.617,5666,13095
11-33-14.633,5681,13087
11-33-14.691,5721,13067
11-33-14.754,5759,13049
11-33-14.816,5776,13036
11-33-14.879,5792,13028
11-33-14.945,5802,13032
11-33-15.004,5800,13033
11-33-15.066,5781,13042
11-33-15.129,5751,13046
11-33-15.191,5703,13069
11-33-15.258,5638,13099
11-33-15.316,5583,13132
11-33-15.379,5548,13154
11-33-15.441,5538,13162
11-33-15.504,5557,13140
11-33-15.613,5682,13061
11-33-15.629,5910,12968
11-33-15.691,5972,12955
11-33-15.754,5993,12931
11-33-15.816,5984,12937
11-33-15.879,5957,12959
11-33-15.941,5936,12944
11-33-16.000,5846,12985
11-33-16.063,5862,12968
11-33-16.129,5823,12991
11-33-16.188,5790,13058
11-33-16.254,5785,13056
11-33-16.316,5801,13055
11-33-16.375,5733,13100
11-33-16.457,5731,13077
11-33-16.629,5731,13123
11-33-16.688,5721,13118
11-33-16.754,5698,13130
11-33-16.813,5768,13113
11-33-16.887,5685,13123
11-33-16.953,5650,13147
11-33-17.016,5757,13067
11-33-17.074,5735,13124
11-33-17.141,5746,13112
11-33-17.199,5898,12972
11-33-17.246,5982,12932
11-33-17.328,5978,12928
11-33-17.375,5955,12927
11-33-17.438,5947,12919
11-33-17.512,5926,12914
11-33-17.609,5951,12903
11-33-17.641,5952,12902
11-33-17.699,5870,12958
11-33-17.746,5758,13012
11-33-17.813,5674,13064
11-33-17.887,5567,13111
11-33-17.953,5535,13113
11-33-18.012,5542,13117
11-33-18.074,5571,13114
11-33-18.137,5599,13096
11-33-18.199,5614,13086
11-33-18.266,5630,13084
11-33-18.434,5626,13081
11-33-18.449,5601,13099
11-33-18.605,5574,13106
11-33-18.637,5586,13105
11-33-18.699,5612,13090
11-33-18.762,5662,13075
11-33-18.824,5720,13049
11-33-18.887,5772,13023
11-33-18.953,5800,13008
11-33-19.012,5819,12997
11-33-19.074,5830,12991
11-33-19.137,5829,12992
11-33-19.199,5825,12987
11-33-19.266,5813,13000
11-33-19.324,5798,13009
11-33-19.387,5773,13016
11-33-19.449,5755,13026
11-33-19.512,5721,13034
11-33-19.637,5654,13075
11-33-19.699,5620,13094
11-33-19.762,5600,13109
11-33-19.824,5588,13113
11-33-19.883,5577,13118
11-33-19.949,5590,13108
11-33-20.012,5616,13082
11-33-20.070,5671,13065
11-33-20.137,5724,13044
11-33-20.195,5755,13034
11-33-20.262,5793,13017
11-33-20.320,5828,13000
11-33-20.383,5837,12991
11-33-20.449,5841,12991
11-33-20.637,5876,12980
11-33-20.695,5876,12980
11-33-20.762,5931,12949
11-33-20.824,5977,12928
11-33-20.883,5953,12917
11-33-20.945,5936,12909
11-33-21.008,5882,12938
11-33-21.160,5715,12994
11-33-21.195,5675,13030
11-33-21.262,5707,13035
11-33-21.320,5698,13035
11-33-21.383,5777,13013
11-33-21.449,5783,13013
11-33-21.508,5850,13007
11-33-21.602,5827,13009
11-33-21.633,5813,13068
11-33-21.695,5786,13038
11-33-21.762,5773,13027
11-33-21.820,5795,13048
11-33-21.879,5807,13024
11-33-21.945,5818,13025
11-33-22.008,5889,12986
11-33-22.066,5927,12995
11-33-22.133,5912,12964
11-33-22.195,5962,12898
11-33-22.258,5959,12909
11-33-22.320,5991,12925
11-33-22.379,6007,12910
11-33-22.445,6060,12892
11-33-22.602,6089,12864
11-33-22.629,6092,12865
11-33-22.691,6029,12870
11-33-22.758,6020,12853
11-33-22.816,6010,12863
11-33-22.879,6010,12884
11-33-22.945,5947,12898
11-33-23.008,5955,12892
11-33-23.066,5934,12912
11-33-23.133,5928,12917
11-33-23.191,5913,12920
11-33-23.258,5871,12940
11-33-23.320,5850,12962
11-33-23.383,5790,12995
11-33-23.445,5679,13050
11-33-23.508,5597,13095
11-33-23.602,5553,13103
11-33-23.633,5591,13076
11-33-23.691,5724,13050
11-33-23.754,5778,13004
11-33-23.816,5853,12972
11-33-23.879,5906,12945
11-33-23.941,5929,12931
11-33-24.004,5940,12909
11-33-24.063,5943,12924
11-33-24.129,5939,12927
11-33-24.191,5930,12932
11-33-24.254,5911,12943
11-33-24.316,5903,12958
11-33-24.375,5860,12962
11-33-24.441,5849,12968
11-33-24.449,5836,12973
11-33-24.598,5812,12982
11-33-24.629,5805,12981
11-33-24.688,5812,12986
11-33-24.754,5801,12994
11-33-24.816,5780,13002
11-33-24.875,5760,13012
11-33-24.938,5768,13011
11-33-25.000,5752,13017
11-33-25.063,5747,13017
11-33-25.137,5739,13023
11-33-25.188,5717,13030
11-33-25.254,5692,13033
11-33-25.313,5675,13051
11-33-25.375,5675,13055
11-33-25.441,5703,13022
11-33-25.500,5824,12968
11-33-25.598,5915,12939
11-33-25.629,5886,12944
11-33-25.688,5988,12902
11-33-25.754,6004,12906
11-33-25.816,5950,12916
11-33-25.875,5885,12932
11-33-25.941,5760,12946
11-33-26.000,5655,13001
11-33-26.063,5652,12991
11-33-26.129,5669,13010
11-33-26.188,5735,12977
11-33-26.254,5728,12957
11-33-26.313,5732,12978
11-33-26.375,5954,12920
11-33-26.438,5998,12931
11-33-26.609,5960,12938
11-33-26.625,5927,12992
11-33-26.688,5966,12980
11-33-26.754,5942,12971
11-33-26.813,5912,13008
11-33-26.871,5904,12958
11-33-26.938,5934,13068
11-33-27.000,5529,13233
11-33-27.059,5728,13017
11-33-27.125,6031,12910
11-33-27.184,6042,12910
11-33-27.246,6023,12887
11-33-27.313,6002,12885
11-33-27.371,5998,12874
11-33-27.434,6009,12863
11-33-27.496,6001,12867
11-33-27.594,5938,12912
11-33-27.621,5800,12969
11-33-27.684,5572,13077
11-33-27.742,5433,13145
11-33-27.809,5443,13132
11-33-27.871,5476,13108
11-33-27.938,5616,13071
11-33-27.996,5721,13013
11-33-28.059,5781,12985
11-33-28.121,5811,12965
11-33-28.184,5816,12965
11-33-28.242,5825,12958
11-33-28.309,5831,12953
11-33-28.371,5808,12970
11-33-28.438,5809,12969
11-33-28.441,5800,12969
11-33-30.109,5787,12984
11-33-30.121,5773,12992
11-33-30.137,5811,12978
11-33-30.152,5737,13008
11-33-30.246,5698,13022
11-33-30.266,5645,13053
11-33-30.281,5580,13088
11-33-30.297,5567,13091
11-33-30.313,5613,13070
11-33-30.371,5567,13086
11-33-30.438,5528,13122
11-33-30.441,5535,13098
11-33-30.594,5730,12990
11-33-30.703,5833,12956
11-33-30.746,5943,12911
11-33-30.809,5923,12911
11-33-30.871,5939,12913
11-33-30.934,5905,12923
11-33-30.992,5832,12936
11-33-31.055,5883,12952
11-33-31.121,5915,12942
11-33-31.184,5802,12992
11-33-31.246,5851,12975
11-33-31.309,5878,13011
11-33-31.367,5886,12974
11-33-31.434,5999,12932
11-33-31.496,6048,12919
11-33-31.617,6033,12887
11-33-31.680,5988,12954
11-33-31.742,5981,12968
11-33-31.809,6047,12919
11-33-31.871,6039,12945
11-33-31.934,6049,12941
11-33-31.996,5931,12968
11-33-32.059,5710,13133
11-33-32.121,5810,13089
11-33-32.184,6064,12971
11-33-32.242,6194,12857
11-33-32.309,6280,12768
11-33-32.367,6279,12741
11-33-32.434,6258,12724
11-33-32.590,6250,12721
11-33-32.621,6080,12858
11-33-32.680,5621,13078
11-33-32.742,5346,13230
11-33-32.809,5225,13280
11-33-32.871,5288,13265
11-33-32.934,5555,13123
11-33-32.996,5779,12975
11-33-33.055,5974,12885
11-33-33.121,6053,12845
11-33-33.184,6094,12836
11-33-33.242,6092,12836
11-33-33.305,6139,12817
11-33-33.367,6122,12816
11-33-33.434,6125,12818
11-33-33.496,6090,12830
11-33-33.590,6081,12839
11-33-33.621,6047,12845
11-33-33.680,5999,12864
11-33-33.742,5960,12879
11-33-33.809,5935,12897
11-33-33.867,5886,12919
11-33-33.930,5869,12934
11-33-33.992,5867,12939
11-33-34.055,5856,12942
11-33-34.117,5852,12943
11-33-34.180,5815,12958
11-33-34.238,5791,12971
11-33-34.305,5741,12986
11-33-34.363,5682,13007
11-33-34.430,5634,13041
11-33-34.617,5696,13038
11-33-34.793,5786,12965
11-33-34.797,5932,12904
11-33-34.805,6037,12858
11-33-34.863,6052,12871
11-33-34.930,6046,12873
11-33-34.992,6045,12875
11-33-35.051,6021,12873
11-33-35.117,5990,12904
11-33-35.176,5915,12877
11-33-35.238,5870,12909
11-33-35.305,5695,12968
11-33-35.367,5711,12968
11-33-35.430,5773,12965
11-33-35.488,5723,13000
11-33-35.602,5621,13015
11-33-35.613,5724,12989
11-33-35.676,5719,13002
11-33-35.734,5726,12992
11-33-35.801,5729,12991
11-33-35.863,5706,12991
11-33-35.930,5705,13000
11-33-35.992,5697,12991
11-33-36.051,5696,12985
11-33-36.117,5716,12986
11-33-36.176,5709,12990
11-33-36.238,5723,12978
11-33-36.305,5810,12950
11-33-36.367,5843,12921
11-33-36.430,5877,12880
11-33-36.434,5724,13029
11-33-36.586,5959,13069
11-33-36.617,6172,12850
11-33-36.680,6215,12811
11-33-36.742,6241,12760
11-33-36.805,6233,12741
11-33-36.867,6228,12754
11-33-36.930,6170,12769
11-33-36.992,6165,12757
11-33-37.055,6099,12808
11-33-37.117,5920,12846
11-33-37.180,5746,12933
11-33-37.242,5609,13013
11-33-37.305,5588,13051
11-33-37.367,5620,13042
11-33-37.523,5675,13017
11-33-37.586,5708,12996
11-33-37.617,5751,12980
11-33-37.680,5720,13003
11-33-37.742,5661,13028
11-33-37.805,5627,13051
11-33-37.852,5552,13073
11-33-37.914,5504,13109
11-33-37.977,5470,13128
11-33-38.055,5427,13158
11-33-38.105,5414,13179
11-33-38.168,5429,13163
11-33-38.227,5455,13133
11-33-38.293,5594,13048
11-33-38.352,5704,13000
11-33-38.434,5790,12955
11-33-38.586,5887,12927
11-33-38.617,5896,12917
11-33-38.680,5851,12938
11-33-38.727,5826,12950
11-33-38.793,5785,12969
11-33-38.852,5733,12988
11-33-38.914,5711,13012
11-33-38.980,5693,13021
11-33-39.039,5659,13026
11-33-39.105,5657,13038
11-33-39.168,5661,13041
11-33-39.227,5651,13042
11-33-39.293,5653,13040
11-33-39.355,5667,13038
11-33-39.422,5665,13034
11-33-39.480,5660,13038
11-33-39.594,5648,13041
11-33-39.609,5656,13031
11-33-39.672,5674,13018
11-33-39.734,5648,13040
11-33-39.801,5646,13043
11-33-39.859,5627,13056
11-33-39.926,5566,13090
11-33-39.984,5526,13102
11-33-40.047,5504,13118
11-33-40.113,5582,13090
11-33-40.172,5745,13013
11-33-40.234,5952,12903
11-33-40.301,5975,12857
11-33-40.359,6032,12841
11-33-40.426,6026,12843
11-33-40.430,5967,12857
11-33-40.578,5964,12870
11-33-40.613,5949,12863
11-33-40.672,5960,12894
11-33-40.734,5848,12904
11-33-40.801,5806,12941
11-33-40.863,5817,12931
11-33-40.926,5769,12936
11-33-40.984,5817,12939
11-33-41.047,5830,12927
11-33-41.113,5878,12923
11-33-41.176,5887,12913
11-33-41.238,5947,12893
11-33-41.301,5995,12870
11-33-41.359,6008,12875
11-33-41.426,6075,12859
11-33-41.500,5991,12878
11-33-41.574,5998,12884
11-33-41.609,6027,12894
11-33-41.672,5739,12991
11-33-41.734,5560,13175
11-33-41.797,5690,13110
11-33-41.855,6027,12937
11-33-41.922,6147,12866
11-33-41.984,6183,12812
11-33-42.043,6193,12822
11-33-42.109,6184,12826
11-33-42.168,6198,12807
11-33-42.230,6212,12779
11-33-42.297,6185,12783
11-33-42.355,6041,12800
11-33-42.422,5911,12917
11-33-42.426,5723,12991
11-33-42.574,5602,13055
11-33-42.609,5551,13070
11-33-42.672,5586,13053
11-33-42.730,5658,13013
11-33-42.793,5726,12999
11-33-42.863,5761,12979
11-33-42.922,5756,12973
11-33-42.980,5707,12997
11-33-43.043,5674,13013
11-33-43.105,5567,13059
11-33-43.168,5507,13125
11-33-43.230,5391,13185
11-33-43.293,5344,13207
11-33-43.352,5341,13204
11-33-43.422,5359,13195
11-33-43.480,5431,13167
11-33-43.574,5475,13143
11-33-43.609,5497,13127
11-33-43.668,5542,13108
11-33-43.730,5594,13080
11-33-43.793,5621,13064
11-33-43.855,5635,13052
11-33-43.922,5656,13044
11-33-43.984,5662,13048
11-33-44.047,5634,13063
11-33-44.109,5592,13082
11-33-44.172,5554,13102
11-33-44.344,5490,13127
11-33-44.359,5376,13184
11-33-44.426,5332,13224
11-33-44.430,5357,13223
11-33-46.086,5348,13223
11-33-46.090,5334,13235
11-33-46.102,5360,13205
11-33-46.117,5360,13208
11-33-46.133,5384,13189
11-33-46.223,5437,13155
11-33-46.227,5493,13128
11-33-46.230,5547,13085
11-33-46.238,5700,13002
11-33-46.258,5960,12864
11-33-46.273,6068,12891
11-33-46.289,5961,12946
11-33-46.352,5956,12938
11-33-46.414,5989,12914
11-33-46.586,5968,12924
11-33-46.602,5979,12918
11-33-46.664,5951,12935
11-33-46.723,5968,12929
11-33-46.789,5926,12984
11-33-46.848,5948,12975
11-33-46.910,5929,12962
11-33-46.977,5968,12930
11-33-47.035,5957,12924
11-33-47.102,6016,12882
11-33-47.160,6113,12834
11-33-47.223,6155,12806
11-33-47.285,6215,12766
11-33-47.348,6187,12743
11-33-47.406,6143,12762
11-33-47.473,6120,12808
11-33-47.578,6075,12823
11-33-47.598,5893,12930
11-33-47.656,5729,13010
11-33-47.719,5684,13022
11-33-47.785,5756,13008
11-33-47.848,5836,12972
11-33-47.910,5939,12920
11-33-47.973,5989,12875
11-33-48.035,6045,12851
11-33-48.098,6025,12857
11-33-48.160,6023,12849
11-33-48.223,6025,12857
11-33-48.289,6022,12861
11-33-48.352,5989,12877
11-33-48.410,5962,12886
11-33-48.414,5944,12892
11-33-48.586,5936,12898
11-33-48.602,5928,12905
11-33-48.660,5898,12921
11-33-48.723,5940,12907
11-33-48.785,5920,12903
11-33-48.848,5943,12888
11-33-48.906,5922,12912
11-33-48.969,5928,12895
11-33-49.031,5929,12910
11-33-49.094,5889,12927
11-33-49.156,5882,12928
11-33-49.219,5848,12946
11-33-49.285,5844,12959
11-33-49.344,5815,12966
11-33-49.406,5806,12962
11-33-49.473,5775,12991
11-33-49.586,5781,12989
11-33-49.602,5774,12986
11-33-49.660,5788,12987
11-33-49.719,5796,12989
11-33-49.785,5811,12974
11-33-49.848,5808,12978
11-33-49.910,5807,12979
11-33-49.977,5794,12987
11-33-50.035,5775,12995
11-33-50.098,5765,13000
11-33-50.160,5726,13021
11-33-50.219,5705,13038
11-33-50.285,5684,13055
11-33-50.348,5676,13057
11-33-50.406,5683,13048
11-33-50.414,5743,13008
11-33-50.566,5910,12918
11-33-50.602,6044,12882
11-33-50.660,5977,12926
11-33-50.723,5852,13013
11-33-50.785,5884,13013
11-33-50.848,5911,12976
11-33-50.906,6116,12860
11-33-50.969,6135,12850
11-33-51.160,6054,12906
11-33-51.219,5916,12938
11-33-51.281,5901,12961
11-33-51.344,5848,13001
11-33-51.406,5826,13017
11-33-51.469,5815,13027
11-33-51.574,5837,13033
11-33-51.594,5805,13026
11-33-51.656,5811,13016
11-33-51.715,5868,12984
11-33-51.781,5864,12989
11-33-51.840,5874,12947
11-33-51.902,5890,12995
11-33-51.969,5913,12970
11-33-52.027,5969,12949
11-33-52.094,6021,12920
11-33-52.152,6053,12877
11-33-52.215,6032,12905
11-33-52.281,6085,12859
11-33-52.340,6089,12828
11-33-52.422,6069,12839
11-33-52.426,6085,12801
11-33-52.574,6083,12806
11-33-52.594,5950,12888
11-33-52.652,5750,13004
11-33-52.715,5552,13070
11-33-52.777,5523,13130
11-33-52.840,5546,13123
11-33-52.902,5819,12996
11-33-52.965,6003,12865
11-33-53.023,6219,12786
11-33-53.105,6271,12722
11-33-53.164,6092,12814
11-33-53.223,6091,12822
11-33-53.289,6067,12835
11-33-53.336,6043,12846
11-33-53.414,6049,12843
11-33-53.477,6058,12839
11-33-53.566,6048,12844
11-33-53.586,6078,12843
11-33-53.648,6061,12835
11-33-53.727,6056,12846
11-33-53.820,6066,12836
11-33-53.836,6082,12828
11-33-53.895,6068,12827
11-33-53.961,6080,12825
11-33-54.023,6061,12845
11-33-54.102,6040,12841
11-33-54.160,6070,12836
11-33-54.223,6086,12817
11-33-54.285,6069,12829
11-33-54.348,6085,12816
11-33-54.406,6105,12812
11-33-54.566,6059,12830
11-33-54.602,6050,12837
11-33-54.664,6036,12840
11-33-54.723,6039,12841
11-33-54.785,6023,12843
11-33-54.848,6013,12842
11-33-54.910,6023,12849
11-33-54.977,5993,12860
11-33-55.035,5979,12868
