Time,I,Q
12-00-41.117,6139,12780
12-00-41.176,6075,12814
12-00-41.238,6095,12818
12-00-41.305,6067,12841
12-00-41.367,6091,12849
12-00-41.430,6117,12854
12-00-41.488,6109,12863
12-00-41.551,6099,12879
12-00-41.617,6065,12890
12-00-41.680,6019,12909
12-00-41.742,6047,12902
12-00-41.805,6068,12904
12-00-41.867,6032,12918
12-00-41.961,6085,12910
12-00-41.992,6147,12836
12-00-42.055,6195,12805
12-00-42.121,6282,12753
12-00-42.184,6325,12719
12-00-42.246,6366,12689
12-00-42.309,6336,12702
12-00-42.371,6345,12688
12-00-42.438,6294,12694
12-00-42.496,6273,12665
12-00-42.559,6267,12664
12-00-42.625,6307,12644
12-00-42.688,6382,12547
12-00-42.746,6273,12664
12-00-42.813,5988,12806
12-00-42.969,6052,12758
12-00-43.000,6166,12698
12-00-43.059,6262,12676
12-00-43.125,6328,12633
12-00-43.188,6318,12626
12-00-43.246,6244,12683
12-00-43.313,6196,12678
12-00-43.371,6108,12733
12-00-43.438,6039,12810
12-00-43.500,5851,12910
12-00-43.559,5747,12968
12-00-43.625,5726,12975
12-00-43.684,5718,12974
12-00-43.746,5750,12956
12-00-43.809,5780,12946
12-00-43.871,5820,12922
12-00-43.965,5845,12911
12-00-43.996,5854,12895
12-00-44.059,5882,12885
12-00-44.121,5851,12895
12-00-44.184,5845,12907
12-00-44.242,5824,12923
12-00-44.309,5778,12938
12-00-44.367,5758,12957
12-00-44.434,5766,12946
12-00-44.496,5761,12955
12-00-44.559,5799,12932
12-00-44.621,5827,12911
12-00-44.684,5835,12908
12-00-44.742,5798,12918
12-00-44.809,5763,12941
12-00-44.816,5749,12957
12-00-44.969,5727,12970
12-00-45.098,5803,12925
12-00-45.102,5838,12909
12-00-45.125,5844,12907
12-00-45.184,5819,12916
12-00-45.246,5871,12907
12-00-45.309,5861,12885
12-00-45.371,5783,12935
12-00-45.434,5742,12968
12-00-45.496,5722,12975
12-00-45.555,5694,13002
12-00-45.621,5685,13008
12-00-45.680,5679,13011
12-00-45.742,5660,13023
12-00-45.805,5655,13026
12-00-45.871,5641,13024
12-00-45.965,5650,13024
12-00-45.992,5607,13051
12-00-46.055,5627,13048
12-00-46.121,5619,13042
12-00-46.180,5604,13065
12-00-46.242,5600,13060
12-00-46.305,5643,13023
12-00-46.367,5623,13060
12-00-46.434,5581,13070
12-00-46.496,5637,13013
12-00-46.555,5999,12778
12-00-46.617,5971,12815
12-00-46.680,5977,12863
12-00-46.742,5871,12882
12-00-46.805,5864,12891
12-00-46.992,5761,12911
12-00-47.055,5759,12918
12-00-47.121,5884,12859
12-00-47.180,5960,12845
12-00-47.242,5901,12874
12-00-47.305,6063,12848
12-00-47.367,6037,12847
12-00-47.430,5960,12876
12-00-47.492,5938,12905
12-00-47.551,5916,12925
12-00-47.617,5933,12935
12-00-47.680,5948,12925
12-00-47.742,5989,12914
12-00-47.805,5989,12911
12-00-47.863,6021,12890
12-00-47.961,6049,12883
12-00-47.992,6056,12848
12-00-48.051,6082,12831
12-00-48.117,6134,12805
12-00-48.180,6243,12748
12-00-48.242,6251,12728
12-00-48.305,6222,12718
12-00-48.367,6150,12736
12-00-48.430,6110,12763
12-00-48.492,6070,12802
12-00-48.551,5969,12890
12-00-48.617,5654,13045
12-00-48.680,5414,13232
12-00-48.738,5356,13245
12-00-48.805,5566,13138
12-00-48.961,6057,12798
12-00-48.992,6154,12749
12-00-49.055,6217,12706
12-00-49.117,6213,12708
12-00-49.180,6217,12711
12-00-49.238,6176,12723
12-00-49.305,6192,12726
12-00-49.363,6144,12744
12-00-49.430,6180,12731
12-00-49.488,6194,12725
12-00-49.551,6205,12713
12-00-49.617,6163,12733
12-00-49.676,6178,12735
12-00-49.738,6163,12735
12-00-49.801,6148,12747
12-00-49.863,6164,12741
12-00-49.957,6138,12754
12-00-49.988,6144,12740
12-00-50.047,6140,12744
12-00-50.113,6097,12771
12-00-50.176,6107,12760
12-00-50.234,6092,12767
12-00-50.297,6080,12773
12-00-50.359,6050,12786
12-00-50.426,6019,12801
12-00-50.586,5969,12817
12-00-50.590,5946,12846
12-00-50.613,5892,12873
12-00-50.672,5865,12901
12-00-50.734,5849,12897
12-00-50.797,5866,12899
12-00-50.801,5864,12895
12-00-50.984,5896,12882
12-00-51.047,5865,12904
12-00-51.109,5918,12870
12-00-51.172,5872,12898
12-00-51.230,5913,12884
12-00-51.297,5856,12914
12-00-51.359,5748,13001
12-00-51.422,5713,12993
12-00-51.484,5724,12992
12-00-51.547,5743,13006
12-00-51.609,5685,13031
12-00-51.672,5644,13025
12-00-51.734,5625,13047
12-00-51.801,5738,13055
12-00-51.941,5845,12979
12-00-51.988,5925,12887
12-00-52.051,5952,12866
12-00-52.117,6013,12861
12-00-52.176,6076,12866
12-00-52.223,6049,12880
12-00-52.305,5976,12897
12-00-52.363,5942,12933
12-00-52.430,5872,12970
12-00-52.488,5821,13009
12-00-52.551,5836,13017
12-00-52.617,5830,13015
12-00-52.676,5827,13011
12-00-52.738,5822,13024
12-00-52.801,5852,12993
12-00-52.961,5987,12932
12-00-52.988,6065,12915
12-00-53.051,6082,12893
12-00-53.113,6142,12855
12-00-53.184,6111,12852
12-00-53.234,6118,12817
12-00-53.301,6064,12819
12-00-53.359,6071,12789
12-00-53.426,6075,12788
12-00-53.488,6075,12728
12-00-53.547,5781,12974
12-00-53.613,5335,13218
12-00-53.672,5292,13255
12-00-53.734,5380,13211
12-00-53.801,5545,13044
12-00-53.859,5695,12926
12-00-53.957,5772,12868
12-00-53.984,5854,12811
12-00-54.047,5895,12794
12-00-54.113,5925,12777
12-00-54.176,5891,12795
12-00-54.234,5876,12814
12-00-54.301,5781,12880
12-00-54.359,5683,12939
12-00-54.426,5566,12978
12-00-54.488,5487,13042
12-00-54.547,5433,13083
12-00-54.613,5402,13118
12-00-54.672,5383,13125
12-00-54.734,5394,13128
12-00-54.801,5405,13111
12-00-56.465,5473,13065
12-00-56.480,5439,13103
12-00-56.496,5373,13142
12-00-56.508,5363,13162
12-00-56.605,5365,13165
12-00-56.621,5349,13184
12-00-56.637,5211,13302
12-00-56.648,5452,13082
12-00-56.664,5394,13091
12-00-56.727,5341,13134
12-00-56.793,5330,13149
12-00-56.797,5399,13122
12-00-56.965,5458,13097
12-00-56.980,5413,13137
12-00-57.039,5267,13177
12-00-57.105,5243,13197
12-00-57.168,5407,13064
12-00-57.230,5563,13009
12-00-57.293,5630,12980
12-00-57.355,5623,12967
12-00-57.414,5759,12968
12-00-57.480,5981,12826
12-00-57.543,6133,12750
12-00-57.605,6116,12698
12-00-57.668,6033,12780
12-00-57.727,6052,12749
12-00-57.793,6056,12767
12-00-57.855,5987,12787
12-00-57.953,5979,12803
12-00-57.980,5914,12809
12-00-58.039,5911,12838
12-00-58.105,5825,12876
12-00-58.168,6014,12740
12-00-58.227,5872,12821
12-00-58.293,5905,12819
12-00-58.355,5959,12736
12-00-58.414,6068,12717
12-00-58.480,5956,12773
12-00-58.539,5716,12943
12-00-58.602,5450,13106
12-00-58.758,5477,13053
12-00-58.789,5654,12958
12-00-58.793,5756,12878
12-00-58.945,5817,12823
12-00-58.977,5850,12799
12-00-59.039,5841,12796
12-00-59.105,5807,12840
12-00-59.168,5674,12931
12-00-59.227,5511,13046
12-00-59.289,5367,13163
12-00-59.352,5276,13238
12-00-59.414,5243,13249
12-00-59.477,5244,13264
12-00-59.539,5289,13234
12-00-59.602,5369,13164
12-00-59.664,5450,13097
12-00-59.727,5519,13037
12-00-59.789,5544,12994
12-00-59.848,5564,12993
12-00-59.961,5578,12985
12-00-59.977,5557,13001
12-01-0.039,5539,13023
12-01-0.102,5486,13064
12-01-0.164,5427,13085
12-01-0.223,5382,13129
12-01-0.289,5374,13144
12-01-0.348,5393,13134
12-01-0.410,5424,13109
12-01-0.473,5440,13085
12-01-0.535,5458,13073
12-01-0.602,5474,13055
12-01-0.664,5462,13076
12-01-0.723,5435,13098
12-01-0.785,5403,13115
12-01-0.789,5380,13130
12-01-0.957,5373,13142
12-01-0.973,5357,13153
12-01-1.031,5361,13150
12-01-1.098,5359,13154
12-01-1.160,5338,13167
12-01-1.223,5338,13175
12-01-1.285,5315,13195
12-01-1.344,5285,13220
12-01-1.492,5254,13242
12-01-1.531,5328,13201
12-01-1.594,5508,13043
12-01-1.668,5658,12943
12-01-1.730,5796,12868
12-01-1.793,5727,12847
12-01-1.855,5815,12857
12-01-1.949,5827,12779
12-01-1.980,5947,12772
12-01-2.039,5960,12764
12-01-2.105,5899,12810
12-01-2.168,5916,12817
12-01-2.227,5972,12770
12-01-2.293,5998,12756
12-01-2.352,6045,12744
12-01-2.414,6032,12740
12-01-2.480,6151,12721
12-01-2.539,6212,12641
12-01-2.602,6210,12686
12-01-2.664,6218,12686
12-01-2.848,6122,12735
12-01-2.945,5999,12787
12-01-2.977,6011,12782
12-01-3.039,6000,12817
12-01-3.102,5927,12795
12-01-3.160,5970,12884
12-01-3.223,5943,12837
12-01-3.289,5913,12815
12-01-3.352,5921,12814
12-01-3.410,5968,12735
12-01-3.477,5967,12758
12-01-3.535,5984,12754
12-01-3.602,5628,12995
12-01-3.664,5468,13060
12-01-3.723,5471,13056
12-01-3.785,5570,13014
12-01-3.848,5683,12920
12-01-3.945,5768,12865
12-01-3.977,5804,12819
12-01-4.039,5820,12802
12-01-4.129,5857,12797
12-01-4.160,5819,12817
12-01-4.223,5761,12876
12-01-4.289,5716,12900
12-01-4.348,5609,12982
12-01-4.410,5564,13002
12-01-4.473,5517,13037
12-01-4.535,5527,13038
12-01-4.602,5547,13029
12-01-4.664,5576,13018
12-01-4.723,5621,13000
12-01-4.785,5638,12968
12-01-4.945,5690,12940
12-01-4.973,5702,12931
12-01-5.035,5711,12931
12-01-5.098,5669,12961
12-01-5.160,5614,12984
12-01-5.223,5552,13022
12-01-5.285,5503,13060
12-01-5.348,5501,13073
12-01-5.410,5534,13050
12-01-5.473,5543,13030
12-01-5.535,5610,12992
12-01-5.602,5634,12971
12-01-5.660,5649,12966
12-01-5.723,5648,12962
12-01-5.785,5621,12991
12-01-5.848,5538,13008
12-01-5.973,5368,13146
12-01-6.035,5350,13168
12-01-6.098,5355,13171
12-01-6.160,5387,13149
12-01-6.219,5413,13115
12-01-6.285,5444,13091
12-01-6.344,5467,13090
12-01-6.406,5403,13146
12-01-6.473,5320,13215
12-01-6.531,5239,13256
12-01-6.598,5322,13234
12-01-6.656,5559,13058
12-01-6.719,5709,12889
12-01-6.785,5702,12898
12-01-6.938,5723,12918
12-01-6.953,5780,12863
12-01-6.969,5923,12769
12-01-7.031,5676,12925
12-01-7.094,5877,12833
12-01-7.152,5783,12904
12-01-7.215,5812,12852
12-01-7.281,5826,12830
12-01-7.344,5824,12853
12-01-7.406,5890,12825
12-01-7.469,6019,12759
12-01-7.531,6052,12783
12-01-7.594,6054,12777
12-01-7.656,6087,12749
12-01-7.719,6043,12771
12-01-7.785,6036,12766
12-01-7.844,6025,12786
12-01-7.969,5836,12853
12-01-8.031,5885,12821
12-01-8.098,5799,12804
12-01-8.156,5734,12882
12-01-8.219,5730,12912
12-01-8.285,5787,12900
12-01-8.344,5777,12886
12-01-8.406,5736,12923
12-01-8.473,5387,13193
12-01-8.535,5030,13439
12-01-8.598,4986,13465
12-01-8.660,5123,13246
12-01-8.719,5468,13124
12-01-8.785,5644,12972
12-01-8.945,5666,12907
12-01-8.973,5693,12892
12-01-9.035,5704,12873
12-01-9.098,5753,12840
12-01-9.160,5784,12837
12-01-9.223,5765,12846
12-01-9.289,5744,12864
12-01-9.348,5723,12880
12-01-9.410,5705,12888
12-01-9.473,5703,12890
12-01-9.660,5692,12897
12-01-9.723,5649,12930
12-01-9.785,5647,12942
12-01-9.848,5641,12949
12-01-9.945,5628,12956
12-01-9.973,5597,12973
12-01-10.035,5583,13001
12-01-10.098,5549,13015
12-01-10.160,5526,13026
12-01-10.223,5510,13045
12-01-10.285,5504,13040
12-01-10.348,5506,13044
12-01-10.406,5534,13030
12-01-10.473,5567,13003
12-01-10.535,5617,12975
12-01-10.598,5600,13001
12-01-10.660,5567,13023
12-01-10.723,5526,13046
12-01-10.785,5482,13079
12-01-12.453,5456,13087
12-01-12.469,5440,13097
12-01-12.473,5438,13089
12-01-12.484,5579,12978
12-01-12.594,5768,12894
12-01-12.609,5735,12908
12-01-12.625,5925,12788
12-01-12.641,6068,12728
12-01-12.656,6208,12758
12-01-12.719,6230,12752
12-01-12.781,6165,12770
12-01-12.785,6174,12761
12-01-12.938,6096,12788
12-01-12.969,6035,12808
12-01-13.031,5919,12831
12-01-13.094,6094,12758
12-01-13.156,6099,12736
12-01-13.215,6146,12726
12-01-13.281,6178,12694
12-01-13.344,6242,12663
12-01-13.402,6246,12608
12-01-13.469,6339,12574
12-01-13.527,6388,12520
12-01-13.594,6186,12642
12-01-13.656,6157,12639
12-01-13.719,6156,12630
12-01-13.781,6282,12572
12-01-13.844,6322,12555
12-01-13.938,6366,12531
12-01-13.969,6296,12581
12-01-14.031,6319,12578
12-01-14.098,6264,12611
12-01-14.156,6231,12632
12-01-14.219,6134,12680
12-01-14.281,6001,12737
12-01-14.344,5892,12805
12-01-14.406,5838,12819
12-01-14.469,5834,12817
12-01-14.531,5912,12794
12-01-14.598,6002,12733
12-01-14.656,6076,12688
12-01-14.719,6111,12671
12-01-14.785,6128,12660
12-01-14.969,6102,12691
12-01-15.031,6054,12708
12-01-15.098,6015,12726
12-01-15.160,5982,12741
12-01-15.219,5973,12759
12-01-15.270,6003,12743
12-01-15.332,6008,12732
12-01-15.391,5997,12739
12-01-15.473,6000,12742
12-01-15.520,6005,12730
12-01-15.578,6012,12738
12-01-15.645,5982,12757
12-01-15.703,5948,12768
12-01-15.770,5952,12766
12-01-15.832,5944,12768
12-01-15.941,5950,12763
12-01-15.957,5930,12768
12-01-16.016,5902,12787
12-01-16.078,5881,12797
12-01-16.145,5818,12833
12-01-16.219,5800,12858
12-01-16.281,5765,12877
12-01-16.352,5724,12901
12-01-16.406,5669,12940
12-01-16.473,5514,13047
12-01-16.531,5432,13068
12-01-16.594,5758,12913
12-01-16.656,5972,12765
12-01-16.719,5916,12806
12-01-16.785,5811,12863
12-01-16.941,5782,12889
12-01-16.957,5856,12839
12-01-17.016,5742,12929
12-01-17.078,5697,12925
12-01-17.145,5729,12928
12-01-17.207,5726,12889
12-01-17.273,5797,12858
12-01-17.332,5833,12886
12-01-17.395,5932,12845
12-01-17.457,5931,12825
12-01-17.520,6072,12809
12-01-17.586,6144,12741
12-01-17.645,6028,12785
12-01-17.707,6025,12787
12-01-17.770,5962,12810
12-01-17.832,5966,12818
12-01-17.945,5995,12799
12-01-17.961,5967,12796
12-01-18.020,5916,12827
12-01-18.086,5926,12855
12-01-18.145,5884,12828
12-01-18.207,5903,12846
12-01-18.270,5931,12821
12-01-18.332,5962,12788
12-01-18.395,6042,12740
12-01-18.461,5940,12885
12-01-18.520,5590,13082
12-01-18.586,5223,13279
12-01-18.648,5151,13289
12-01-18.711,5291,13221
12-01-18.773,5579,13037
12-01-18.777,5779,12868
12-01-18.945,5845,12823
12-01-18.961,5835,12815
12-01-19.023,5860,12802
12-01-19.090,5853,12799
12-01-19.148,5873,12787
12-01-19.211,5915,12763
12-01-19.273,5928,12770
12-01-19.336,5895,12802
12-01-19.398,5804,12831
12-01-19.461,5731,12884
12-01-19.523,5709,12905
12-01-19.586,5730,12894
12-01-19.645,5793,12869
12-01-19.707,5815,12845
12-01-19.770,5828,12836
12-01-19.832,5821,12836
12-01-19.941,5858,12809
12-01-19.957,5891,12792
12-01-20.020,5883,12793
12-01-20.078,5913,12788
12-01-20.145,5931,12777
12-01-20.207,5931,12778
12-01-20.273,5918,12771
12-01-20.332,5912,12791
12-01-20.395,5890,12801
12-01-20.465,5899,12802
12-01-20.523,5867,12818
12-01-20.586,5875,12821
12-01-20.648,5831,12842
12-01-20.711,5797,12857
12-01-20.777,5774,12872
12-01-20.934,5693,12911
12-01-20.965,5643,12942
12-01-21.027,5579,12987
12-01-21.090,5542,13004
12-01-21.152,5524,13033
12-01-21.215,5533,13021
12-01-21.277,5605,12976
12-01-21.340,5685,12891
12-01-21.398,5813,12815
12-01-21.465,5847,12800
12-01-21.527,6135,12681
12-01-21.590,5978,12754
12-01-21.652,5856,12815
12-01-21.711,5831,12850
12-01-21.777,5825,12869
12-01-21.836,5918,12819
