Time,I,Q
11-10-23.543,2435,14316
11-10-23.605,2226,14504
11-10-23.664,1966,14569
11-10-23.672,1990,14534
11-10-23.840,1972,14484
11-10-23.855,1992,14483
11-10-23.914,1998,14486
11-10-23.980,2093,14439
11-10-24.039,2091,14390
11-10-24.105,2219,14309
11-10-24.168,2414,14218
11-10-24.227,2556,14085
11-10-24.293,2695,14011
11-10-24.352,3099,13933
11-10-24.414,2943,13975
11-10-24.477,2936,13959
11-10-24.539,2692,14045
11-10-24.605,2308,14106
11-10-24.664,2363,14153
11-10-24.727,2284,14167
11-10-24.836,2183,14190
11-10-24.852,2004,14257
11-10-24.910,1992,14252
11-10-24.977,2059,14265
11-10-25.039,2106,14253
11-10-25.105,2185,14187
11-10-25.164,2395,14156
11-10-25.223,2374,14118
11-10-25.289,2641,14086
11-10-25.352,2813,14008
11-10-25.410,2812,13987
11-10-25.477,3097,13977
11-10-25.535,2771,14013
11-10-25.617,2784,14172
11-10-25.676,2832,14217
11-10-25.832,1991,14434
11-10-25.848,2471,14460
11-10-25.930,2103,14535
11-10-25.977,2182,14512
11-10-26.035,1822,14487
11-10-26.102,1854,14408
11-10-26.160,2018,14336
11-10-26.223,2344,14233
11-10-26.289,2945,14055
11-10-26.348,3229,13905
11-10-26.410,3427,13864
11-10-26.473,3373,13885
11-10-26.535,3286,13906
11-10-26.613,3183,13946
11-10-26.672,3218,13916
11-10-26.734,3191,13928
11-10-26.828,3168,13949
11-10-26.859,3211,13944
11-10-26.926,3239,13938
11-10-27.051,3254,13933
11-10-27.113,3221,13953
11-10-27.176,3040,13984
11-10-27.223,2807,13966
11-10-27.285,2988,13906
11-10-27.348,3319,13843
11-10-27.410,3273,13830
11-10-27.473,3081,13898
11-10-27.535,2922,13981
11-10-27.602,2835,13980
11-10-27.660,2662,14090
11-10-27.664,2130,14378
11-10-27.832,2238,14428
11-10-27.848,2310,14444
11-10-27.910,2356,14471
11-10-27.977,2428,14421
11-10-28.035,2363,14335
11-10-28.102,2617,14131
11-10-28.160,2906,14056
11-10-28.223,2808,14000
11-10-28.289,3043,13930
11-10-28.477,2654,14011
11-10-28.539,2569,14062
11-10-28.605,2468,14111
11-10-28.664,2410,14123
11-10-28.727,2345,14150
11-10-28.836,2320,14158
11-10-28.852,2262,14175
11-10-28.910,2215,14186
11-10-28.977,2238,14180
11-10-29.039,2476,14099
11-10-29.105,2524,14056
11-10-29.164,2655,13997
11-10-29.227,2609,13994
11-10-29.293,2768,13956
11-10-29.352,2648,14031
11-10-29.414,2642,14083
11-10-29.480,2602,14102
11-10-29.543,2599,14116
11-10-29.605,2680,14110
11-10-29.668,2821,14052
11-10-29.844,2762,13985
11-10-29.852,2322,14276
11-10-29.914,2466,14159
11-10-29.977,2435,14147
11-10-30.031,2448,14067
11-10-30.098,2884,13946
11-10-30.168,2822,13964
11-10-30.230,2757,13987
11-10-30.293,2703,13992
11-10-30.355,2632,14023
11-10-30.414,2561,14047
11-10-30.480,2444,14093
11-10-30.543,2414,14106
11-10-30.605,2369,14131
11-10-30.668,2325,14161
11-10-30.727,2265,14162
11-10-30.824,2424,14078
11-10-30.855,2618,14008
11-10-30.914,2783,13945
11-10-30.977,2861,13922
11-10-31.039,2916,13926
11-10-31.105,2904,13905
11-10-31.164,2704,13995
11-10-31.227,2440,14061
11-10-31.289,2295,14246
11-10-31.352,2146,14366
11-10-31.414,2113,14379
11-10-31.477,1886,14490
11-10-31.539,1981,14448
11-10-31.602,2052,14483
11-10-31.664,2048,14502
11-10-31.668,2150,14472
11-10-31.832,2132,14452
11-10-31.848,2255,14348
11-10-31.910,2447,14213
11-10-31.977,2423,14094
11-10-32.035,2745,13983
11-10-32.098,2713,13987
11-10-32.160,2727,13975
11-10-32.223,2571,14036
11-10-32.289,2541,14047
11-10-32.348,2442,14074
11-10-32.410,2405,14075
11-10-32.473,2316,14120
11-10-32.535,2287,14148
11-10-32.602,2259,14154
11-10-32.660,2249,14158
11-10-32.723,2330,14135
11-10-32.832,2400,14089
11-10-32.848,2521,14028
11-10-32.910,2685,13967
11-10-32.977,2766,13912
11-10-33.035,2986,13887
11-10-33.102,2816,13988
11-10-33.160,2637,14037
11-10-33.219,2482,14175
11-10-33.285,2606,14103
11-10-33.344,2387,14166
11-10-33.406,2401,14299
11-10-33.473,2363,14406
11-10-33.535,2357,14433
11-10-33.602,2389,14449
11-10-33.660,2475,14379
11-10-35.320,2701,14175
11-10-35.336,3004,14087
11-10-35.352,3635,13728
11-10-35.367,3247,13864
11-10-35.477,3181,13904
11-10-35.480,3182,13889
11-10-35.492,3381,13824
11-10-35.496,3363,13828
11-10-35.504,3540,13775
11-10-35.520,3002,13994
11-10-35.535,2850,14163
11-10-35.602,2742,14196
11-10-35.660,2714,14220
11-10-35.664,2806,14185
11-10-35.832,2977,14121
11-10-35.848,3146,14008
11-10-35.910,3208,13977
11-10-35.977,3243,13940
11-10-36.039,3292,13905
11-10-36.102,3280,13880
11-10-36.164,3350,13863
11-10-36.223,3309,13846
11-10-36.289,3238,13870
11-10-36.352,3243,13872
11-10-36.410,3187,13900
11-10-36.477,3168,13911
11-10-36.531,3113,13931
11-10-36.602,3098,13959
11-10-36.664,3047,13982
11-10-36.727,3034,13986
11-10-36.820,3131,13950
11-10-36.852,3186,13908
11-10-36.910,3198,13896
11-10-36.977,3266,13871
11-10-37.039,3291,13867
11-10-37.105,3371,13849
11-10-37.168,3258,13911
11-10-37.227,3216,13921
11-10-37.289,3174,13978
11-10-37.352,3142,14006
11-10-37.414,3189,13989
11-10-37.477,3087,14027
11-10-37.539,3090,14045
11-10-37.602,3227,13993
11-10-37.664,3321,13943
11-10-37.668,3319,13927
11-10-37.820,3362,13889
11-10-37.852,3421,13911
11-10-37.910,3260,13934
11-10-37.977,3200,13939
11-10-38.039,3208,13897
11-10-38.102,3440,13795
11-10-38.164,3518,13791
11-10-38.227,3550,13781
11-10-38.293,3510,13789
11-10-38.352,3499,13783
11-10-38.414,3374,13825
11-10-38.480,3275,13860
11-10-38.527,3220,13910
11-10-38.590,3130,13938
11-10-38.652,3123,13936
11-10-38.727,3156,13923
11-10-38.824,3263,13887
11-10-38.840,3305,13873
11-10-38.898,3303,13884
11-10-38.977,3351,13867
11-10-39.039,3399,13842
11-10-39.105,3446,13812
11-10-39.168,3457,13811
11-10-39.227,3444,13842
11-10-39.387,3302,13953
11-10-39.391,3243,13990
11-10-39.414,3227,14021
11-10-39.477,3183,14147
11-10-39.539,3244,14112
11-10-39.602,3298,14088
11-10-39.664,3314,14076
11-10-39.820,3239,14083
11-10-39.852,3240,14044
11-10-39.914,3210,14019
11-10-39.977,3182,13999
11-10-40.039,3185,13932
11-10-40.105,3348,13836
11-10-40.164,3406,13823
11-10-40.223,3446,13794
11-10-40.289,3415,13802
11-10-40.352,3364,13829
11-10-40.410,3308,13846
11-10-40.473,3251,13873
11-10-40.535,3239,13875
11-10-40.602,3183,13905
11-10-40.660,3130,13873
11-10-40.723,3359,13853
11-10-40.816,3351,13843
11-10-40.848,3377,13836
11-10-40.910,3360,13843
11-10-40.973,3349,13842
11-10-41.035,3442,13815
11-10-41.102,3517,13782
11-10-41.160,3601,13744
11-10-41.223,3573,13772
11-10-41.289,3479,13806
11-10-41.348,3402,13913
11-10-41.410,3186,13986
11-10-41.477,3132,14060
11-10-41.535,3141,14071
11-10-41.602,3198,14056
11-10-41.664,3303,14075
11-10-41.668,3226,14069
11-10-41.820,3180,14095
11-10-41.848,3171,14086
11-10-41.910,3191,14032
11-10-41.988,3178,14001
11-10-42.035,3235,13962
11-10-42.102,3277,13862
11-10-42.160,3292,13854
11-10-42.223,3345,13807
11-10-42.289,3301,13849
11-10-42.348,3242,13870
11-10-42.406,3244,13869
11-10-42.473,3297,13860
11-10-42.535,3343,13838
11-10-42.598,3323,13851
11-10-42.660,3298,13869
11-10-42.719,3263,13880
11-10-42.816,3245,13894
11-10-42.848,3234,13896
11-10-42.910,3223,13907
11-10-42.973,3207,13932
11-10-43.035,3176,13950
11-10-43.098,3151,13967
11-10-43.160,3113,13969
11-10-43.223,3068,13988
