Time,I,Q
11-09-19.285,2375,14126
11-09-19.344,2484,14093
11-09-19.406,2592,14050
11-09-19.473,2619,14029
11-09-19.531,2676,14012
11-09-19.594,2569,14048
11-09-19.656,2363,14156
11-09-19.715,2301,14485
11-09-19.719,2217,14574
11-09-19.871,2352,14510
11-09-19.902,2366,14538
11-09-19.965,2602,14608
11-09-20.027,2449,14631
11-09-20.090,2436,14600
11-09-20.152,2408,14635
11-09-20.320,2128,14620
11-09-20.340,1971,14387
11-09-20.402,1867,14374
11-09-20.465,2116,14264
11-09-20.527,2346,14139
11-09-20.590,2524,14063
11-09-20.652,2523,14057
11-09-20.711,2556,14037
11-09-20.777,2645,14063
11-09-20.871,2601,14106
11-09-20.902,2494,14119
11-09-20.965,2437,14129
11-09-21.023,2279,14152
11-09-21.090,2027,14241
11-09-21.152,1907,14329
11-09-21.211,1902,14366
11-09-21.277,2083,14272
11-09-21.336,2156,14208
11-09-21.398,2283,14148
11-09-21.465,2393,14097
11-09-21.527,2498,14051
11-09-21.590,2545,14036
11-09-21.648,2545,14019
11-09-21.711,2575,14023
11-09-21.879,2241,14159
11-09-21.895,1878,14449
11-09-21.961,1681,14501
11-09-22.023,1862,14537
11-09-22.090,1803,14592
11-09-22.148,1770,14650
11-09-22.211,1945,14607
11-09-22.277,1845,14606
11-09-22.336,1832,14613
11-09-22.398,1746,14602
11-09-22.461,1708,14587
11-09-22.523,1800,14464
11-09-22.586,1928,14338
11-09-22.648,1948,14322
11-09-22.711,2131,14259
11-09-22.773,2214,14140
11-09-22.879,2256,14138
11-09-22.922,2325,14115
11-09-22.961,2355,14125
11-09-23.023,2363,14149
11-09-23.090,2320,14164
11-09-23.148,2226,14180
11-09-23.211,2135,14224
11-09-23.273,1953,14323
11-09-23.336,1815,14385
11-09-23.398,1821,14430
11-09-23.461,2030,14310
11-09-23.520,2134,14233
11-09-23.586,2275,14168
11-09-23.648,2329,14141
11-09-23.711,2344,14138
11-09-23.879,2345,14090
11-09-23.895,1947,14260
11-09-23.961,1789,14416
11-09-24.023,1833,14470
11-09-24.086,1779,14498
11-09-24.148,1901,14536
11-09-24.207,1886,14556
11-09-24.270,1821,14586
11-09-24.348,1794,14580
11-09-24.391,1804,14548
11-09-24.473,1724,14512
11-09-24.531,1707,14445
11-09-24.598,1806,14420
11-09-24.656,2018,14275
11-09-24.719,2151,14180
11-09-24.781,2214,14200
11-09-24.902,2275,14175
11-09-24.969,2223,14225
11-09-25.031,2123,14249
11-09-25.094,2024,14313
11-09-25.156,1922,14349
11-09-25.215,1781,14415
11-09-25.281,1686,14494
11-09-25.344,1956,14348
11-09-25.402,2161,14257
11-09-25.465,2278,14207
11-09-25.527,2335,14167
11-09-25.594,2321,14166
11-09-25.652,2334,14125
11-09-25.715,2321,14156
11-09-25.719,2018,14344
11-09-25.867,1816,14466
11-09-25.898,1835,14500
11-09-25.965,1854,14523
11-09-26.023,1888,14543
11-09-26.090,1884,14558
11-09-26.152,1864,14568
11-09-26.215,1846,14586
11-09-26.277,1837,14566
11-09-26.336,1767,14545
11-09-26.398,1732,14520
11-09-26.465,1710,14470
11-09-26.523,1713,14423
11-09-26.590,1918,14295
11-09-26.648,2028,14201
11-09-26.711,2142,14188
11-09-26.777,2177,14212
11-09-26.898,2222,14201
11-09-26.961,2253,14237
11-09-27.129,2241,14237
11-09-27.133,2200,14281
11-09-27.148,2138,14337
11-09-27.211,2042,14431
11-09-27.277,2120,14441
11-09-27.336,2032,14452
11-09-27.398,1933,14359
11-09-27.465,2062,14292
11-09-27.523,2149,14264
11-09-27.590,2244,14202
11-09-27.652,2320,14159
11-09-27.715,2338,14126
11-09-27.719,2388,14070
11-09-27.871,2230,14208
11-09-27.898,1824,14512
11-09-27.965,1815,14621
11-09-28.023,2010,14673
11-09-28.090,2061,14617
11-09-28.152,2089,14638
11-09-28.215,2124,14614
11-09-28.277,2269,14651
11-09-28.336,2108,14644
11-09-28.398,2035,14614
11-09-28.465,1842,14618
11-09-28.527,1938,14449
11-09-28.590,1904,14455
11-09-28.648,1800,14359
11-09-28.711,2038,14222
11-09-28.773,2106,14188
11-09-28.895,2196,14172
11-09-28.961,2255,14165
11-09-29.023,2147,14207
11-09-29.086,2113,14230
11-09-29.148,2030,14258
11-09-29.207,1965,14317
11-09-29.273,1848,14389
11-09-29.336,1813,14443
11-09-29.395,1836,14462
11-09-29.461,1886,14500
11-09-29.520,1885,14497
11-09-29.586,1893,14449
11-09-29.648,1937,14364
11-09-29.707,2017,14295
11-09-29.746,2110,14244
11-09-31.367,2166,14221
11-09-31.379,2259,14202
11-09-31.383,2299,14157
11-09-31.395,1920,14499
11-09-31.398,1980,14514
11-09-31.410,1879,14601
11-09-31.520,1829,14555
11-09-31.527,1803,14502
11-09-31.535,2112,14213
11-09-31.539,2209,14191
11-09-31.551,2217,14182
11-09-31.566,1890,14341
11-09-31.586,1918,14425
11-09-31.648,2023,14377
11-09-31.711,2090,14337
11-09-31.863,2210,14244
11-09-31.895,2254,14204
11-09-31.961,2309,14163
11-09-32.023,2511,14071
11-09-32.086,2425,14112
11-09-32.148,2243,14358
11-09-32.211,1887,14600
11-09-32.273,1659,14696
11-09-32.336,1859,14623
11-09-32.395,1872,14620
11-09-32.461,1756,14650
11-09-32.520,1730,14692
11-09-32.586,1747,14679
11-09-32.645,1726,14651
11-09-32.707,1718,14614
11-09-32.770,1733,14570
11-09-32.879,1736,14532
11-09-32.895,1777,14483
11-09-32.957,1872,14380
11-09-33.016,1935,14335
11-09-33.078,2071,14267
11-09-33.145,2234,14228
11-09-33.207,2216,14230
11-09-33.270,2137,14239
11-09-33.332,2075,14268
11-09-33.391,2064,14295
11-09-33.453,2035,14306
11-09-33.516,1976,14353
11-09-33.574,1975,14363
11-09-33.641,1917,14417
11-09-33.715,1853,14440
11-09-33.945,1923,14410
11-09-33.969,2019,14341
11-09-34.012,2008,14309
11-09-34.074,2148,14280
11-09-34.141,2194,14249
11-09-34.199,2206,14232
11-09-34.266,2234,14208
11-09-34.328,2363,14144
11-09-34.387,2371,14158
11-09-34.449,2240,14230
11-09-34.512,2011,14436
11-09-34.574,1948,14500
11-09-34.652,1866,14564
11-09-34.695,1788,14596
11-09-34.762,2022,14629
11-09-34.871,2220,14601
11-09-34.887,2168,14620
11-09-34.965,2256,14568
11-09-35.023,2221,14661
11-09-35.090,1891,14662
11-09-35.148,1726,14638
11-09-35.211,1652,14552
11-09-35.273,1624,14440
11-09-35.336,1761,14456
11-09-35.398,1985,14332
11-09-35.461,2098,14264
11-09-35.523,2162,14252
11-09-35.586,2131,14248
11-09-35.648,2145,14267
11-09-35.711,2148,14284
11-09-35.715,2077,14330
11-09-35.871,1939,14409
11-09-35.887,1832,14444
11-09-35.949,1752,14556
11-09-36.012,1757,14589
11-09-36.070,1799,14465
11-09-36.148,1828,14493
11-09-36.211,1764,14523
11-09-36.273,1818,14453
11-09-36.336,1962,14374
11-09-36.398,2008,14308
11-09-36.461,2100,14248
11-09-36.523,2176,14228
11-09-36.680,2212,14234
11-09-36.684,2266,14227
11-09-36.711,2307,14176
11-09-36.773,2359,14171
11-09-36.867,2354,14166
11-09-36.898,2167,14252
11-09-36.961,2087,14397
11-09-37.008,2051,14441
11-09-37.090,2008,14478
11-09-37.137,2010,14505
11-09-37.199,1956,14531
11-09-37.266,1942,14560
11-09-37.324,1854,14592
11-09-37.387,1799,14609
11-09-37.449,1734,14605
11-09-37.512,1709,14567
11-09-37.570,1741,14519
11-09-37.633,1781,14476
11-09-37.711,1900,14422
11-09-37.867,2156,14247
11-09-37.902,2224,14215
11-09-37.949,2334,14180
11-09-38.008,2328,14199
11-09-38.070,2184,14289
11-09-38.137,2003,14310
11-09-38.199,1998,14333
11-09-38.262,1958,14358
11-09-38.320,1795,14374
11-09-38.383,1788,14490
11-09-38.449,1899,14417
11-09-38.512,1900,14430
11-09-38.570,1896,14415
11-09-38.637,1954,14359
11-09-38.695,2148,14305
11-09-38.762,2236,14257
11-09-38.867,2270,14218
11-09-38.895,2330,14201
11-09-38.961,2402,14126
11-09-39.008,2224,14196
11-09-39.086,2004,14422
11-09-39.148,1924,14568
11-09-39.195,1946,14694
11-09-39.273,2061,14655
11-09-39.406,2065,14655
11-09-39.461,2385,14613
11-09-39.520,2465,14623
11-09-39.586,2110,14616
11-09-39.648,1992,14616
11-09-39.711,1794,14589
11-09-39.863,1835,14476
11-09-39.895,2027,14319
11-09-39.961,2055,14246
11-09-40.023,2134,14247
11-09-40.086,2140,14214
11-09-40.148,2227,14214
11-09-40.207,2211,14233
11-09-40.273,2243,14252
11-09-40.336,2100,14297
11-09-40.395,1947,14346
11-09-40.461,1796,14401
11-09-40.504,1795,14468
11-09-40.586,1762,14494
11-09-40.633,1791,14461
11-09-40.695,1907,14391
11-09-40.773,2036,14327
11-09-40.879,2151,14254
11-09-40.945,2205,14237
11-09-41.008,2220,14237
11-09-41.086,2270,14198
11-09-41.145,2182,14223
11-09-41.207,2002,14384
11-09-41.273,1979,14452
11-09-41.332,1975,14473
11-09-41.379,1991,14495
11-09-41.445,1963,14526
11-09-41.504,1969,14546
11-09-41.566,1873,14590
11-09-41.633,1805,14614
11-09-41.711,1727,14626
11-09-41.719,1643,14626
11-09-41.867,1631,14586
11-09-41.883,1680,14538
11-09-41.945,1791,14488
11-09-42.008,1852,14446
11-09-42.070,1917,14402
11-09-42.133,2025,14334
11-09-42.195,2158,14265
11-09-42.258,2226,14231
11-09-42.320,2233,14238
11-09-42.383,2243,14229
11-09-42.449,2196,14240
11-09-42.508,2116,14269
11-09-42.566,2149,14259
11-09-42.633,2120,14272
11-09-42.695,2087,14291
11-09-42.758,2082,14307
11-09-42.863,2060,14328
11-09-42.879,1977,14375
11-09-42.945,2021,14371
11-09-43.004,2081,14334
11-09-43.066,2120,14296
11-09-43.145,2149,14264
11-09-43.207,2231,14249
11-09-43.273,2293,14216
11-09-43.332,2298,14213
11-09-43.379,2336,14172
11-09-43.445,2215,14244
11-09-43.508,2212,14365
11-09-43.566,1938,14524
11-09-43.633,1989,14585
11-09-43.695,1981,14614
11-09-43.703,2182,14566
11-09-43.863,2000,14641
11-09-43.879,2221,14603
11-09-43.945,2379,14583
11-09-44.008,2113,14620
11-09-44.066,2035,14610
11-09-44.133,1849,14615
11-09-44.191,1785,14570
11-09-44.258,1831,14487
11-09-44.320,1954,14419
11-09-44.379,2029,14347
11-09-44.445,2145,14242
11-09-44.504,2217,14214
11-09-44.566,2223,14211
11-09-44.629,2280,14215
11-09-44.691,2337,14207
11-09-44.844,2255,14222
11-09-44.863,2180,14261
11-09-44.879,1992,14305
11-09-44.945,1949,14349
11-09-45.004,1884,14381
11-09-45.066,1872,14433
11-09-45.129,1867,14402
11-09-45.191,1895,14383
11-09-45.258,1984,14332
11-09-45.316,2089,14308
11-09-45.379,2168,14275
11-09-45.445,2248,14250
11-09-45.504,2315,14228
11-09-45.566,2358,14213
11-09-45.633,2431,14182
11-09-45.695,2438,14153
11-09-47.355,2197,14312
11-09-47.371,2038,14418
11-09-47.375,2065,14448
11-09-47.402,1898,14529
11-09-47.512,1845,14454
11-09-47.520,1979,14355
11-09-47.543,2302,14223
11-09-47.559,1941,14380
11-09-47.574,2070,14366
11-09-47.641,2052,14377
11-09-47.703,2158,14335
11-09-47.875,2322,14231
11-09-47.953,2365,14207
11-09-48.000,2379,14202
11-09-48.063,2268,14288
11-09-48.129,2062,14507
11-09-48.191,1969,14602
11-09-48.254,1899,14646
11-09-48.316,1991,14637
11-09-48.379,2049,14657
11-09-48.441,2176,14668
11-09-48.504,2184,14657
11-09-48.566,2062,14651
11-09-48.629,1814,14592
11-09-48.691,1798,14540
11-09-48.754,1625,14505
11-09-48.863,1751,14382
11-09-48.879,1848,14358
11-09-48.941,2126,14274
11-09-49.004,2191,14236
11-09-49.063,2224,14227
11-09-49.129,2114,14238
11-09-49.191,2052,14259
11-09-49.254,2029,14284
11-09-49.316,2178,14286
11-09-49.375,1937,14379
11-09-49.441,1897,14371
11-09-49.500,1846,14391
11-09-49.563,1755,14393
11-09-49.625,1793,14434
11-09-49.703,1879,14375
11-09-49.859,2206,14266
11-09-49.875,2262,14223
11-09-49.953,2316,14186
11-09-50.016,2341,14133
11-09-50.074,2373,14152
11-09-50.125,2215,14261
11-09-50.199,2059,14408
11-09-50.254,1897,14400
11-09-50.313,1835,14379
11-09-50.375,1675,14481
11-09-50.441,1821,14534
11-09-50.500,2055,14520
11-09-50.563,1981,14523
11-09-50.625,1814,14584
11-09-50.688,1805,14608
11-09-50.754,1872,14596
11-09-50.859,1915,14569
11-09-50.875,1936,14538
11-09-50.941,1885,14513
11-09-51.000,1842,14490
11-09-51.063,1896,14445
11-09-51.125,1980,14373
11-09-51.188,2100,14310
11-09-51.254,2213,14229
11-09-51.313,2206,14227
11-09-51.375,2185,14237
11-09-51.441,2119,14244
11-09-51.500,2107,14290
11-09-51.680,2102,14297
11-09-51.703,1974,14365
11-09-51.879,1912,14422
11-09-51.941,1900,14387
11-09-52.000,1990,14350
11-09-52.063,2041,14297
11-09-52.129,2084,14265
11-09-52.188,2203,14201
11-09-52.254,2291,14176
11-09-52.316,2299,14185
11-09-52.375,2390,14119
11-09-52.441,2440,14102
11-09-52.504,2280,14171
11-09-52.563,2219,14346
11-09-52.625,2173,14485
11-09-52.688,2068,14636
11-09-52.746,2006,14627
11-09-52.859,2161,14545
11-09-52.891,2271,14564
11-09-52.938,2406,14533
11-09-53.000,2399,14560
11-09-53.063,2274,14601
11-09-53.129,1970,14650
11-09-53.184,1737,14650
11-09-53.246,1710,14606
11-09-53.313,2078,14519
11-09-53.375,2229,14408
11-09-53.441,1938,14509
11-09-53.500,1938,14394
11-09-53.563,1965,14321
11-09-53.629,2072,14258
11-09-53.688,2281,14218
11-09-53.859,2140,14247
11-09-53.875,1990,14260
11-09-53.941,1930,14309
11-09-54.000,1913,14336
11-09-54.063,1931,14338
11-09-54.129,1942,14344
11-09-54.191,1820,14387
11-09-54.254,1913,14369
11-09-54.313,1984,14361
11-09-54.375,1961,14349
11-09-54.441,2011,14319
11-09-54.504,2063,14291
11-09-54.563,2145,14282
11-09-54.625,2264,14250
11-09-54.688,2342,14225
11-09-54.754,2375,14205
11-09-54.859,2256,14210
11-09-54.871,2062,14322
11-09-54.938,1952,14446
11-09-55.000,1911,14509
11-09-55.063,1795,14551
11-09-55.125,1920,14531
11-09-55.188,1944,14542
11-09-55.246,1826,14590
11-09-55.313,1748,14602
11-09-55.371,1839,14622
11-09-55.438,1916,14628
11-09-55.496,1972,14620
11-09-55.559,2029,14589
11-09-55.625,1956,14546
11-09-55.688,1891,14534
11-09-55.859,1839,14385
11-09-55.875,1947,14291
11-09-55.938,2101,14222
11-09-55.996,2114,14234
11-09-56.059,2128,14235
11-09-56.121,2116,14235
11-09-56.184,1920,14344
11-09-56.246,1967,14306
11-09-56.313,2014,14301
11-09-56.371,2034,14304
11-09-56.438,2012,14326
11-09-56.500,2026,14347
11-09-56.559,2053,14337
11-09-56.625,2079,14293
11-09-56.684,2120,14264
11-09-56.742,2154,14239
11-09-56.855,2228,14196
11-09-56.871,2277,14154
11-09-56.934,2355,14131
11-09-57.016,2364,14098
11-09-57.055,2294,14210
11-09-57.137,2008,14418
11-09-57.184,2018,14611
11-09-57.262,2146,14657
11-09-57.320,2025,14626
11-09-57.383,2016,14628
11-09-57.449,2110,14650
11-09-57.496,2268,14596
11-09-57.555,2287,14569
11-09-57.633,2292,14602
11-09-57.695,1968,14634
11-09-57.852,1857,14602
11-09-57.883,1667,14550
11-09-57.945,1672,14503
11-09-58.008,1673,14457
11-09-58.070,1729,14343
11-09-58.137,2033,14174
11-09-58.195,2151,14181
11-09-58.258,2253,14150
11-09-58.320,2273,14153
11-09-58.383,2330,14121
11-09-58.445,2349,14132
11-09-58.504,2362,14123
11-09-58.570,2396,14117
11-09-58.633,2400,14129
11-09-58.695,2407,14138
11-09-58.762,2422,14154
11-09-58.852,2367,14167
11-09-58.867,2420,14162
11-09-58.945,2483,14130
11-09-59.008,2482,14104
11-09-59.055,2443,14106
11-09-59.133,2461,14094
11-09-59.195,2475,14083
11-09-59.258,2434,14107
11-09-59.320,2529,14060
11-09-59.379,2398,14103
11-09-59.445,2252,14170
11-09-59.504,2118,14288
11-09-59.566,1934,14332
11-09-59.633,1886,14332
11-09-59.691,1886,14347
11-09-59.734,1861,14357
11-09-59.848,1826,14397
11-09-59.879,1832,14418
11-09-59.945,1834,14442
11-10-0.008,1833,14437
11-10-0.070,1845,14428
11-10-0.133,1818,14409
11-10-0.191,1810,14372
11-10-0.258,1858,14329
11-10-0.320,1919,14316
11-10-0.379,1950,14301
11-10-0.441,2078,14252
11-10-0.504,2231,14191
11-10-0.563,2370,14116
11-10-0.629,2417,14092
11-10-0.691,2405,14101
11-10-0.754,2417,14102
11-10-0.848,2428,14107
11-10-0.875,2369,14129
11-10-0.941,2260,14171
11-10-1.000,2193,14189
11-10-1.063,2208,14196
11-10-1.215,2265,14179
11-10-1.246,2344,14118
11-10-1.313,2359,14087
11-10-1.371,2379,14072
11-10-1.438,2221,14205
11-10-1.496,1929,14356
11-10-1.559,1811,14437
11-10-1.625,2009,14699
11-10-1.684,1737,14677
11-10-1.688,1718,14683
11-10-3.355,1852,14653
11-10-3.363,1919,14607
11-10-3.383,1796,14592
11-10-3.398,2414,14103
11-10-3.496,2390,14117
11-10-3.512,2449,14103
11-10-3.543,2306,14172
11-10-3.574,1893,14478
11-10-3.625,2041,14641
11-10-3.684,1710,14666
11-10-3.938,2138,14630
11-10-3.996,2078,14593
11-10-4.055,1971,14591
11-10-4.121,1673,14570
11-10-4.180,1539,14531
11-10-4.242,1549,14499
11-10-4.305,1691,14448
11-10-4.367,1835,14275
11-10-4.434,2126,14173
11-10-4.492,2219,14135
11-10-4.551,2269,14139
11-10-4.617,2290,14155
11-10-4.680,2390,14140
11-10-4.738,2343,14150
11-10-4.848,2351,14164
11-10-4.863,2392,14159
11-10-4.930,2390,14174
11-10-4.992,2264,14253
11-10-5.051,2109,14319
11-10-5.117,2164,14296
11-10-5.176,2266,14260
11-10-5.238,2222,14251
11-10-5.305,2188,14237
11-10-5.363,2188,14203
11-10-5.430,2217,14191
11-10-5.488,2243,14167
11-10-5.551,2239,14152
11-10-5.617,2313,14132
11-10-5.691,2237,14156
11-10-5.852,1941,14437
11-10-5.867,1983,14454
11-10-5.930,1968,14454
11-10-5.992,1870,14485
11-10-6.051,1818,14527
11-10-6.113,1874,14572
11-10-6.176,1784,14578
11-10-6.238,1690,14589
11-10-6.305,1632,14579
11-10-6.367,1612,14542
11-10-6.430,1614,14473
11-10-6.492,1887,14364
11-10-6.551,2054,14254
11-10-6.617,1771,14372
11-10-6.680,1813,14279
11-10-6.742,2017,14228
11-10-6.852,2136,14182
11-10-6.867,2178,14185
11-10-6.930,2251,14168
11-10-6.992,2338,14154
11-10-7.051,2359,14154
11-10-7.113,2396,14177
11-10-7.176,2229,14256
11-10-7.238,2004,14334
11-10-7.301,1991,14393
11-10-7.363,2228,14389
11-10-7.426,2332,14373
11-10-7.488,2249,14384
11-10-7.551,2059,14392
11-10-7.617,2068,14303
11-10-7.676,2096,14254
11-10-7.684,2107,14232
11-10-7.848,2114,14214
11-10-7.910,2096,14225
11-10-7.930,2051,14248
11-10-7.988,2017,14264
11-10-8.051,1880,14349
11-10-8.113,1891,14432
11-10-8.176,1886,14478
11-10-8.238,2007,14499
11-10-8.301,2031,14516
11-10-8.363,1925,14552
11-10-8.426,1867,14579
11-10-8.488,1876,14539
11-10-8.551,1851,14560
11-10-8.613,1829,14544
11-10-8.676,1753,14519
11-10-8.738,1718,14459
11-10-8.848,1765,14404
11-10-8.863,1705,14442
11-10-8.926,1907,14288
11-10-8.988,1924,14269
11-10-9.051,2155,14186
11-10-9.113,2211,14177
11-10-9.176,2246,14182
11-10-9.238,2238,14196
11-10-9.305,2227,14210
11-10-9.363,2213,14222
11-10-9.430,2207,14236
11-10-9.488,2209,14238
11-10-9.551,2196,14244
11-10-9.617,2182,14261
11-10-9.676,2179,14261
11-10-9.684,2142,14252
11-10-9.852,2118,14248
11-10-9.863,2106,14225
11-10-9.930,2095,14218
11-10-9.992,2084,14226
11-10-10.051,2099,14218
11-10-10.117,1937,14299
11-10-10.176,1856,14407
11-10-10.238,1862,14454
11-10-10.305,1937,14463
11-10-10.367,1950,14505
11-10-10.430,1907,14543
11-10-10.488,1897,14597
11-10-10.551,1878,14606
11-10-10.617,1774,14596
11-10-10.676,1721,14536
11-10-10.738,1703,14530
11-10-10.848,1673,14494
11-10-10.863,1674,14472
11-10-10.930,1733,14435
11-10-10.988,1757,14427
11-10-11.051,1838,14373
11-10-11.113,1948,14286
11-10-11.176,2052,14245
11-10-11.238,2179,14206
11-10-11.301,2234,14190
11-10-11.359,2241,14190
11-10-11.426,2264,14203
11-10-11.488,2275,14200
11-10-11.551,2324,14198
11-10-11.613,2268,14241
11-10-11.672,2007,14343
11-10-11.680,2084,14305
11-10-11.859,2151,14244
11-10-11.922,2098,14243
11-10-11.992,2105,14209
11-10-12.047,2094,14210
11-10-12.113,2057,14182
11-10-12.172,1975,14282
11-10-12.230,1854,14371
11-10-12.297,1841,14485
11-10-12.359,1886,14529
11-10-12.426,1905,14537
11-10-12.488,1923,14510
11-10-12.547,1856,14570
11-10-12.613,1886,14583
11-10-12.676,1858,14585
11-10-12.734,1762,14609
11-10-12.848,1709,14600
11-10-12.863,1651,14580
11-10-12.930,1651,14496
11-10-12.988,1801,14462
11-10-13.051,2288,14108
11-10-13.113,2224,14185
11-10-13.176,2168,14145
11-10-13.234,2244,14118
11-10-13.301,2271,14142
11-10-13.496,2262,14161
11-10-13.551,2250,14181
11-10-13.613,2229,14216
11-10-13.672,2192,14223
11-10-13.680,2455,14200
11-10-13.863,2243,14326
11-10-13.926,2313,14303
11-10-13.984,2284,14330
11-10-14.047,2273,14322
11-10-14.113,2190,14317
11-10-14.172,2152,14286
11-10-14.230,2147,14237
11-10-14.313,2174,14184
11-10-14.355,2214,14143
11-10-14.422,2243,14133
11-10-14.496,2325,14086
11-10-14.559,2455,14112
11-10-14.621,2286,14136
11-10-14.684,2118,14306
11-10-14.848,2039,14372
11-10-14.871,1826,14446
11-10-14.934,1844,14470
11-10-14.996,1901,14481
11-10-15.055,1991,14430
11-10-15.121,2065,14476
11-10-15.184,1938,14508
11-10-15.242,1947,14498
11-10-15.305,1927,14465
11-10-15.367,1964,14363
11-10-15.434,2082,14288
11-10-15.496,2054,14241
11-10-15.555,2126,14193
11-10-15.617,2150,14199
11-10-15.680,2203,14147
11-10-15.688,2284,14153
11-10-15.863,2339,14164
11-10-15.930,2354,14160
11-10-15.992,2362,14167
11-10-16.051,2375,14175
11-10-16.215,2333,14190
11-10-16.234,2226,14261
11-10-16.301,2189,14279
11-10-16.363,2174,14282
11-10-16.430,2109,14278
11-10-16.488,2082,14254
11-10-16.551,2092,14226
11-10-16.613,2162,14184
11-10-16.676,2182,14174
11-10-16.734,2206,14167
11-10-16.832,2203,14163
11-10-16.863,2163,14181
11-10-16.926,1974,14260
11-10-16.988,1948,14371
11-10-17.047,1955,14430
11-10-17.113,1956,14473
11-10-17.172,2014,14507
11-10-17.234,1979,14522
11-10-17.297,1922,14547
11-10-17.359,1821,14542
11-10-17.426,1838,14523
11-10-17.484,1821,14498
11-10-17.547,1837,14464
11-10-17.609,1819,14410
11-10-17.672,1836,14390
11-10-17.680,1658,14425
11-10-19.344,1820,14257
11-10-19.352,1936,14234
11-10-19.375,2444,14096
11-10-19.488,2416,14159
11-10-19.492,2391,14158
11-10-19.504,2380,14166
11-10-19.520,2491,14066
11-10-19.531,2296,14245
11-10-19.547,1911,14452
11-10-19.609,1809,14504
11-10-19.672,1866,14469
11-10-19.832,2243,14302
11-10-19.863,2313,14198
11-10-19.930,2395,14182
11-10-19.988,2538,14027
11-10-20.047,2367,14060
11-10-20.113,2566,14023
11-10-20.176,2441,14071
11-10-20.238,2445,14068
11-10-20.305,2362,14094
11-10-20.363,2336,14146
11-10-20.430,2306,14159
11-10-20.488,2355,14157
11-10-20.551,2454,14164
11-10-20.617,2442,14164
11-10-20.676,2399,14199
11-10-20.738,2362,14172
11-10-20.832,2412,14116
11-10-20.863,2411,14121
11-10-20.930,2370,14128
11-10-20.988,2324,14116
11-10-21.051,2240,14136
11-10-21.113,2287,14117
11-10-21.176,2115,14223
11-10-21.234,2023,14347
11-10-21.301,1943,14459
11-10-21.359,1946,14505
11-10-21.422,2005,14534
11-10-21.484,1668,14632
11-10-21.660,1883,14652
11-10-21.672,1843,14687
11-10-21.828,1941,14520
11-10-21.859,1825,14487
11-10-21.926,2144,14291
11-10-21.984,2738,14049
11-10-22.047,2764,13968
11-10-22.109,3278,13861
11-10-22.172,3065,13933
11-10-22.234,2943,13967
11-10-22.297,2785,14025
11-10-22.359,2539,14055
11-10-22.422,2501,14047
11-10-22.484,2429,14105
11-10-22.543,2519,14125
11-10-22.609,2198,14214
11-10-22.668,1856,14367
11-10-22.730,1743,14421
11-10-22.840,1762,14416
11-10-22.914,1962,14282
11-10-22.984,2313,14121
11-10-23.043,2375,14101
11-10-23.105,2557,14048
11-10-23.168,2715,14038
11-10-23.230,2818,13998
11-10-23.297,2840,13980
11-10-23.355,2795,14070
11-10-23.414,2594,14059
11-10-23.480,2456,14234
