Time,I,Q
12-44-34.855,6167,13182
12-44-34.867,6183,13144
12-44-34.898,6235,13100
12-44-34.965,6245,13076
12-44-35.023,6247,13063
12-44-35.027,6227,13078
12-44-35.180,6241,13068
12-44-35.211,6222,13071
12-44-35.277,6209,13070
12-44-35.336,6190,13070
12-44-35.398,6179,13070
12-44-35.465,6196,13061
12-44-35.523,6210,13056
12-44-35.586,6235,13052
12-44-35.648,6295,13037
12-44-35.711,6331,13022
12-44-35.773,6337,13030
12-44-35.832,6343,13038
12-44-35.895,6284,13072
12-44-35.961,6376,13025
12-44-36.020,6341,13100
12-44-36.211,6332,13092
12-44-36.215,6322,13108
12-44-36.273,6234,13149
12-44-36.336,6228,13150
12-44-36.395,6250,13139
12-44-36.461,6284,13121
12-44-36.520,6288,13107
12-44-36.586,6280,13106
12-44-36.648,6274,13103
12-44-36.711,6322,13063
12-44-36.773,6255,13108
12-44-36.836,6137,13175
12-44-36.898,6255,13165
12-44-36.961,6250,13078
12-44-37.023,6277,13068
12-44-37.180,6226,13077
12-44-37.207,6215,13080
12-44-37.273,6231,13075
12-44-37.336,6219,13073
12-44-37.395,6207,13059
12-44-37.566,6215,13063
12-44-37.586,6277,13032
12-44-37.645,6325,13028
12-44-37.707,6318,13031
12-44-37.773,6265,13063
12-44-37.832,6223,13099
12-44-37.895,6208,13125
12-44-37.961,6247,13115
12-44-38.023,6209,13149
12-44-38.086,6180,13192
12-44-38.180,6178,13180
12-44-38.211,6168,13177
12-44-38.273,6139,13182
12-44-38.336,6137,13179
12-44-38.398,6125,13187
12-44-38.461,6142,13185
12-44-38.520,6171,13163
12-44-38.586,6156,13144
12-44-38.648,6152,13146
12-44-38.711,6172,13129
12-44-38.773,6181,13126
12-44-38.820,6134,13173
12-44-38.883,6130,13147
12-44-38.949,6230,13088
12-44-39.023,6243,13072
12-44-39.180,6218,13082
12-44-39.195,6221,13075
12-44-39.262,6208,13082
12-44-39.320,6189,13083
12-44-39.383,6184,13080
12-44-39.449,6196,13063
12-44-39.508,6209,13057
12-44-39.570,6220,13051
12-44-39.633,6224,13048
12-44-39.695,6256,13043
12-44-39.762,6316,13026
12-44-39.824,6320,13020
12-44-39.883,6254,13071
12-44-39.949,6196,13116
12-44-40.012,6293,13079
12-44-40.074,6294,13112
12-44-40.203,6144,13202
12-44-40.301,6141,13205
12-44-40.328,6127,13199
12-44-40.391,6083,13203
12-44-40.453,6075,13203
12-44-40.516,6126,13183
12-44-40.574,6135,13159
12-44-40.641,6129,13154
12-44-40.703,6162,13145
12-44-40.770,6200,13112
12-44-40.828,6122,13155
12-44-40.887,6089,13168
12-44-40.953,6130,13145
12-44-41.016,6209,13089
12-44-41.172,6214,13086
12-44-41.199,6222,13087
12-44-41.266,6198,13097
12-44-41.328,6218,13083
12-44-41.391,6212,13081
12-44-41.453,6201,13081
12-44-41.516,6197,13079
12-44-41.574,6189,13068
12-44-41.641,6218,13045
12-44-41.703,6224,13040
12-44-41.766,6238,13038
12-44-41.824,6300,13027
12-44-41.887,6313,13031
12-44-41.953,6277,13058
12-44-42.012,6222,13101
12-44-42.074,6169,13134
12-44-42.199,6131,13186
12-44-42.266,6115,13206
12-44-42.328,6168,13154
12-44-42.387,6232,13103
12-44-42.449,6229,13103
12-44-42.512,6198,13106
12-44-42.574,6148,13123
12-44-42.641,6078,13153
12-44-42.699,6002,13192
12-44-42.766,6065,13173
12-44-42.828,6052,13140
12-44-42.887,6053,13153
12-44-42.953,6092,13127
12-44-43.012,6169,13087
12-44-43.016,6175,13083
12-44-43.168,6184,13083
12-44-43.199,6194,13061
12-44-43.266,6266,13035
12-44-43.324,6339,12985
12-44-43.387,6354,12975
12-44-43.449,6328,12971
12-44-43.512,6297,13005
12-44-43.574,6267,13023
12-44-43.637,6236,13031
12-44-43.699,6227,13042
12-44-43.762,6243,13044
12-44-43.824,6231,13066
12-44-43.887,6203,13085
12-44-43.953,6179,13089
12-44-44.012,6145,13118
12-44-44.070,6113,13148
12-44-44.223,6028,13174
12-44-44.262,6155,13103
12-44-44.324,6157,13095
12-44-44.383,6159,13119
12-44-44.449,6123,13130
12-44-44.512,6074,13173
12-44-44.570,6045,13162
12-44-44.637,6091,13152
12-44-44.695,6121,13099
12-44-44.762,6070,13122
12-44-44.820,6087,13137
12-44-44.879,6118,13122
12-44-44.945,6149,13099
12-44-45.008,6154,13084
12-44-45.016,6173,13083
12-44-45.164,6177,13077
12-44-45.195,6212,13051
12-44-45.258,6301,13017
12-44-45.320,6330,13008
12-44-45.383,6324,13009
12-44-45.449,6312,13007
12-44-45.508,6263,13010
12-44-45.570,6238,13034
12-44-45.637,6252,13028
12-44-45.695,6270,13023
12-44-45.762,6234,13074
12-44-45.824,6154,13118
12-44-45.883,6101,13130
12-44-45.949,6170,13092
12-44-46.008,6052,13214
12-44-46.070,6037,13211
12-44-46.164,6152,13126
12-44-46.195,6043,13070
12-44-46.258,6034,13089
12-44-46.320,6179,13052
12-44-46.383,6205,13072
12-44-46.449,6168,13096
12-44-46.508,6090,13170
12-44-46.570,5999,13177
12-44-46.633,6072,13126
12-44-46.695,6166,13066
12-44-46.762,6093,13091
12-44-46.820,6114,13107
12-44-46.883,6123,13109
12-44-46.945,6175,13081
12-44-47.008,6190,13062
12-44-47.164,6215,13044
12-44-47.191,6207,13049
12-44-47.258,6241,13032
12-44-47.320,6259,13026
12-44-47.379,6279,13014
12-44-47.441,6262,13018
12-44-47.504,6232,13026
12-44-47.566,6235,13026
12-44-47.629,6263,13012
12-44-47.691,6247,13021
12-44-47.754,6205,13050
12-44-47.816,6156,13105
12-44-47.879,6103,13126
12-44-47.941,6116,13115
12-44-48.000,6079,13172
12-44-48.063,6049,13185
12-44-48.160,6194,13041
12-44-48.191,6096,13052
12-44-48.254,6142,13069
12-44-48.313,6118,13109
12-44-48.477,6079,13128
12-44-48.480,6050,13141
12-44-48.504,6024,13166
12-44-48.563,6045,13143
12-44-48.629,6070,13112
12-44-48.688,6108,13079
12-44-48.754,6108,13081
12-44-48.816,6082,13106
12-44-48.875,6102,13113
12-44-48.938,6196,13066
12-44-49.000,6194,13047
12-44-49.008,6185,13051
12-44-50.664,6188,13052
12-44-50.680,6213,13033
12-44-50.695,6185,13043
12-44-50.711,6089,13109
12-44-50.809,6094,13096
12-44-50.824,6081,13133
12-44-50.840,6035,13154
12-44-50.855,6081,13120
12-44-50.871,6120,13099
12-44-50.934,6149,13078
12-44-50.996,6154,13077
12-44-51.000,6158,13073
12-44-51.168,6179,13066
12-44-51.184,6195,13058
12-44-51.246,6204,13053
12-44-51.309,6235,13036
12-44-51.371,6235,13031
12-44-51.438,6261,12966
12-44-51.496,6261,13015
12-44-51.559,6257,13017
12-44-51.621,6241,13022
12-44-51.684,6235,13023
12-44-51.742,6258,13024
12-44-51.809,6201,13047
12-44-51.871,6128,13099
12-44-51.934,6116,13115
12-44-51.996,6213,13068
12-44-52.059,6119,13181
12-44-52.184,6121,13134
12-44-52.246,6166,13059
12-44-52.309,6230,13086
12-44-52.371,6199,13124
12-44-52.434,6128,13135
12-44-52.496,6071,13159
12-44-52.559,6024,13187
12-44-52.621,6004,13197
12-44-52.684,6035,13193
12-44-52.746,6093,13118
12-44-52.809,6157,13073
12-44-52.871,6087,13101
12-44-52.938,6088,13119
12-44-52.996,6141,13086
12-44-53.004,6170,13062
12-44-53.152,6145,13077
12-44-53.184,6168,13072
12-44-53.246,6197,13059
12-44-53.309,6253,13035
12-44-53.371,6307,13006
12-44-53.434,6275,13008
12-44-53.496,6282,13008
12-44-53.559,6272,13000
12-44-53.621,6272,12992
12-44-53.684,6268,12994
12-44-53.746,6284,13001
12-44-53.926,6269,13009
12-44-53.938,6150,13086
12-44-54.000,6128,13106
12-44-54.063,6206,13074
12-44-54.156,6095,13134
12-44-54.188,6077,13164
12-44-54.254,6132,13127
12-44-54.313,6176,13103
12-44-54.375,6166,13104
12-44-54.441,6134,13115
12-44-54.500,6083,13128
12-44-54.563,6048,13151
12-44-54.625,6043,13153
12-44-54.688,6068,13146
12-44-54.754,6123,13102
12-44-54.816,6081,13116
12-44-54.875,6070,13125
12-44-54.938,6123,13098
12-44-55.000,6147,13074
12-44-55.281,6177,13051
12-44-55.289,6179,13057
12-44-55.313,6220,13047
12-44-55.371,6236,13038
12-44-55.438,6246,13024
12-44-55.496,6268,13027
12-44-55.559,6279,13016
12-44-55.621,6288,13018
12-44-55.680,6301,13004
12-44-55.742,6306,13011
12-44-55.809,6276,13039
12-44-55.867,6223,13057
12-44-55.930,6233,13048
12-44-55.992,6312,13019
12-44-56.055,6267,13050
12-44-56.180,6307,13074
12-44-56.242,6151,13001
12-44-56.305,6099,13033
12-44-56.367,6175,13002
12-44-56.434,6258,12986
12-44-56.492,6290,13000
12-44-56.555,6283,13048
12-44-56.621,6221,13067
12-44-56.680,6191,13084
12-44-56.742,6211,13078
12-44-56.809,6302,13019
12-44-56.871,6270,12985
12-44-56.934,6195,13032
12-44-56.996,6160,13082
12-44-57.004,6218,13044
12-44-57.152,6250,13027
12-44-57.184,6225,13039
12-44-57.246,6201,13045
12-44-57.309,6223,13025
12-44-57.367,6263,13028
12-44-57.434,6290,13022
12-44-57.496,6289,12986
12-44-57.559,6279,13021
12-44-57.621,6262,13021
12-44-57.684,6262,13008
12-44-57.746,6256,13015
12-44-57.809,6259,13023
12-44-57.871,6213,13044
12-44-57.934,6246,12996
12-44-57.996,6327,12989
12-44-58.055,6286,13015
12-44-58.152,6229,13068
12-44-58.184,6296,13066
12-44-58.242,5922,13059
12-44-58.309,5792,13211
12-44-58.371,6250,13038
12-44-58.434,6307,13040
12-44-58.496,6186,13093
12-44-58.559,6154,13078
12-44-58.621,6196,13039
12-44-58.684,6235,13015
12-44-58.742,6215,13014
12-44-58.809,6178,13024
12-44-58.871,6146,13065
12-44-58.934,6192,13055
12-44-58.996,6222,13029
12-44-59.004,6213,13026
12-44-59.152,6205,13027
12-44-59.184,6182,13041
12-44-59.367,6200,13033
12-44-59.434,6259,13010
12-44-59.492,6264,13006
12-44-59.555,6238,13006
12-44-59.621,6265,13000
12-44-59.680,6290,12987
12-44-59.742,6261,13002
12-44-59.805,6224,13052
12-44-59.867,6142,13081
12-44-59.934,6148,13074
12-44-59.992,6180,13056
12-45-0.055,6167,13118
12-45-0.184,6121,13161
12-45-0.242,5874,13120
12-45-0.309,5749,13228
12-45-0.367,6066,13125
12-45-0.434,6104,13123
12-45-0.496,6041,13152
12-45-0.555,6029,13151
12-45-0.621,6041,13132
12-45-0.680,6107,13095
12-45-0.742,6170,13054
12-45-0.805,6130,13078
12-45-0.867,6106,13080
12-45-0.934,6114,13101
12-45-0.992,6174,13063
12-45-1.000,6210,13035
12-45-1.152,6216,13029
12-45-1.180,6220,13023
12-45-1.242,6257,12998
12-45-1.305,6306,12988
12-45-1.367,6319,12979
12-45-1.434,6330,12975
12-45-1.492,6345,12982
12-45-1.555,6251,13001
12-45-1.605,6213,13006
12-45-1.664,6264,12991
12-45-1.727,6294,12973
12-45-1.793,6212,13013
12-45-1.867,6190,13032
12-45-1.930,6217,13031
12-45-1.992,6082,13148
12-45-2.055,6051,13167
12-45-2.148,5853,13227
12-45-2.180,5581,13292
12-45-2.242,5828,13125
12-45-2.305,6099,13104
12-45-2.367,6012,13161
12-45-2.430,5980,13185
12-45-2.492,6030,13161
12-45-2.551,6113,13106
12-45-2.617,6155,13057
12-45-2.680,6145,13064
12-45-2.738,6133,13072
12-45-2.805,6168,13042
12-45-2.863,6208,13028
12-45-2.930,6217,13012
12-45-2.988,6229,13008
12-45-3.145,6270,12999
12-45-3.176,6253,13018
12-45-3.238,6313,12979
12-45-3.305,6329,12953
12-45-3.359,6302,12972
12-45-3.410,6265,12984
12-45-3.477,6241,12988
12-45-3.539,6270,12956
12-45-3.605,6334,12933
12-45-3.668,6344,12934
12-45-3.730,6279,12969
12-45-3.793,6236,13011
12-45-3.855,6280,12994
12-45-3.922,6257,12991
12-45-3.984,6189,13062
12-45-4.047,6162,13109
12-45-4.176,6161,13081
12-45-4.238,6151,13098
12-45-4.301,6144,13123
12-45-4.363,6096,13135
12-45-4.430,6061,13136
12-45-4.477,6108,13124
12-45-4.535,6210,13067
12-45-4.602,6253,13008
12-45-4.664,6207,13023
12-45-4.727,6192,13045
12-45-4.789,6230,13015
12-45-4.848,6283,12988
12-45-4.910,6280,12983
12-45-4.992,6271,12989
12-45-6.637,6267,13005
12-45-6.652,6266,13014
12-45-6.668,6251,12996
12-45-6.684,6333,12961
12-45-6.797,6337,12979
12-45-6.813,6196,13070
12-45-6.828,6199,13041
12-45-6.855,6260,13003
12-45-6.922,6285,12994
12-45-6.984,6263,13004
12-45-6.988,6230,13030
12-45-7.137,6215,13035
12-45-7.168,6235,13032
12-45-7.230,6248,13004
12-45-7.297,6269,13015
12-45-7.359,6249,13013
12-45-7.422,6223,13010
12-45-7.484,6195,13033
12-45-7.543,6197,13020
12-45-7.609,6248,12993
12-45-7.668,6261,12999
12-45-7.730,6241,13027
12-45-7.797,6184,13044
12-45-7.855,6215,13013
12-45-7.922,6306,13000
12-45-7.984,6146,13048
12-45-8.043,6119,13119
12-45-8.137,6121,13139
12-45-8.168,6070,13117
12-45-8.227,6125,13107
12-45-8.289,6124,13146
12-45-8.352,6081,13158
12-45-8.414,6052,13143
12-45-8.477,6095,13101
12-45-8.535,6166,13043
12-45-8.602,6256,13012
12-45-8.664,6162,13041
12-45-8.727,6186,13061
12-45-8.801,6247,13024
12-45-8.848,6244,13006
12-45-8.910,6235,13017
12-45-8.973,6227,13029
12-45-9.129,6243,13027
12-45-9.160,6263,13030
12-45-9.223,6250,13028
12-45-9.285,6236,13028
12-45-9.348,6222,13027
12-45-9.406,6236,13010
12-45-9.473,6305,12978
12-45-9.535,6356,12950
12-45-9.598,6303,12977
12-45-9.660,6267,13010
12-45-9.719,6238,13013
12-45-9.785,6271,12992
12-45-9.848,6293,13037
12-45-9.906,6158,13109
12-45-9.973,6123,13125
12-45-10.031,6120,13101
12-45-10.145,5803,13174
12-45-10.160,5839,13197
12-45-10.219,6116,13088
12-45-10.285,6106,13117
12-45-10.344,6083,13128
12-45-10.406,6067,13140
12-45-10.473,6102,13112
12-45-10.531,6174,13058
12-45-10.594,6228,13017
12-45-10.656,6210,13031
12-45-10.719,6172,13044
12-45-10.781,6213,13061
12-45-10.844,6269,13019
12-45-10.902,6276,13002
12-45-10.969,6282,12999
12-45-10.973,6292,12996
12-45-11.141,6284,12991
12-45-11.156,6252,13031
12-45-11.215,6250,13033
12-45-11.281,6259,13024
12-45-11.344,6247,13026
12-45-11.402,6230,13023
12-45-11.469,6226,13016
12-45-11.641,6263,12998
12-45-11.656,6282,12983
12-45-11.715,6218,13025
12-45-11.781,6212,13031
12-45-11.840,6239,13011
12-45-11.902,6281,13028
12-45-11.969,6158,13116
12-45-12.027,6051,13189
12-45-12.141,5504,13348
12-45-12.156,5457,13365
12-45-12.215,5920,13209
12-45-12.281,6129,13102
12-45-12.340,6102,13116
12-45-12.402,6105,13114
12-45-12.465,6155,13101
12-45-12.527,6179,13065
12-45-12.594,6180,13047
12-45-12.652,6179,13047
12-45-12.715,6163,13054
12-45-12.777,6208,13031
12-45-12.840,6240,13018
12-45-12.902,6225,13014
12-45-12.969,6203,13022
12-45-12.973,6186,13045
12-45-13.152,6154,13070
12-45-13.215,6167,13038
12-45-13.277,6220,13013
12-45-13.340,6220,13012
12-45-13.402,6202,13019
12-45-13.465,6182,13019
12-45-13.527,6182,13007
12-45-13.594,6247,12988
12-45-13.656,6322,12949
12-45-13.715,6332,12946
12-45-13.777,6300,12965
12-45-13.840,6261,13002
12-45-13.902,6251,13004
12-45-13.965,6300,12969
12-45-14.027,6241,13064
12-45-14.137,6158,13139
12-45-14.152,5698,13359
12-45-14.215,5272,13499
12-45-14.277,5304,13497
12-45-14.336,5949,13246
12-45-14.398,6077,13160
12-45-14.465,6131,13126
12-45-14.523,6212,13073
12-45-14.590,6270,13013
12-45-14.648,6181,13055
12-45-14.711,6172,13065
12-45-14.777,6236,13030
12-45-14.840,6264,13009
12-45-14.898,6274,13002
12-45-14.977,6300,12996
12-45-14.984,6257,12992
12-45-15.137,6210,13020
12-45-15.152,6198,13036
12-45-15.211,6189,13045
12-45-15.277,6210,13038
12-45-15.336,6211,13029
12-45-15.398,6234,13016
12-45-15.461,6236,13005
12-45-15.523,6260,12975
12-45-15.590,6304,12949
12-45-15.648,6327,12942
12-45-15.711,6342,12934
12-45-15.777,6332,12937
12-45-15.836,6340,12940
12-45-15.898,6360,12937
12-45-15.965,6458,12919
12-45-16.023,6402,12977
12-45-16.152,5660,13291
12-45-16.211,5808,13127
12-45-16.277,6294,13042
12-45-16.336,6250,13056
12-45-16.398,6270,13043
12-45-16.461,6281,13023
12-45-16.520,6330,13000
12-45-16.586,6314,12970
12-45-16.648,6259,12993
12-45-16.711,6241,13019
12-45-16.773,6241,13015
12-45-16.836,6292,12982
12-45-16.895,6319,12963
12-45-16.977,6314,12964
12-45-16.992,6319,12969
12-45-17.133,6293,12985
12-45-17.148,6306,13012
12-45-17.207,6304,13020
12-45-17.273,6294,13001
12-45-17.336,6259,13001
12-45-17.395,6252,13010
12-45-17.457,6255,12999
12-45-17.520,6271,12980
12-45-17.586,6351,12937
12-45-17.645,6406,12926
12-45-17.707,6387,12953
12-45-17.785,6313,12978
12-45-17.844,6361,12971
12-45-17.906,6332,12970
12-45-17.969,6188,13088
12-45-18.031,6144,13147
12-45-18.125,5865,13197
12-45-18.156,5942,13173
12-45-18.215,6146,13174
12-45-18.281,6150,13202
12-45-18.352,6111,13217
12-45-18.402,6094,13211
12-45-18.465,6102,13185
12-45-18.527,6150,13151
12-45-18.594,6191,13074
12-45-18.656,6233,13044
12-45-18.719,6298,12999
12-45-18.781,6196,13045
12-45-18.844,6222,13049
12-45-18.902,6347,12984
12-45-18.969,6332,12988
12-45-19.129,6270,13037
12-45-19.145,6253,13029
12-45-19.207,6291,13013
12-45-19.273,6335,12970
12-45-19.336,6334,12967
12-45-19.398,6311,12963
12-45-19.465,6296,12971
12-45-19.523,6289,12976
12-45-19.590,6296,12975
12-45-19.648,6343,12953
12-45-19.824,6395,12940
12-45-19.840,6369,12988
12-45-19.898,6331,13006
12-45-19.965,6341,13018
12-45-20.023,6397,12978
12-45-20.121,6318,13025
12-45-20.152,6210,13127
12-45-20.215,6197,13150
12-45-20.281,6092,13168
12-45-20.340,5904,13190
12-45-20.402,6091,13187
12-45-20.469,6101,13191
12-45-20.527,6145,13153
12-45-20.594,6198,13134
12-45-20.656,6284,13085
12-45-20.715,6334,13033
12-45-20.781,6329,13007
12-45-20.828,6264,13027
12-45-20.891,6237,13084
12-45-20.957,6285,13036
12-45-22.625,6323,13009
12-45-22.641,6313,13016
12-45-22.656,6310,12999
12-45-22.672,6384,12970
12-45-22.766,6377,12992
12-45-22.781,6348,13011
12-45-22.797,6092,13087
12-45-22.813,6145,13142
12-45-22.828,6247,13085
12-45-22.891,6274,13048
12-45-22.953,6273,13041
12-45-23.129,6270,13059
12-45-23.145,6337,13024
12-45-23.203,6334,13029
12-45-23.270,6291,13049
12-45-23.332,6216,13076
12-45-23.391,6286,13049
12-45-23.457,6432,12947
12-45-23.520,6473,12904
12-45-23.586,6447,12905
12-45-23.648,6409,12924
12-45-23.707,6369,12922
12-45-23.773,6340,12964
12-45-23.832,6305,12994
12-45-23.895,6275,13036
12-45-23.961,6248,13062
12-45-24.020,6242,13062
12-45-24.117,6325,13040
12-45-24.145,6251,13067
12-45-24.207,6118,13158
12-45-24.273,6087,13175
12-45-24.336,6034,13150
12-45-24.395,6055,13169
12-45-24.461,6076,13200
12-45-24.520,6111,13183
12-45-24.586,6146,13138
12-45-24.648,6207,13083
12-45-24.703,6256,13035
12-45-24.770,6210,13068
12-45-24.832,6177,13081
12-45-24.895,6186,13103
12-45-24.957,6223,13081
12-45-24.961,6259,13059
12-45-25.113,6247,13064
12-45-25.145,6237,13069
12-45-25.207,6251,13088
12-45-25.270,6273,13077
12-45-25.328,6306,13053
12-45-25.391,6279,13058
12-45-25.457,6329,13027
12-45-25.520,6350,13023
12-45-25.578,6343,13010
12-45-25.641,6322,13017
12-45-25.703,6305,13027
12-45-25.770,6294,13027
12-45-25.828,6285,13035
12-45-25.887,6282,13046
12-45-25.953,6275,13057
12-45-26.016,6257,13075
12-45-26.125,6213,13098
12-45-26.141,6238,13077
12-45-26.199,6242,13083
12-45-26.266,6171,13139
12-45-26.328,6061,13214
12-45-26.387,6061,13209
12-45-26.449,6058,13210
12-45-26.527,6070,13211
12-45-26.574,6087,13196
12-45-26.637,6095,13185
12-45-26.699,6129,13154
12-45-26.766,6173,13121
12-45-26.824,6213,13086
12-45-26.887,6189,13103
12-45-26.953,6143,13121
12-45-26.957,6160,13131
12-45-27.137,6211,13105
12-45-27.199,6209,13099
12-45-27.262,6206,13103
12-45-27.324,6232,13094
12-45-27.383,6280,13063
12-45-27.449,6297,13046
12-45-27.512,6320,13032
12-45-27.570,6335,13026
12-45-27.633,6336,13022
12-45-27.695,6327,13012
12-45-27.762,6309,13016
12-45-27.824,6282,13035
12-45-27.898,6267,13055
12-45-27.945,6252,13073
12-45-28.008,6236,13106
12-45-28.117,6176,13141
12-45-28.133,6150,13144
12-45-28.195,6217,13107
12-45-28.262,6250,13128
12-45-28.320,6146,13163
12-45-28.383,6100,13192
12-45-28.449,6045,13173
12-45-28.508,6051,13167
12-45-28.566,6091,13165
12-45-28.633,6088,13180
12-45-28.695,6094,13180
12-45-28.758,6115,13162
12-45-28.816,6151,13140
12-45-28.879,6182,13113
12-45-28.957,6203,13095
12-45-28.961,6169,13119
12-45-29.113,6124,13141
12-45-29.145,6172,13149
12-45-29.203,6214,13119
12-45-29.266,6203,13118
12-45-29.328,6196,13113
12-45-29.391,6196,13123
12-45-29.457,6233,13103
12-45-29.516,6260,13086
12-45-29.578,6299,13056
12-45-29.641,6324,13040
12-45-29.703,6320,13035
12-45-29.766,6316,13030
12-45-29.828,6304,13026
12-45-29.891,6274,13039
12-45-29.953,6260,13059
12-45-30.016,6243,13084
12-45-30.141,6176,13129
12-45-30.203,6199,13113
12-45-30.266,6211,13125
12-45-30.328,6108,13227
12-45-30.391,6015,13227
12-45-30.457,5784,13209
12-45-30.500,5576,13345
12-45-30.563,5909,13256
12-45-30.641,6007,13234
12-45-30.688,6028,13228
12-45-30.770,6064,13207
12-45-30.813,6088,13178
12-45-30.875,6143,13139
12-45-30.953,6190,13110
12-45-30.957,6141,13146
12-45-31.109,6138,13149
12-45-31.141,6192,13134
12-45-31.199,6204,13117
12-45-31.266,6200,13128
12-45-31.328,6222,13128
12-45-31.387,6252,13105
12-45-31.453,6301,13082
12-45-31.512,6338,13032
12-45-31.574,6370,13006
12-45-31.637,6341,13030
12-45-31.699,6307,13038
12-45-31.762,6272,13055
12-45-31.824,6228,13079
12-45-31.887,6228,13088
12-45-31.953,6202,13115
12-45-32.012,6164,13141
12-45-32.105,6153,13153
12-45-32.137,6234,13135
12-45-32.199,6235,13154
12-45-32.266,6084,13251
12-45-32.324,5978,13213
12-45-32.387,5686,13309
12-45-32.449,5819,13236
12-45-32.512,6010,13265
12-45-32.570,6035,13259
12-45-32.637,6049,13250
12-45-32.699,6112,13215
12-45-32.762,6183,13171
12-45-32.824,6163,13143
12-45-32.887,6085,13183
12-45-32.949,6082,13200
12-45-33.105,6164,13144
12-45-33.137,6162,13151
12-45-33.199,6162,13157
12-45-33.262,6168,13164
12-45-33.320,6244,13131
12-45-33.383,6292,13097
12-45-33.449,6308,13070
12-45-33.508,6322,13063
12-45-33.570,6296,13067
12-45-33.633,6288,13068
12-45-33.695,6262,13076
12-45-33.762,6226,13095
12-45-33.824,6210,13112
12-45-33.883,6194,13133
12-45-33.945,6146,13164
12-45-34.008,6145,13161
