Time,I,Q
12-35-56.438,6921,12981
12-35-56.500,7108,12918
12-35-56.559,7144,12848
12-35-56.625,7038,12936
12-35-56.766,6928,13009
12-35-56.813,6883,13010
12-35-56.875,7005,12922
12-35-56.969,7097,12863
12-35-57.000,7053,12890
12-35-57.059,7074,12892
12-35-57.125,7033,12886
12-35-57.188,7013,12944
12-35-57.246,7027,12938
12-35-57.313,7038,12928
12-35-57.375,7037,12901
12-35-57.438,7129,12857
12-35-57.496,7105,12838
12-35-57.559,7123,12848
12-35-57.625,7112,12853
12-35-57.684,7117,12853
12-35-57.746,7052,12867
12-35-57.809,7020,12926
12-35-57.813,7071,12895
12-35-57.969,7060,12886
12-35-57.996,7052,12887
12-35-58.055,7053,12889
12-35-58.121,7035,12907
12-35-58.184,7027,12904
12-35-58.246,6994,12934
12-35-58.309,6962,12946
12-35-58.371,7030,12960
12-35-58.434,7088,12896
12-35-58.496,6958,12971
12-35-58.559,6980,12960
12-35-58.625,6919,12970
12-35-58.684,6778,13111
12-35-58.746,6851,13059
12-35-58.809,6882,13053
12-35-58.871,6990,12959
12-35-58.969,6991,12902
12-35-58.996,7107,12841
12-35-59.059,7137,12835
12-35-59.121,7089,12881
12-35-59.184,7035,12925
12-35-59.246,7057,12932
12-35-59.309,7059,12910
12-35-59.375,7059,12880
12-35-59.434,7109,12867
12-35-59.496,7112,12888
12-35-59.559,7050,12894
12-35-59.621,7057,12904
12-35-59.680,7031,12906
12-35-59.742,7080,12876
12-35-59.809,6961,12950
12-35-59.965,7030,12912
12-35-59.996,6991,12943
12-36-0.059,6987,12946
12-36-0.121,6938,12982
12-36-0.184,6907,12983
12-36-0.246,6953,12958
12-36-0.309,6977,12962
12-36-0.371,6921,13009
12-36-0.434,7016,12979
12-36-0.496,6944,12979
12-36-0.559,6920,13013
12-36-0.621,6974,12955
12-36-0.684,6824,13040
12-36-0.855,6834,13083
12-36-0.871,6958,12979
12-36-0.965,6983,12920
12-36-0.996,7073,12863
12-36-1.055,7113,12844
12-36-1.121,7112,12855
12-36-1.184,7072,12883
12-36-1.242,7009,12923
12-36-1.309,7006,12937
12-36-1.367,6985,12925
12-36-1.434,7076,12879
12-36-1.496,7098,12868
12-36-1.559,7005,12947
12-36-1.621,6923,12984
12-36-1.684,6957,12972
12-36-1.742,7101,12889
12-36-1.809,6980,12923
12-36-3.465,7054,12903
12-36-3.480,6967,12941
12-36-3.496,7037,12944
12-36-3.512,6775,13104
12-36-3.605,6855,13072
12-36-3.609,6948,13044
12-36-3.621,7052,12889
12-36-3.637,7134,12847
12-36-3.652,7115,12877
12-36-3.680,6998,12946
12-36-3.742,7068,12896
12-36-3.809,7004,12950
12-36-3.965,7048,12916
12-36-3.980,7046,12902
12-36-4.043,7048,12894
12-36-4.105,7027,12895
12-36-4.168,6999,12916
12-36-4.230,6950,12943
12-36-4.297,6957,12967
12-36-4.355,6995,12942
12-36-4.422,7017,12936
12-36-4.480,7018,12951
12-36-4.543,6992,12964
12-36-4.609,7000,12944
12-36-4.668,6803,13035
12-36-4.727,6874,13055
12-36-4.793,6944,13053
12-36-4.945,7085,12911
12-36-4.969,7096,12876
12-36-4.980,7107,12860
12-36-5.039,7167,12829
12-36-5.105,7161,12844
12-36-5.168,7062,12920
12-36-5.230,7041,12909
12-36-5.293,7093,12900
12-36-5.355,7091,12880
12-36-5.414,7147,12855
12-36-5.480,7109,12860
12-36-5.543,7019,12919
12-36-5.605,6981,12948
12-36-5.668,6977,12954
12-36-5.730,7104,12870
12-36-5.793,7009,12952
12-36-5.801,7037,12916
12-36-5.965,7061,12907
12-36-5.980,7025,12915
12-36-6.039,7014,12918
12-36-6.105,7004,12941
12-36-6.168,7003,12956
12-36-6.313,6981,12943
12-36-6.352,6976,12977
12-36-6.414,7039,12935
12-36-6.480,7022,12947
12-36-6.539,7079,12911
12-36-6.605,6973,12998
12-36-6.664,6747,13129
12-36-6.727,6836,13075
12-36-6.789,6899,13076
12-36-6.852,6959,12977
12-36-6.961,7104,12878
12-36-6.977,7182,12822
12-36-7.039,7193,12815
12-36-7.105,7132,12899
12-36-7.164,7063,12911
12-36-7.227,7057,12884
12-36-7.289,7092,12877
12-36-7.352,7120,12857
12-36-7.414,7102,12874
12-36-7.477,7045,12906
12-36-7.539,7033,12882
12-36-7.602,6993,12924
12-36-7.664,7083,12867
12-36-7.723,6968,12946
12-36-7.789,7036,12898
12-36-7.961,7000,12924
12-36-7.977,6992,12932
12-36-8.039,7015,12903
12-36-8.102,7018,12895
12-36-8.164,7028,12881
12-36-8.223,6942,12935
12-36-8.289,6938,12979
12-36-8.352,6880,13016
12-36-8.410,6984,12963
12-36-8.473,6925,13018
12-36-8.535,6860,13037
12-36-8.602,6898,13034
12-36-8.660,6904,13053
12-36-8.719,6899,13050
12-36-8.785,6934,13016
12-36-8.848,6980,12982
12-36-9.035,7062,12895
12-36-9.039,7103,12871
12-36-9.043,7092,12865
12-36-9.102,7022,12919
12-36-9.160,7059,12896
12-36-9.223,7082,12871
12-36-9.285,7120,12844
12-36-9.344,7130,12838
12-36-9.406,7116,12853
12-36-9.473,7062,12990
12-36-9.535,6799,13091
12-36-9.598,7028,12943
12-36-9.656,7070,12895
12-36-9.719,6990,12934
12-36-9.797,7081,12909
12-36-9.957,7044,12879
12-36-9.969,7031,12897
12-36-10.031,7039,12902
12-36-10.098,6985,12953
12-36-10.156,6872,13029
12-36-10.215,6908,13026
12-36-10.297,6964,12984
12-36-10.344,7052,12951
12-36-10.406,7012,12943
12-36-10.469,7018,12948
12-36-10.531,7060,12918
12-36-10.594,7031,12964
12-36-10.656,6976,12993
12-36-10.719,7021,12928
12-36-10.781,7052,12917
12-36-10.855,7036,12898
12-36-10.953,7150,12858
12-36-10.984,7120,12860
12-36-11.031,7056,12921
12-36-11.094,7042,12918
12-36-11.156,7087,12885
12-36-11.219,7072,12883
12-36-11.281,7095,12884
12-36-11.344,7055,12905
12-36-11.402,7010,12959
12-36-11.469,6782,13073
12-36-11.527,7100,12853
12-36-11.594,6975,12938
12-36-11.773,6973,12972
12-36-11.781,7040,12915
12-36-11.797,6999,12925
12-36-11.953,7014,12923
12-36-11.969,7016,12914
12-36-12.031,7041,12891
12-36-12.094,7045,12904
12-36-12.156,6978,12953
12-36-12.219,6971,12991
12-36-12.281,6896,13030
12-36-12.340,6881,13034
12-36-12.402,6907,13011
12-36-12.469,6919,13017
12-36-12.527,6960,13008
12-36-12.594,6936,13007
12-36-12.656,6915,13018
12-36-12.719,6947,12971
12-36-12.781,7002,12916
12-36-12.844,7079,12858
12-36-12.953,7099,12856
12-36-12.977,7110,12883
12-36-13.031,6976,12937
12-36-13.098,7005,12919
12-36-13.160,7054,12894
12-36-13.219,7055,12879
12-36-13.281,7089,12865
12-36-13.344,7087,12867
12-36-13.406,7032,13032
12-36-13.473,6967,12937
12-36-13.531,7092,12876
12-36-13.598,7038,12922
12-36-13.656,7013,12913
12-36-13.719,7081,12878
12-36-13.785,7050,12886
12-36-13.945,7042,12880
12-36-13.973,7046,12874
12-36-14.035,7035,12883
12-36-14.102,7020,12916
12-36-14.160,7002,12932
12-36-14.223,6906,12995
12-36-14.289,6947,12985
12-36-14.352,6977,12963
12-36-14.508,6934,12984
12-36-14.512,6939,13008
12-36-14.535,7005,12962
12-36-14.602,6932,12989
12-36-14.664,6933,13007
12-36-14.723,6981,12970
12-36-14.789,6997,12926
12-36-14.848,7071,12869
12-36-14.945,7112,12852
12-36-14.961,7110,12854
12-36-15.023,7133,12855
12-36-15.090,7044,12894
12-36-15.148,7011,12914
12-36-15.211,7080,12887
12-36-15.273,7063,12886
12-36-15.336,7091,12864
12-36-15.398,7224,12784
12-36-15.461,7063,12900
12-36-15.523,7042,12903
12-36-15.586,7112,12852
12-36-15.648,7053,12891
12-36-15.711,7029,12905
12-36-15.859,7084,12871
12-36-15.961,7041,12892
12-36-16.023,7032,12898
12-36-16.090,7017,12911
12-36-16.148,6986,12951
12-36-16.211,6964,12979
12-36-16.273,6951,12993
12-36-16.336,6849,13034
12-36-16.398,6886,13022
12-36-16.465,6888,13012
12-36-16.527,6946,12995
12-36-16.590,6947,12985
12-36-16.652,6860,13044
12-36-16.715,6862,13042
12-36-16.777,6928,12990
12-36-16.840,6983,12952
12-36-16.949,7026,12881
12-36-16.965,7064,12873
12-36-17.027,7117,12841
12-36-17.090,7142,12847
12-36-17.152,7068,12895
12-36-17.215,7039,12902
12-36-17.281,7044,12908
12-36-17.340,7072,12909
12-36-17.402,7085,12933
12-36-17.465,7137,12868
12-36-17.527,7084,12866
12-36-17.594,7075,12865
12-36-17.656,7117,12842
12-36-17.715,7042,12899
12-36-17.777,7060,12885
12-36-17.789,7086,12877
12-36-19.438,7033,12904
12-36-19.445,7033,12899
12-36-19.469,7042,12893
12-36-19.484,7012,12943
12-36-19.578,6944,12983
12-36-19.598,7102,12868
12-36-19.629,6993,12946
12-36-19.656,6960,12963
12-36-19.703,7015,12933
12-36-19.770,6952,12993
12-36-19.945,6984,12951
12-36-19.973,6992,12927
12-36-20.020,7001,12924
12-36-20.078,6971,12935
12-36-20.145,6974,12923
12-36-20.207,6925,12932
12-36-20.270,6908,12973
12-36-20.332,6830,13023
12-36-20.391,6880,13003
12-36-20.457,6912,12998
12-36-20.516,6884,13009
12-36-20.574,6929,13008
12-36-20.641,6883,13033
12-36-20.703,6800,13047
12-36-20.770,6915,13032
12-36-20.832,7038,12937
12-36-20.941,7097,12866
12-36-20.957,7113,12865
12-36-21.016,7046,12896
12-36-21.078,7011,12924
12-36-21.141,6997,12933
12-36-21.203,7004,12905
12-36-21.270,7118,12859
12-36-21.328,7039,12879
12-36-21.391,7043,12884
12-36-21.457,6885,12951
12-36-21.520,6846,13118
12-36-21.578,7005,12932
12-36-21.645,6986,12929
12-36-21.703,6983,12971
12-36-21.770,7049,12883
12-36-21.930,7012,12900
12-36-21.961,6990,12931
12-36-22.020,6991,12928
12-36-22.078,6994,12926
12-36-22.145,6925,12954
12-36-22.207,6886,13002
12-36-22.273,6882,13030
12-36-22.332,6870,13024
12-36-22.395,6907,13010
12-36-22.457,6934,12974
12-36-22.520,7010,12935
12-36-22.586,7085,12900
12-36-22.648,7071,12908
12-36-22.707,7089,12857
12-36-22.773,7126,12833
12-36-22.832,7180,12823
12-36-22.930,7208,12804
12-36-22.961,7191,12816
12-36-23.020,7156,12836
12-36-23.086,7183,12833
12-36-23.145,7171,12852
12-36-23.207,7154,12868
12-36-23.273,7112,12878
12-36-23.332,7143,12878
12-36-23.395,7047,12917
12-36-23.457,6990,12976
12-36-23.520,6939,12978
12-36-23.586,6967,12958
12-36-23.645,7003,12931
12-36-23.707,7041,12905
12-36-23.770,7021,12907
12-36-23.781,7021,12907
12-36-23.922,7013,12909
12-36-23.957,7021,12902
12-36-24.020,7019,12900
12-36-24.078,7022,12903
12-36-24.145,7017,12915
12-36-24.207,6983,12931
12-36-24.270,6977,12955
12-36-24.328,6948,12941
12-36-24.391,6944,12963
12-36-24.457,6908,13005
12-36-24.520,6946,12970
12-36-24.578,7013,12894
12-36-24.645,7010,12922
12-36-24.703,7006,12946
12-36-24.770,6975,12944
12-36-24.832,7004,12919
12-36-24.926,7052,12898
12-36-24.957,7087,12872
12-36-25.016,7104,12865
12-36-25.078,7137,12830
12-36-25.145,7093,12870
12-36-25.207,7038,12910
12-36-25.398,7008,12921
12-36-25.457,7105,12938
12-36-25.516,6883,13012
12-36-25.578,6972,12941
12-36-25.641,7048,12906
12-36-25.703,6973,12921
12-36-25.766,7004,12941
12-36-25.922,7026,12898
12-36-25.953,7012,12918
12-36-26.012,7005,12916
12-36-26.070,7020,12896
12-36-26.137,7042,12879
12-36-26.199,7041,12885
12-36-26.266,7017,12918
12-36-26.324,6969,12937
12-36-26.387,6973,12937
12-36-26.449,6939,12952
12-36-26.512,6922,12989
12-36-26.574,7047,12942
12-36-26.648,7058,12905
12-36-26.699,6987,12975
12-36-26.766,6971,12948
12-36-26.824,7014,12911
12-36-26.953,7093,12854
12-36-27.012,7125,12843
12-36-27.074,7146,12812
12-36-27.137,7018,12892
12-36-27.199,6966,12926
12-36-27.266,6976,12946
12-36-27.328,6901,12976
12-36-27.387,6874,13004
12-36-27.453,6917,12989
12-36-27.512,7055,12926
12-36-27.574,7007,12954
12-36-27.637,6953,12962
12-36-27.699,6977,12955
12-36-27.762,7022,12914
12-36-27.773,7017,12900
12-36-27.922,6994,12911
12-36-27.996,6991,12914
12-36-28.008,6991,12912
12-36-28.074,6985,12918
12-36-28.137,6998,12914
12-36-28.199,7028,12908
12-36-28.262,7014,12947
12-36-28.324,6939,12978
12-36-28.383,6858,12997
12-36-28.449,6825,13035
12-36-28.512,6927,12997
12-36-28.574,6943,12962
12-36-28.637,6924,12960
12-36-28.695,6977,12941
12-36-28.762,7009,12894
12-36-28.824,7062,12871
12-36-28.922,7107,12845
12-36-28.953,7105,12847
12-36-29.012,7089,12847
12-36-29.074,7088,12856
12-36-29.141,7089,12861
12-36-29.199,7039,12889
12-36-29.246,7090,12864
12-36-29.313,7045,12866
12-36-29.391,7058,12877
12-36-29.441,7072,12823
12-36-29.500,7082,12906
12-36-29.563,6992,12930
12-36-29.625,7044,12898
12-36-29.688,7000,12927
12-36-29.766,6968,12938
12-36-29.922,7004,12897
12-36-29.938,6991,12908
12-36-30.000,6995,12909
12-36-30.063,7024,12902
12-36-30.125,7054,12880
12-36-30.184,7049,12886
12-36-30.246,6918,12995
12-36-30.313,6861,13021
12-36-30.375,6824,13029
12-36-30.438,6879,13008
12-36-30.500,6895,13010
12-36-30.559,6887,13005
12-36-30.625,6866,13006
12-36-30.684,6865,13029
12-36-30.746,6940,12986
12-36-30.809,7035,12914
12-36-30.922,7069,12863
12-36-30.938,7081,12864
12-36-31.012,7060,12868
12-36-31.070,7032,12894
12-36-31.137,7070,12870
12-36-31.199,7036,12892
12-36-31.246,7093,12864
12-36-31.324,7061,12859
12-36-31.383,7045,12879
12-36-31.449,7130,12838
12-36-31.496,6973,12941
12-36-31.559,7005,12912
12-36-31.621,7058,12876
12-36-31.684,6984,12917
12-36-31.766,6989,12903
12-36-31.922,6983,12902
12-36-31.938,6983,12928
12-36-31.996,7031,12909
12-36-32.055,7074,12881
12-36-32.121,7071,12864
12-36-32.184,6993,12909
12-36-32.246,6979,12949
12-36-32.309,6941,12988
12-36-32.371,6911,12992
12-36-32.434,6911,12983
12-36-32.496,6985,12939
12-36-32.559,6987,12956
12-36-32.625,6946,12969
12-36-32.684,6997,12944
12-36-32.746,7046,12900
12-36-32.809,7079,12878
12-36-32.922,7084,12853
12-36-32.938,7078,12874
12-36-32.996,7053,12878
12-36-33.059,7073,12877
12-36-33.125,7064,12904
12-36-33.184,7058,12876
12-36-33.246,7072,12890
12-36-33.309,7035,12894
12-36-33.367,7081,12896
12-36-33.469,7005,12899
12-36-33.496,7032,12925
12-36-33.559,7052,12876
12-36-33.621,7013,12900
12-36-33.684,6959,12935
12-36-33.742,7017,12902
12-36-33.758,6991,12925
12-36-35.398,6967,12941
12-36-35.406,6972,12932
12-36-35.434,7011,12902
12-36-35.465,6926,12973
12-36-35.539,6944,12979
12-36-35.555,6941,12945
12-36-35.590,7093,12853
12-36-35.621,7004,12948
12-36-35.684,6992,12886
12-36-35.746,6957,12946
12-36-35.754,6994,12912
12-36-35.938,6940,12941
12-36-35.996,6942,12938
12-36-36.055,6971,12916
12-36-36.121,7003,12899
12-36-36.176,7025,12873
12-36-36.242,6995,12880
12-36-36.309,6925,12926
12-36-36.367,6872,12960
12-36-36.434,6855,13004
12-36-36.496,6754,13044
12-36-36.555,6890,12994
12-36-36.617,6909,13008
12-36-36.680,6935,12987
12-36-36.738,6932,12970
12-36-36.805,6994,12951
12-36-36.910,7079,12883
12-36-36.930,7104,12851
12-36-36.992,7130,12830
12-36-37.051,7119,12838
12-36-37.117,7120,12850
12-36-37.176,7048,12895
12-36-37.238,7054,12907
12-36-37.305,7023,12913
12-36-37.363,7019,12928
12-36-37.430,7032,12915
12-36-37.492,7125,12860
12-36-37.555,6895,13032
12-36-37.617,6970,12966
12-36-37.680,7009,12903
12-36-37.742,6940,12939
12-36-37.746,7013,12928
12-36-37.895,7004,12913
12-36-37.930,6960,12937
12-36-37.992,6942,12945
12-36-38.051,6968,12925
12-36-38.117,6984,12908
12-36-38.176,7003,12901
12-36-38.238,7002,12916
12-36-38.305,6954,12955
12-36-38.363,6938,12961
12-36-38.430,6808,13028
12-36-38.492,6849,13043
12-36-38.555,6881,13001
12-36-38.617,6925,12956
12-36-38.680,6920,12989
12-36-38.742,6778,13057
12-36-38.805,6866,12984
12-36-38.906,6977,12947
12-36-38.934,7056,12874
12-36-38.992,7068,12861
12-36-39.055,7081,12850
12-36-39.121,7052,12857
12-36-39.180,7017,12896
12-36-39.242,6987,12917
12-36-39.305,6965,12916
12-36-39.367,6961,12917
12-36-39.434,7027,12912
12-36-39.496,7029,12844
12-36-39.559,6881,13015
12-36-39.621,6928,12981
12-36-39.684,7017,12928
12-36-39.742,6948,12930
12-36-39.934,6960,12942
12-36-39.996,6930,12967
12-36-40.055,6927,12957
12-36-40.105,6969,12928
12-36-40.184,6997,12906
12-36-40.242,6991,12919
12-36-40.305,6889,12965
12-36-40.367,6856,13031
12-36-40.434,6728,13056
12-36-40.492,6773,13080
12-36-40.555,6903,13004
12-36-40.617,6947,12953
12-36-40.680,6968,12971
12-36-40.738,6832,13014
12-36-40.805,6810,13042
12-36-40.895,6856,12972
12-36-40.930,7033,12866
12-36-40.992,7104,12840
12-36-41.051,7126,12825
12-36-41.117,7071,12845
12-36-41.176,7088,12847
12-36-41.238,6966,12904
12-36-41.305,6966,12906
12-36-41.363,7023,12909
12-36-41.430,6973,12892
12-36-41.488,6965,12895
12-36-41.551,7048,12841
12-36-41.617,7051,12907
12-36-41.680,7026,12916
12-36-41.738,7041,12874
12-36-41.746,6992,12896
12-36-41.895,7006,12910
12-36-41.930,7010,12899
12-36-41.988,7011,12890
12-36-42.051,7008,12888
12-36-42.113,7011,12890
12-36-42.176,7004,12896
12-36-42.238,6996,12908
12-36-42.301,6966,12938
12-36-42.363,6876,12967
12-36-42.426,6847,12990
12-36-42.488,6844,13037
12-36-42.547,6788,13046
12-36-42.609,6889,13027
12-36-42.672,7063,12934
12-36-42.734,7059,12918
12-36-42.801,7000,12943
12-36-42.926,7122,12852
12-36-43.004,7155,12820
12-36-43.047,7165,12813
12-36-43.113,7160,12812
12-36-43.172,7073,12842
12-36-43.230,7061,12874
12-36-43.297,7020,12887
12-36-43.359,7045,12855
12-36-43.426,7017,12864
12-36-43.484,7021,12901
12-36-43.543,7081,12863
12-36-43.609,6973,12934
12-36-43.672,6980,12920
12-36-43.730,6978,12937
12-36-43.887,6993,12903
12-36-43.922,6993,12904
12-36-43.984,7002,12894
12-36-44.043,7013,12899
12-36-44.109,7020,12907
12-36-44.168,7027,12903
12-36-44.230,6999,12929
12-36-44.293,6936,12986
12-36-44.488,6911,13010
12-36-44.543,6976,12956
12-36-44.605,7033,12933
12-36-44.664,7040,12914
12-36-44.727,7030,12937
12-36-44.793,7046,12899
12-36-44.898,7078,12881
12-36-44.914,7101,12857
12-36-44.980,7122,12841
12-36-45.039,7117,12854
12-36-45.105,7037,12908
12-36-45.168,6993,12917
12-36-45.227,7041,12895
12-36-45.293,7037,12866
12-36-45.352,7070,12855
12-36-45.414,7035,12873
12-36-45.480,6853,13066
12-36-45.539,6940,12915
12-36-45.602,7074,12868
12-36-45.664,7002,12923
12-36-45.727,7013,12888
12-36-45.895,6982,12908
12-36-45.910,6964,12922
12-36-45.977,6975,12928
12-36-46.035,7011,12904
12-36-46.102,7023,12886
12-36-46.160,6994,12905
12-36-46.223,6966,12962
12-36-46.289,6931,12973
12-36-46.348,6858,13021
12-36-46.406,6889,12999
12-36-46.473,6976,12949
12-36-46.535,7041,12931
12-36-46.602,6996,12943
12-36-46.660,6970,12958
12-36-46.719,6983,12950
12-36-46.785,7076,12898
12-36-46.895,7126,12854
12-36-46.910,7134,12844
12-36-46.973,7133,12849
12-36-47.031,7105,12858
12-36-47.113,7109,12880
12-36-47.160,6999,12921
12-36-47.219,6996,12938
12-36-47.285,6987,12956
12-36-47.348,6966,12963
12-36-47.406,6997,12966
12-36-47.473,6951,12946
12-36-47.535,6938,13000
12-36-47.598,7005,12911
12-36-47.660,6987,12926
12-36-47.719,6968,12928
12-36-47.891,6944,12955
12-36-47.906,6930,12969
12-36-47.973,6938,12968
12-36-48.031,6964,12949
12-36-48.098,6997,12921
12-36-48.160,7014,12897
12-36-48.219,6961,12928
12-36-48.281,6930,12975
12-36-48.344,6911,12988
12-36-48.406,6828,13036
12-36-48.570,6914,12989
12-36-48.574,6940,12976
12-36-48.613,7006,12949
12-36-48.656,6965,12962
12-36-48.719,6973,12953
12-36-48.785,7059,12910
12-36-48.906,7126,12843
12-36-48.969,7120,12846
12-36-49.031,7111,12848
12-36-49.098,7089,12877
12-36-49.156,7017,12920
12-36-49.219,6954,12951
12-36-49.281,6986,12938
12-36-49.344,7039,12912
12-36-49.406,7057,12884
12-36-49.469,6879,12949
12-36-49.531,6957,12975
12-36-49.594,7029,12900
12-36-49.656,6965,12913
12-36-49.719,6961,12928
12-36-51.383,6946,12939
12-36-51.398,6962,12946
12-36-51.434,6942,12968
12-36-51.523,6874,13024
12-36-51.535,6942,12956
12-36-51.555,7088,12876
12-36-51.590,6884,12975
12-36-51.648,6967,12921
12-36-51.711,7006,12942
12-36-51.883,6989,12935
12-36-51.898,6936,12973
12-36-51.961,6937,12965
12-36-52.023,6975,12929
12-36-52.090,6996,12914
12-36-52.148,6999,12912
12-36-52.207,6974,12924
12-36-52.273,6935,12969
12-36-52.348,6892,12954
12-36-52.395,6868,12999
12-36-52.473,6907,12996
12-36-52.535,7008,12915
12-36-52.602,6991,12944
12-36-52.664,6943,12966
12-36-52.707,6861,12970
12-36-52.785,6975,12912
12-36-52.879,7104,12865
12-36-52.895,7131,12834
12-36-52.961,7128,12831
12-36-53.023,7134,12825
12-36-53.086,7099,12843
12-36-53.148,7023,12899
12-36-53.207,7017,12923
12-36-53.273,6964,12956
12-36-53.348,7011,12930
12-36-53.395,7008,12913
12-36-53.473,7062,12830
12-36-53.535,7028,12890
12-36-53.586,7039,12920
12-36-53.645,7021,12874
12-36-53.723,6952,12917
12-36-53.734,6996,12914
12-36-54.020,6952,12916
12-36-54.031,6934,12938
12-36-54.078,7017,12889
12-36-54.145,6988,12902
12-36-54.207,6938,12932
12-36-54.273,7028,12907
12-36-54.332,6996,12927
12-36-54.391,6950,12939
12-36-54.473,6939,12976
12-36-54.531,6976,12957
12-36-54.598,6963,12974
12-36-54.645,6902,12998
12-36-54.703,6960,12945
12-36-54.785,7027,12902
12-36-54.891,7115,12838
12-36-54.957,7104,12838
12-36-55.016,7109,12836
12-36-55.078,7033,12881
12-36-55.145,6985,12918
12-36-55.207,6962,12934
12-36-55.285,6973,12912
12-36-55.328,6976,12933
12-36-55.391,7024,12903
12-36-55.457,7139,12933
12-36-55.520,6997,12927
12-36-55.586,7067,12876
12-36-55.645,6986,12894
12-36-55.707,6951,12947
12-36-55.715,7012,12917
12-36-55.863,6978,12921
12-36-55.895,6953,12945
12-36-55.961,6969,12940
12-36-56.023,6980,12917
12-36-56.086,7003,12896
12-36-56.148,7019,12883
12-36-56.207,7013,12894
12-36-56.273,6977,12933
12-36-56.336,6915,12957
12-36-56.395,6902,12976
12-36-56.461,6832,12989
12-36-56.520,6828,13030
12-36-56.586,6916,13004
12-36-56.648,6859,12983
12-36-56.707,6808,13040
12-36-56.773,6807,13024
12-36-56.879,6874,12971
12-36-56.895,6891,12946
12-36-56.961,6918,12929
12-36-57.020,6912,12933
12-36-57.078,6973,12928
12-36-57.145,7014,12890
12-36-57.207,7017,12895
12-36-57.270,6933,12949
12-36-57.332,6920,12969
12-36-57.395,6985,12932
12-36-57.457,6976,12913
12-36-57.520,7054,12830
12-36-57.578,6945,13021
12-36-57.645,6901,12978
12-36-57.703,7043,12884
12-36-57.875,6952,12966
12-36-57.891,6975,12922
12-36-57.957,6951,12930
12-36-58.016,6956,12931
12-36-58.078,6962,12926
12-36-58.145,6964,12917
12-36-58.203,7006,12889
12-36-58.270,7003,12885
12-36-58.328,6900,12964
12-36-58.391,6944,12924
12-36-58.457,6957,12925
12-36-58.520,6922,12947
12-36-58.578,6928,12960
12-36-58.641,6889,12984
12-36-58.703,6862,13014
12-36-58.770,6873,12992
12-36-58.891,7038,12873
12-36-58.953,7050,12854
12-36-59.016,7030,12861
12-36-59.078,7031,12863
12-36-59.141,7011,12869
12-36-59.203,7015,12898
12-36-59.270,6998,12917
12-36-59.332,7053,12878
12-36-59.480,7030,12891
12-36-59.520,7099,12839
12-36-59.578,7002,12909
12-36-59.645,7048,12882
12-36-59.703,6986,12916
12-36-59.719,6968,12909
12-36-59.863,7001,12893
