Time,I,Q
10-38-53.352,3065,14316
10-38-53.414,3048,14319
10-38-53.480,3027,14326
10-38-53.621,3015,14327
10-38-53.664,3004,14320
10-38-53.727,2993,14312
10-38-53.793,2975,14311
10-38-53.855,3012,14294
10-38-53.949,3040,14291
10-38-53.965,3091,14287
10-38-54.023,3121,14271
10-38-54.090,3125,14266
10-38-54.152,3115,14271
10-38-54.215,3115,14274
10-38-54.277,3110,14275
10-38-54.340,3115,14280
10-38-54.402,3091,14285
10-38-54.469,3095,14283
10-38-54.527,3106,14284
10-38-54.594,3100,14295
10-38-54.656,3070,14301
10-38-54.715,3059,14300
10-38-54.777,3059,14296
10-38-54.781,3043,14295
10-38-54.953,3052,14293
10-38-54.965,3056,14307
10-38-55.027,3062,14320
10-38-55.094,3065,14320
10-38-55.152,3080,14312
10-38-55.215,3085,14309
10-38-55.281,3079,14312
10-38-55.340,3072,14312
10-38-55.398,3066,14316
10-38-55.465,3043,14323
10-38-55.527,3033,14327
10-38-55.594,3026,14325
10-38-55.652,3032,14321
10-38-55.715,3034,14312
10-38-55.781,3038,14303
10-38-55.840,2990,14310
10-38-55.969,2969,14312
10-38-56.031,2979,14309
10-38-56.094,3058,14286
10-38-56.156,3107,14276
10-38-56.215,3105,14270
10-38-56.281,3105,14269
10-38-56.344,3118,14263
10-38-56.406,3131,14264
10-38-56.469,3129,14272
10-38-56.527,3115,14273
10-38-56.594,3124,14278
10-38-56.652,3098,14293
10-38-56.715,3064,14301
10-38-56.781,3050,14296
10-38-56.941,3026,14299
10-38-56.973,3033,14295
10-38-57.031,3040,14306
10-38-57.098,3057,14308
10-38-57.160,3086,14307
10-38-57.223,3095,14302
10-38-57.285,3094,14305
10-38-57.348,3084,14305
10-38-57.406,3079,14307
10-38-57.473,3073,14309
10-38-57.535,3053,14312
10-38-57.602,3036,14321
10-38-57.660,3034,14323
10-38-57.723,3046,14312
10-38-57.789,3046,14297
10-38-57.848,3003,14291
10-38-57.945,2991,14299
10-38-57.977,3004,14296
10-38-58.039,2997,14305
10-38-58.102,3022,14295
10-38-58.160,3065,14278
10-38-58.223,3101,14265
10-38-58.289,3117,14266
10-38-58.348,3126,14258
10-38-58.406,3146,14254
10-38-58.473,3107,14264
10-38-58.535,3094,14274
10-38-58.602,3090,14286
10-38-58.660,3078,14308
10-38-58.723,3043,14324
10-38-58.785,3038,14318
10-38-58.789,3044,14304
10-38-58.941,3032,14292
10-38-58.969,3036,14289
10-38-59.031,3048,14298
10-38-59.098,3074,14297
10-38-59.160,3076,14300
10-38-59.223,3091,14290
10-38-59.285,3081,14293
10-38-59.348,3077,14298
10-38-59.406,3078,14297
10-38-59.473,3055,14303
10-38-59.531,3027,14314
10-38-59.598,2998,14319
10-38-59.656,2991,14314
10-38-59.719,2969,14312
10-38-59.785,2960,14316
10-38-59.844,2974,14309
10-39-0.156,3068,14280
10-39-0.219,3068,14282
10-39-0.281,3070,14284
10-39-0.441,3061,14289
10-39-0.473,3067,14291
10-39-0.531,3062,14296
10-39-0.598,3049,14301
10-39-0.656,3042,14303
10-39-0.719,3038,14299
10-39-0.785,3039,14295
10-39-0.789,3025,14294
10-39-0.938,3039,14297
10-39-0.969,3047,14302
10-39-1.031,3042,14319
10-39-1.098,3067,14303
10-39-1.156,3080,14301
10-39-1.219,3081,14300
10-39-1.285,3070,14304
10-39-1.344,3062,14303
10-39-1.406,3025,14310
10-39-1.473,3000,14326
10-39-1.531,2968,14333
10-39-1.594,2939,14337
10-39-1.656,2916,14340
10-39-1.801,2936,14326
10-39-1.840,3066,14281
10-39-1.938,3125,14255
10-39-1.969,3135,14250
10-39-2.031,3139,14247
10-39-2.094,3124,14253
10-39-2.152,3107,14263
10-39-2.215,3104,14271
10-39-2.281,3077,14287
10-39-2.340,3073,14286
10-39-2.402,3073,14292
10-39-2.465,3053,14306
10-39-2.527,3040,14310
10-39-2.594,3033,14309
10-39-2.656,3029,14305
10-39-2.715,3018,14301
10-39-2.777,3026,14298
10-39-2.785,3047,14300
10-39-2.934,3065,14302
10-39-2.965,3067,14302
10-39-3.023,3087,14295
10-39-3.090,3095,14296
10-39-3.152,3090,14301
10-39-3.211,3077,14301
10-39-3.277,3058,14302
10-39-3.336,3025,14311
10-39-3.398,3004,14318
10-39-3.465,2987,14318
10-39-3.523,2963,14319
10-39-3.590,2948,14325
10-39-3.652,2957,14314
10-39-3.711,2978,14300
10-39-3.777,3049,14268
10-39-3.840,3112,14248
10-39-3.949,3128,14245
10-39-3.961,3137,14245
10-39-4.023,3126,14248
10-39-4.090,3121,14254
10-39-4.152,3114,14266
10-39-4.211,3090,14271
10-39-4.277,3060,14280
10-39-4.336,3055,14284
10-39-4.414,3095,14277
10-39-4.461,3080,14287
10-39-4.523,3056,14293
10-39-4.586,3047,14293
10-39-4.648,3041,14290
10-39-4.711,3032,14288
10-39-4.777,3037,14292
10-39-4.781,3066,14297
10-39-4.961,3080,14308
10-39-5.023,3091,14303
10-39-5.090,3089,14304
10-39-5.148,3075,14305
10-39-5.211,3069,14302
10-39-5.277,3044,14311
10-39-5.336,2998,14328
10-39-5.398,2977,14329
10-39-5.465,2958,14332
10-39-5.527,2950,14328
10-39-5.594,2968,14317
10-39-5.652,3003,14297
10-39-5.715,3041,14277
10-39-5.891,3061,14264
10-39-5.938,3091,14261
10-39-5.969,3072,14276
10-39-6.027,3057,14284
10-39-6.094,3059,14286
10-39-6.152,3040,14292
10-39-6.215,3041,14290
10-39-6.281,3045,14291
10-39-6.344,3052,14289
10-39-6.402,3042,14297
10-39-6.469,3020,14302
10-39-6.527,3012,14308
10-39-6.594,3010,14305
10-39-6.656,2996,14307
10-39-6.715,3018,14298
10-39-6.777,3047,14303
10-39-6.785,3072,14302
10-39-8.441,3093,14294
10-39-8.445,3088,14291
10-39-8.457,3035,14306
10-39-8.473,2948,14312
10-39-8.578,3120,14247
10-39-8.598,3091,14280
10-39-8.613,3063,14290
10-39-8.629,3017,14291
10-39-8.645,3009,14292
10-39-8.703,3047,14290
10-39-8.785,3075,14290
10-39-8.789,3084,14293
10-39-8.957,3094,14284
10-39-9.016,3081,14288
10-39-9.078,3076,14291
10-39-9.141,3070,14291
10-39-9.203,3041,14299
10-39-9.270,3025,14306
10-39-9.328,3018,14310
10-39-9.391,3006,14311
10-39-9.469,2995,14308
10-39-9.516,2982,14307
10-39-9.578,2976,14305
10-39-9.641,2980,14301
10-39-9.703,2985,14299
10-39-9.766,3033,14283
10-39-9.844,3085,14261
10-39-9.953,3128,14242
10-39-10.016,3138,14240
10-39-10.078,3153,14240
10-39-10.145,3146,14252
10-39-10.199,3101,14270
10-39-10.281,3089,14271
10-39-10.344,3084,14268
10-39-10.391,3089,14263
10-39-10.465,3105,14260
10-39-10.527,3101,14262
10-39-10.594,3083,14271
10-39-10.652,3074,14270
10-39-10.715,3017,14280
10-39-10.781,2990,14296
10-39-10.938,3042,14291
10-39-10.965,3060,14293
10-39-11.027,3080,14283
10-39-11.090,3088,14282
10-39-11.152,3082,14284
10-39-11.230,3078,14286
10-39-11.281,3077,14286
10-39-11.340,3059,14290
10-39-11.398,3045,14299
10-39-11.465,3036,14300
10-39-11.523,3031,14297
10-39-11.590,3021,14294
10-39-11.652,3007,14293
10-39-11.715,2992,14293
10-39-11.777,2999,14289
10-39-11.840,3000,14288
10-39-11.938,3032,14279
10-39-11.965,3074,14257
10-39-12.023,3093,14253
10-39-12.090,3105,14251
10-39-12.152,3112,14253
10-39-12.211,3123,14247
10-39-12.277,3133,14258
10-39-12.336,3096,14270
10-39-12.398,3086,14272
10-39-12.465,3094,14269
10-39-12.523,3091,14260
10-39-12.590,3108,14258
10-39-12.648,3107,14260
10-39-12.711,3085,14268
10-39-12.777,3066,14272
10-39-12.934,2995,14297
10-39-12.965,3014,14290
10-39-13.023,3038,14291
10-39-13.090,3068,14292
10-39-13.152,3078,14282
10-39-13.211,3084,14280
10-39-13.277,3073,14283
10-39-13.336,3065,14288
10-39-13.398,3064,14284
10-39-13.461,3047,14291
10-39-13.520,3022,14300
10-39-13.586,2996,14310
10-39-13.648,2986,14318
10-39-13.707,2979,14316
10-39-13.770,2974,14312
10-39-13.832,2962,14311
10-39-14.063,2976,14303
10-39-14.070,2980,14298
10-39-14.078,3048,14272
10-39-14.145,3085,14254
10-39-14.207,3097,14244
10-39-14.270,3082,14255
10-39-14.328,3075,14266
10-39-14.391,3068,14279
10-39-14.457,3038,14286
10-39-14.520,3045,14279
10-39-14.578,3060,14268
10-39-14.645,3089,14256
10-39-14.703,3114,14255
10-39-14.770,3098,14258
10-39-14.777,3074,14261
10-39-14.926,3049,14270
10-39-14.957,2991,14295
10-39-15.020,2993,14303
10-39-15.078,3011,14303
10-39-15.145,3051,14296
10-39-15.203,3066,14290
10-39-15.270,3090,14281
10-39-15.332,3088,14282
10-39-15.391,3081,14284
10-39-15.457,3070,14284
10-39-15.516,3044,14289
10-39-15.578,3001,14305
10-39-15.641,2962,14317
10-39-15.703,2935,14323
10-39-15.766,2929,14325
10-39-15.828,2951,14312
10-39-15.938,2974,14297
10-39-15.953,3008,14281
10-39-16.016,3085,14255
10-39-16.074,3120,14243
10-39-16.137,3124,14244
10-39-16.199,3120,14246
10-39-16.266,3121,14248
10-39-16.324,3127,14252
10-39-16.383,3126,14257
10-39-16.449,3108,14255
10-39-16.512,3105,14262
10-39-16.590,3106,14261
10-39-16.637,3116,14262
10-39-16.699,3089,14273
10-39-16.777,3068,14276
10-39-16.934,3008,14292
10-39-16.961,3010,14297
10-39-17.023,3038,14292
10-39-17.090,3040,14292
10-39-17.152,3044,14303
10-39-17.211,3070,14285
10-39-17.277,3081,14287
10-39-17.336,3068,14293
10-39-17.398,3068,14291
10-39-17.461,3048,14300
10-39-17.523,3011,14315
10-39-17.586,2978,14322
10-39-17.648,2964,14325
10-39-17.707,2949,14320
10-39-17.770,2954,14318
10-39-17.832,2973,14307
10-39-17.930,2999,14298
10-39-17.957,3035,14272
10-39-18.020,3103,14248
10-39-18.105,3128,14241
10-39-18.145,3124,14251
10-39-18.207,3116,14257
10-39-18.273,3110,14258
10-39-18.332,3102,14267
10-39-18.391,3091,14269
10-39-18.457,3093,14267
10-39-18.520,3115,14261
10-39-18.578,3102,14268
10-39-18.641,3086,14283
10-39-18.703,3066,14285
10-39-18.766,3058,14282
10-39-18.773,3045,14283
10-39-18.953,3054,14299
10-39-19.016,3076,14300
10-39-19.074,3090,14302
10-39-19.137,3093,14293
10-39-19.199,3087,14292
10-39-19.266,3077,14295
10-39-19.324,3078,14290
10-39-19.398,3069,14294
10-39-19.449,3044,14303
10-39-19.512,3010,14309
10-39-19.570,2996,14306
10-39-19.633,2971,14306
10-39-19.695,2976,14304
10-39-19.762,2991,14294
10-39-19.824,3031,14280
10-39-19.934,3089,14253
10-39-19.949,3121,14238
10-39-20.008,3123,14235
10-39-20.070,3114,14241
10-39-20.137,3102,14247
10-39-20.195,3088,14262
10-39-20.262,3068,14269
10-39-20.320,3059,14262
10-39-20.383,3073,14265
10-39-20.445,3082,14265
10-39-20.508,3049,14279
10-39-20.566,3026,14289
10-39-20.633,3014,14292
10-39-20.711,3008,14295
10-39-20.773,3006,14295
10-39-20.934,3053,14288
10-39-20.945,3067,14302
10-39-21.008,3081,14302
10-39-21.086,3084,14301
10-39-21.148,3089,14300
10-39-21.207,3088,14300
10-39-21.273,3084,14296
10-39-21.332,3057,14297
10-39-21.395,3029,14301
10-39-21.457,3002,14306
10-39-21.520,2993,14306
10-39-21.586,2962,14314
10-39-21.645,2955,14312
10-39-21.707,2974,14301
10-39-21.770,3029,14266
10-39-21.832,3111,14244
10-39-21.930,3137,14237
10-39-21.961,3139,14235
10-39-22.020,3146,14233
10-39-22.086,3166,14230
10-39-22.145,3157,14231
10-39-22.207,3137,14246
10-39-22.273,3095,14260
10-39-22.320,3076,14271
10-39-22.395,3085,14275
10-39-22.461,3042,14304
10-39-22.520,3017,14308
10-39-22.586,3016,14305
10-39-22.645,3024,14294
10-39-22.707,3008,14289
10-39-22.770,3028,14284
10-39-22.777,3059,14287
10-39-24.430,3076,14290
10-39-24.441,3099,14285
10-39-24.473,3018,14309
10-39-24.566,3013,14283
10-39-24.574,3015,14286
10-39-24.586,3040,14273
10-39-24.602,3117,14249
10-39-24.617,3076,14277
10-39-24.633,3068,14278
10-39-24.691,3062,14277
10-39-24.773,3028,14283
10-39-24.777,2983,14297
10-39-24.930,3024,14296
10-39-24.988,3064,14292
10-39-25.008,3064,14296
10-39-25.066,3074,14286
10-39-25.133,3081,14280
10-39-25.195,3076,14284
10-39-25.262,3076,14284
10-39-25.320,3068,14290
10-39-25.383,3034,14304
10-39-25.449,3007,14307
10-39-25.508,2992,14308
10-39-25.570,2979,14302
10-39-25.637,2971,14303
10-39-25.695,2998,14294
10-39-25.762,3003,14284
10-39-25.824,3011,14284
10-39-25.934,3035,14273
10-39-25.949,3057,14263
10-39-26.008,3083,14256
10-39-26.070,3097,14255
10-39-26.133,3090,14258
10-39-26.191,3087,14260
10-39-26.258,3080,14268
10-39-26.320,3047,14281
10-39-26.379,3042,14285
10-39-26.445,3058,14281
10-39-26.504,3077,14270
10-39-26.566,3092,14268
10-39-26.633,3083,14274
10-39-26.691,3056,14276
10-39-26.770,3040,14278
10-39-26.777,3020,14285
10-39-26.930,3009,14284
10-39-26.945,3031,14283
10-39-27.004,3068,14281
10-39-27.066,3083,14287
10-39-27.129,3099,14285
10-39-27.191,3102,14276
10-39-27.258,3091,14278
10-39-27.320,3094,14273
10-39-27.379,3098,14274
10-39-27.441,3095,14277
10-39-27.504,3081,14280
10-39-27.695,3052,14282
10-39-27.758,2973,14300
10-39-27.816,2958,14305
10-39-27.930,2950,14314
10-39-27.945,2970,14302
10-39-28.004,3024,14279
10-39-28.063,3055,14270
10-39-28.129,3072,14268
10-39-28.191,3073,14272
10-39-28.254,3071,14281
10-39-28.316,3038,14287
10-39-28.391,3043,14287
10-39-28.457,3051,14278
10-39-28.504,3052,14283
10-39-28.563,3054,14282
10-39-28.629,3056,14281
10-39-28.703,3044,14282
10-39-28.770,3045,14275
10-39-28.773,3030,14285
10-39-28.953,2998,14288
10-39-29.016,3039,14286
10-39-29.078,3041,14290
10-39-29.141,3037,14297
10-39-29.203,3048,14290
10-39-29.266,3048,14287
10-39-29.328,3044,14288
10-39-29.387,3044,14289
10-39-29.449,3033,14292
10-39-29.512,3006,14302
10-39-29.574,2984,14310
10-39-29.641,2948,14320
10-39-29.699,2921,14325
10-39-29.762,2937,14325
10-39-29.824,2952,14311
10-39-29.922,2987,14299
10-39-29.953,3045,14279
10-39-30.012,3068,14261
10-39-30.070,3072,14260
10-39-30.137,3072,14264
10-39-30.199,3069,14271
10-39-30.262,3065,14281
10-39-30.414,3045,14283
10-39-30.449,3063,14278
10-39-30.512,3069,14276
10-39-30.570,3043,14284
10-39-30.637,3010,14296
10-39-30.695,2971,14307
10-39-30.762,2950,14315
10-39-30.945,3054,14278
10-39-31.008,3082,14285
10-39-31.070,3095,14277
10-39-31.137,3096,14276
10-39-31.199,3088,14279
10-39-31.262,3082,14281
10-39-31.324,3078,14280
10-39-31.383,3048,14285
10-39-31.449,3000,14305
10-39-31.512,2982,14314
10-39-31.570,2953,14323
10-39-31.637,2936,14326
10-39-31.695,2961,14313
10-39-31.762,2991,14296
10-39-31.820,3034,14276
10-39-31.914,3087,14262
10-39-31.945,3111,14248
10-39-32.008,3116,14247
10-39-32.070,3108,14254
10-39-32.133,3101,14258
10-39-32.195,3091,14263
10-39-32.258,3080,14268
10-39-32.320,3069,14260
10-39-32.383,3085,14262
10-39-32.445,3092,14267
10-39-32.504,3055,14280
10-39-32.566,3015,14286
10-39-32.633,2984,14298
10-39-32.695,2968,14307
10-39-32.758,3009,14297
10-39-32.766,3055,14285
10-39-32.930,3084,14280
10-39-32.945,3088,14283
10-39-33.008,3106,14274
10-39-33.066,3104,14276
10-39-33.133,3090,14280
10-39-33.191,3084,14281
10-39-33.258,3075,14285
10-39-33.320,3042,14293
10-39-33.379,3027,14301
10-39-33.441,3020,14299
10-39-33.504,3013,14297
10-39-33.566,3001,14292
10-39-33.633,2995,14294
10-39-33.691,3006,14288
10-39-33.754,3006,14284
10-39-33.816,3036,14272
10-39-33.926,3084,14253
10-39-33.941,3106,14243
10-39-34.004,3108,14246
10-39-34.063,3092,14254
10-39-34.129,3086,14260
10-39-34.191,3070,14273
10-39-34.258,3048,14281
10-39-34.316,3059,14278
10-39-34.375,3071,14269
10-39-34.441,3087,14266
10-39-34.500,3089,14270
10-39-34.563,3073,14272
10-39-34.629,3068,14269
10-39-34.688,3059,14273
10-39-34.754,3033,14276
10-39-34.926,3077,14285
10-39-34.938,3074,14290
10-39-35.000,3085,14282
10-39-35.063,3086,14278
10-39-35.125,3081,14283
10-39-35.188,3080,14283
10-39-35.246,3085,14282
10-39-35.313,3062,14293
10-39-35.375,3015,14310
10-39-35.441,2992,14314
10-39-35.500,2980,14318
10-39-35.563,2984,14313
10-39-35.625,2974,14307
10-39-35.688,2982,14306
10-39-35.754,2989,14296
10-39-35.813,2996,14292
10-39-35.922,3038,14275
10-39-35.938,3079,14261
10-39-36.000,3100,14252
10-39-36.059,3105,14256
10-39-36.125,3104,14254
10-39-36.184,3089,14259
10-39-36.246,3072,14269
10-39-36.313,3078,14269
10-39-36.375,3082,14269
10-39-36.438,3072,14275
10-39-36.500,3066,14281
10-39-36.559,3066,14276
10-39-36.625,3047,14284
10-39-36.684,3052,14273
10-39-36.746,3041,14278
10-39-36.922,3032,14280
10-39-36.938,3060,14280
10-39-37.000,3058,14281
10-39-37.059,3067,14281
10-39-37.238,3069,14277
10-39-37.266,3051,14285
10-39-37.313,3045,14286
10-39-37.375,3026,14298
10-39-37.441,2986,14315
10-39-37.500,2964,14324
10-39-37.559,2951,14328
10-39-37.625,2952,14324
10-39-37.688,2978,14316
10-39-37.754,3003,14299
10-39-37.813,3005,14295
10-39-37.941,3041,14277
10-39-38.000,3053,14272
10-39-38.063,3064,14270
10-39-38.129,3068,14271
10-39-38.188,3069,14273
10-39-38.254,3060,14273
10-39-38.316,3051,14277
10-39-38.379,3064,14275
10-39-38.441,3080,14271
10-39-38.605,3073,14271
10-39-38.609,3056,14281
10-39-38.629,3042,14291
10-39-38.691,3013,14293
10-39-38.754,2977,14298
10-39-38.762,2980,14293
10-39-40.406,3017,14288
10-39-40.414,3055,14281
10-39-40.441,3060,14279
10-39-40.473,2934,14321
10-39-40.547,2952,14309
10-39-40.563,3042,14282
10-39-40.598,3096,14257
10-39-40.629,3032,14288
10-39-40.691,3038,14285
10-39-40.754,3039,14275
10-39-40.762,3026,14281
10-39-40.910,2998,14284
10-39-40.941,3019,14292
10-39-41.004,3024,14298
10-39-41.066,3000,14303
10-39-41.129,3034,14292
10-39-41.195,3054,14281
10-39-41.258,3044,14285
10-39-41.320,3036,14287
10-39-41.379,3018,14290
10-39-41.445,2974,14308
10-39-41.508,2957,14320
10-39-41.566,2918,14333
10-39-41.633,2887,14342
10-39-41.691,2897,14334
10-39-41.758,2933,14316
10-39-41.820,2951,14307
10-39-41.930,3053,14270
10-39-42.008,3071,14259
10-39-42.070,3075,14255
10-39-42.133,3068,14264
10-39-42.191,3059,14270
10-39-42.258,3057,14271
10-39-42.320,3053,14280
10-39-42.379,3045,14286
10-39-42.445,3044,14285
10-39-42.492,3043,14289
10-39-42.566,3033,14291
10-39-42.617,3008,14297
10-39-42.695,2999,14298
10-39-42.758,3001,14292
10-39-42.762,2982,14294
10-39-42.910,3019,14285
10-39-42.945,3040,14280
10-39-43.004,3052,14287
10-39-43.066,3029,14290
10-39-43.129,3052,14281
10-39-43.191,3059,14283
10-39-43.258,3047,14287
10-39-43.320,3046,14287
10-39-43.379,3028,14291
10-39-43.445,2990,14307
10-39-43.504,2985,14308
10-39-43.566,2973,14306
10-39-43.633,2960,14305
10-39-43.691,2952,14307
10-39-43.754,2963,14300
10-39-43.816,2982,14293
10-39-43.910,3020,14276
10-39-43.945,3083,14253
10-39-44.008,3112,14248
10-39-44.066,3119,14243
10-39-44.129,3109,14247
10-39-44.191,3095,14255
10-39-44.258,3079,14264
10-39-44.320,3067,14268
10-39-44.379,3060,14278
10-39-44.430,3062,14274
10-39-44.492,3079,14267
10-39-44.555,3080,14270
10-39-44.617,3071,14273
10-39-44.680,3043,14280
10-39-44.742,3011,14282
10-39-44.910,3007,14287
10-39-44.930,3054,14278
10-39-44.992,3077,14269
10-39-45.055,3076,14276
10-39-45.117,3083,14273
10-39-45.180,3092,14269
10-39-45.238,3103,14262
10-39-45.320,3096,14262
10-39-45.367,3079,14272
10-39-45.434,3051,14277
10-39-45.492,3015,14289
10-39-45.551,2982,14295
10-39-45.617,2967,14300
10-39-45.680,2982,14299
10-39-45.742,3000,14288
10-39-45.805,3008,14286
10-39-45.914,3060,14272
10-39-45.934,3098,14255
10-39-45.992,3111,14255
10-39-46.055,3095,14259
10-39-46.121,3081,14260
10-39-46.184,3086,14260
10-39-46.242,3090,14258
10-39-46.305,3094,14258
10-39-46.367,3095,14259
10-39-46.434,3089,14264
10-39-46.496,3081,14276
10-39-46.559,3055,14281
10-39-46.621,3044,14286
10-39-46.684,3027,14284
10-39-46.746,3003,14290
10-39-46.754,2982,14291
10-39-46.902,3022,14285
10-39-46.938,3047,14283
10-39-46.996,3056,14281
10-39-47.059,3076,14274
10-39-47.121,3062,14272
10-39-47.184,3041,14279
10-39-47.246,3032,14287
10-39-47.309,3016,14295
10-39-47.371,2977,14314
10-39-47.434,2947,14320
