mcu:,2992,-12716,-8568,-1997,-2801,7584
mcu:cu:,-1216,-13616,-10712,-2615,-1107,1506
mcu:,-2032,-15712,-9212,6958,3822,-2007
mcu:,2992,-12716,-8568,-1997,-2801,7584
mcu:mcu:,-1560,-15436,-9292,25493,5618,-715
mcu:,-6004,-12900,-11012,-3331,-15316,12042
mcu:,6372,-9684,-8048,3813,4418,-1748
mcu:,-4016,-11868,-15044,4207,3780,-2057
mcu:,2788,-15164,-6140,-18387,26291,-11416
mcu:,480,-14056,-10324,747,841,468
mcu:,5020,-12480,-10260,-1444,-15488,-129
mcu:,-2768,-13336,-14004,17787,2772,-4100
mcu:,3024,-11580,-9848,-3748,-6231,-211
mcu:,3168,-11864,-11604,-6051,10135,-7518
mcu:,-6756,-14836,-13308,-26813,-2357,6854
mcu:,-2456,-15828,-8108,23494,7238,-2286
mcu:,2956,-12732,-11208,1485,-9168,3431
mcu:,2728,-11316,-11672,-3858,8667,-5107
mcu:,-2404,-13908,-20556,-2369,-18863,2559
mcu:,-4924,-12008,-13484,13741,3317,-5119
mcu:,2392,-11188,-8236,-8900,-4675,-3772
mcu:,164,-12704,-11136,-3568,6719,-4056
mcu:,2980,-11900,-13628,-6119,-15191,3312
mcu:,-5320,-11344,-15232,10872,4638,-4441
mcu:,3084,-11136,-8544,-13219,-170,-5626
mcu:,484,-13164,-10060,-2558,6788,-4927
mcu:,3556,-11720,-11380,-9295,-14432,-2115
mcu:,-5068,-10840,-15548,8882,4527,-4858
mcu:,4200,-10896,-7984,-12954,2865,-4655
mcu:,-1012,-13400,-9548,-4408,8589,-8144
mcu:,2436,-12864,-15068,-6977,-20786,5425
mcu:,-4712,-11376,-14220,10766,3586,-4705
mcu:,2608,-11164,-7644,-13839,-910,-4610
mcu:,-732,-13828,-9224,-6379,7598,-7953
mcu:,4512,-11868,-14340,-6954,-22291,4268
mcu:,-5452,-10416,-12888,3662,1460,-999
mcu:,2956,-12344,-7344,-11239,8282,-4502
mcu:,-2616,-14260,-11428,-7922,11409,-10601
mcu:,5308,-10864,-11388,-6544,-16270,-1139
mcu:,-3384,-10528,-13488,3573,2347,-1717
mcu:,3884,-12452,-5752,-14268,9202,-4301
mcu:,-1356,-13832,-9544,-12376,8403,-9556
mcu:,4216,-13768,-11508,-14543,-18813,771
mcu:,-3340,-12932,-13244,13045,6111,-2863
mcu:,3708,-11580,-10004,-5311,-3223,-227
mcu:,672,-13388,-10160,-2475,9183,-4967
mcu:,1000,-11572,-12632,-8262,-21344,8276
mcu:,-1640,-16196,-10972,25350,7982,-2767
mcu:,-132,-13020,-9528,4852,-7637,5631
mcu:,3576,-12008,-9036,-1713,6617,-4611
mcu:,-4264,-13404,-15124,-14136,-557,1941
mcu:,936,-16888,-9868,7232,21136,-3547
mcu:,-408,-13868,-9420,5104,-5897,7707
mcu:,4876,-10884,-8212,-1035,4162,-3874
mcu:,-5768,-9452,-16248,-4946,-807,3921
mcu:,1652,-15192,-7448,-7929,24069,-7046
mcu:,-1764,-14340,-9676,-3452,-4709,1255
mcu:,4072,-9712,-9504,2355,-96,-4152
mcu:,-3996,-10972,-16016,4805,3908,-2857
mcu:,5180,-12024,-7536,-5493,3100,1822
mcu:,-2428,-14328,-9096,2094,-310,246
mcu:,4144,-9988,-7316,2425,-5069,-2252
mcu:,-4028,-10056,-13364,-2124,2161,-438
mcu:,3216,-15236,-7708,-7115,23066,-6417
mcu:,-1168,-15080,-7696,7231,-4654,6949
mcu:,3808,-11512,-8768,-3447,6423,-6504
mcu:,-2908,-13344,-15620,-13152,-3463,4260
mcu:,-584,-16248,-8924,18295,8687,-1206
mcu:,224,-13880,-8476,3483,-9492,5774
mcu:,1876,-13392,-9032,-4239,8834,-7001
mcu:,-732,-15032,-11244,2512,-24484,7394
mcu:,-3440,-15400,-13048,14681,5812,-3854
mcu:,4692,-12888,-9156,-1441,-1494,4285
mcu:,-408,-14436,-8592,-3747,6282,-6588
mcu:,5136,-13060,-13016,-17270,-13279,-558
mcu:,-1300,-15588,-9296,13663,8249,-1769
mcu:,1208,-13028,-8844,1962,-7912,4546
mcu:,492,-13092,-8796,-4657,10356,-9879
