mcu:,688,14688,-8540,-368,289,45
mcu:,640,14636,-8524,-439,424,-17
mcu:,668,14664,-8568,-291,411,27
mcu:,688,14840,-8608,-369,690,116
mcu:,752,14548,-8652,-261,555,-79
mcu:,776,14836,-8732,-462,379,129
mcu:,716,14664,-8256,-363,676,66
mcu:,812,14484,-8356,-140,375,-36
mcu:,1592,16548,-9308,-449,-447,1276
mcu:,-3944,12096,-6556,22,-4781,-12944
mcu:,-14340,3688,-6940,34,990,-3831
mcu:,-5156,10924,-9828,-2295,4860,12024
mcu:,276,16652,-8608,-2514,3147,-1318
mcu:,200,13548,-9408,-6391,12024,2948
mcu:,1084,14448,-9328,-423,390,280
mcu:,1072,14320,-9124,-610,308,141
mcu:,976,14208,-9176,-383,484,30
mcu:,812,14332,-9020,-410,469,89
mcu:,956,13980,-9288,-212,649,-68
mcu:,876,14132,-9056,-534,553,-20
mcu:,2136,17692,-10388,-948,-3065,-354
mcu:,-8156,9692,-6108,-290,-179,-12304
mcu:,-12288,5472,-6400,5426,-667,11637
mcu:,396,14068,-8540,-990,6726,857
mcu:,2984,13032,-9608,5497,351,725
mcu:,740,13976,-9376,-1245,905,559
mcu:,772,14104,-9472,-368,439,104
mcu:,724,13936,-9488,-61,295,115
mcu:,716,14016,-9664,-184,439,-90
mcu:,840,14128,-9476,-424,459,111
mcu:,836,13968,-9392,-326,311,-12
mcu:,696,14092,-9464,-218,456,48
mcu:,1456,16616,-10356,-1589,-481,-147
mcu:,-6436,10908,-7128,-343,-3251,-11853
mcu:,-11328,5112,-7624,-3473,1739,-2202
mcu:,-5032,11656,-9044,-2972,-1273,9562
mcu:,536,15412,-9760,-185,2074,-1143
mcu:,472,13708,-9844,-748,673,102
mcu:,824,13980,-9992,-458,341,162
mcu:,684,13944,-9832,-487,539,-18
mcu:,780,13976,-9692,-637,212,290
mcu:,936,13872,-9652,-555,406,44
mcu:,904,13976,-9704,-518,376,116
mcu:,792,14168,-9564,-205,553,21
mcu:,904,16612,-11388,1154,-2648,4339
mcu:,-9988,9092,-7848,392,-194,-10646
mcu:,-12108,5840,-7720,2432,1046,8210
mcu:,-1236,13592,-10140,-3366,5762,9245
mcu:,648,16160,-10460,10602,-9199,1209
mcu:,900,13592,-10020,-230,316,105
mcu:,852,13676,-10376,-12,481,-69
mcu:,1000,13476,-10328,-358,587,-29
mcu:,800,13344,-10240,-245,379,74
mcu:,952,13552,-10040,-367,353,39
mcu:,1320,13668,-10128,-656,625,-6
mcu:,1212,14052,-9976,-468,358,143
mcu:,1240,14660,-10396,-1165,-4984,-10214
mcu:,-12944,5748,-7968,-4188,1761,-9841
mcu:,-6644,9564,-8484,2587,5431,14900
mcu:,-5476,16816,-8892,-106,15633,4183
mcu:,812,13688,-9980,-1100,5269,1722
mcu:,1392,13880,-9844,-186,406,153
mcu:,1488,13636,-10700,-437,82,807
mcu:,1276,13820,-10104,-132,314,-39
mcu:,1068,13920,-10096,-301,454,-20
mcu:,836,13528,-10104,-301,333,-23
mcu:,616,13676,-10152,-376,129,128
mcu:,904,14052,-9840,-295,304,-2
mcu:,3116,16468,-10468,-239,-6809,-31
mcu:,-12632,9012,-4136,-5370,2313,-10597
mcu:,-11704,5444,-7276,4831,-948,11726
mcu:,860,15032,-9888,-1803,6150,6411
mcu:,1444,14564,-9380,210,-6,446
mcu:,1628,14172,-9516,250,136,168
mcu:,1448,13776,-9400,-120,346,154
mcu:,1600,13848,-9748,-336,218,108
mcu:,1476,14096,-9588,-439,446,45
mcu:,1504,13996,-9540,-323,323,42
mcu:,1540,13832,-9664,-405,726,-2
mcu:,3380,17476,-10996,-287,-3455,1730
mcu:,-9672,9676,-7016,-781,-983,-10497
mcu:,-13536,4556,-7296,3107,-110,6180
mcu:,80,13212,-10116,-1434,11094,5898
mcu:,944,14304,-8900,2710,-391,1236
mcu:,1236,14368,-9528,-55,282,141
mcu:,1092,13764,-9512,56,405,66
mcu:,1160,13816,-9536,-157,414,123
mcu:,1384,14180,-9632,-368,455,3
mcu:,1320,14184,-9596,23,430,32
mcu:,1256,14012,-9740,48,394,-110
mcu:,1316,14000,-9496,-129,423,-9
mcu:,1500,14208,-9272,-359,533,109
mcu:,-5504,10292,-7128,-2910,-3399,-15878
mcu:,-13732,3192,-8428,2790,-1724,7603
mcu:,1024,16856,-10104,-4259,5902,6566
mcu:,824,13864,-9680,3323,-460,224
mcu:,584,13668,-10344,184,711,-129
mcu:,924,13928,-10072,-69,409,-60
mcu:,888,13716,-10068,-406,385,86
mcu:,1040,13752,-10036,-276,357,260
mcu:,1064,13792,-10000,-369,391,-53
mcu:,932,13680,-9908,-208,397,-24
mcu:,1040,13616,-9960,-531,613,112
mcu:,1560,14584,-9996,-1056,165,344
mcu:,-2164,12992,-8764,-1453,-4466,-12531
mcu:,-12772,3080,-9496,-77,-183,3658
mcu:,-40,11996,-8752,214,2395,14895
mcu:,1388,14852,-8984,2378,-397,852
mcu:,1592,14040,-9808,-24,448,-236
mcu:,1316,13940,-9880,-324,606,-72
mcu:,1376,13920,-10012,-355,214,168
mcu:,1492,13768,-9956,-477,590,40
mcu:,1560,13852,-10108,-196,571,-23
mcu:,1616,13900,-9692,-247,726,-147
mcu:,1848,14060,-9496,-252,679,-44
mcu:,32,14100,-9864,-272,-6786,-9557
